Merge ID	Ishihama2008_s2(1)F	Masuda_et_al_Supple_rev2009(5)F	PengTable(2)L	# Identified
	1090	1570	4155	Novel: 3
P75825	0	0	1	1	A | ; | 
P75828	0	0	1	1	B | ; | 
P75829	0	1	1	2	F1 | ;1,79 | ;1,79 | ; | 
P75830	0	1	1	2	F2 | ;0,18 | ; | 
P75838	1	1	1	3	A | ;3,99E+02 | ;0,58 | ;0,58 | ; | 
P75839	0	0	1	1	B | ; | 
P75849	1	1	1	3	A | ;2,50E+02 | ;0,57 | ; | 
P75853	0	0	1	1	G | ; | 
P75862	0	0	1	1	A | ; | 
P75863	0	1	1	2	A | ;0,48 | ; | 
P75864	1	1	1	3	A_trl | ;1,94E+02 | ;0 | ;0 | ; | 
P75867	0	1	1	2	A | ;1,04 | ;1,04 | ; | 
P75869	0	0	1	1	A | ; | 
P75870	0	1	1	2	B | ;0,54 | ; | 
P75874	1	1	1	3	A | ;2,78E+02 | ;1,38 | ; | 
P75876	1	1	1	3	A_trl | ;3,48E+02 | ;- | ; | 
P75893	0	0	1	1	A | ; | 
P75894	0	0	1	1	A | ; | 
P75897	0	0	1	1	A | ; | 
P75898	0	0	1	1	A | ; | 
P75914	1	1	1	3	A | ;3,15E+02 | ;0,98 | ; | 
P75915	1	1	1	3	A | ;5,18E+02 | ;0,25 | ;0,25 | ;3289,14 | 
P75916	0	0	1	1	B | ; | 
P75919	0	0	1	1	A | ; | 
P75920	0	0	1	1	B | ; | 
P75938	0	0	1	1	G | ; | 
P75942	0	0	1	1	A | ; | 
P75946	0	0	1	1	I | ; | 
P75948	0	0	1	1	B | ; | 
P75949	1	1	1	3	A | ;1,67E+02 | ;3,14 | ; | 
P75952	0	0	1	1	A | ; | 
P75954	0	0	1	1	G | ; | 
P75957	1	1	1	3	F1 | ;2,50E+02 | ;0,43 | ;0,43 | ; | 
P75960	0	1	1	2	A | ;2,12 | ; | 
P75966	0	0	1	1	A_trl | ; | 
P76001	0	0	1	1	G | ; | 
P76004	0	0	1	1	A | ; | 
P76008	1	0	1	2	A | ;2,95E+02 | ; | 
P76010	0	0	1	1	F1 | ; | 
P76027	0	1	1	2	F1 | ;3,76 | ;3,76 | ; | 
P76034	1	1	1	3	A | ;2,12E+02 | ;- | ; | 
P76046	0	0	1	1	A | ; | 
P76053	0	0	1	1	A | ; | 
P76055	1	1	1	3	A | ;3,48E+02 | ;0,41 | ;0,41 | ; | 
P76121	0	0	1	1	A | ; | 
P76127	0	0	1	1	A | ; | 
P76134	0	0	1	1	A | ; | 
P76135	0	0	1	1	B | ; | 
P76149	0	1	1	2	A | ;- | ; | 
P76169	0	0	1	1	B | ; | 
P76176	0	0	1	1	G | ; | 
P76182	0	0	1	1	B | ; | 
P76187	1	1	1	3	A | ;1,98E+02 | ;0,64 | ; | 
P76193	0	1	1	2	G | ;0,76 | ; | 
P76198	0	0	1	1	B | ; | 
P76201	0	0	1	1	A | ; | 
P76206	0	1	1	2	G | ;0,53 | ;0,53 | ; | 
P76208	0	1	1	2	B | ;0,53 | ; | 
P76213	0	0	1	1	A | ; | 
P76214	0	0	1	1	B | ; | 
P76215	0	0	1	1	A | ; | 
P76216	0	0	1	1	A | ; | 
P76221	0	0	1	1	B | ; | 
P76222	0	0	1	1	B | ; | 
P76234	0	0	1	1	A | ; | 
P76235	0	0	1	1	A | ; | 
P76236	0	0	1	1	B | ; | 
P76243	0	0	1	1	A | ; | 
P76245	0	0	1	1	A | ; | 
P76249	0	0	1	1	B | ; | 
P76256	1	1	1	3	A | ;2,50E+02 | ;0,29 | ;0,29 | ; | 
P76257	0	0	1	1	A | ; | 
P76261	0	0	1	1	B | ; | 
P76264	0	0	1	1	B | ; | 
P76268	1	1	1	3	A | ;1,04E+03 | ;1,27 | ;134,4 | 
P76269	0	0	1	1	B | ; | 
P76272	1	1	0	2	B | ;9,43E+01 | ;0,05 | 
P76273	0	0	1	1	A_trl | ; | 
P76275	0	0	0	0	A | 
P76278	0	0	1	1	B | ; | 
P76280	0	0	1	1	A | ; | 
P76290	1	1	1	3	A | ;2,23E+02 | ;0,35 | ;0,35 | ; | 
P76291	0	1	1	2	A | ;0,36 | ; | 
P76297	0	0	1	1	G | ; | 
P76339	0	1	1	2	B | ;- | ; | 
P76340	0	0	1	1	A | ; | 
P76341	0	0	1	1	G | ; | 
P76343	0	0	1	1	B | ; | 
P76344	1	0	1	2	G | ;2,83E+03 | ; | 
P76346	0	1	1	2	F1 | ;1 | ; | 
P76350	0	0	1	1	B | ; | 
P76369	0	0	1	1	A | ; | 
P76373	0	0	1	1	B | ;107,24 | 
P76387	0	1	1	2	B | ;- | ; | 
P76389	0	1	1	2	B | ;- | ; | 
P76393	0	0	1	1	B | ;152,84 | 
P76397	0	1	1	2	F2 | ;- | ; | 
P76398	0	1	1	2	B | ;- | ;- | ; | 
P76402	0	0	1	1	A | ; | 
P76403	1	1	1	3	A | ;3,15E+02 | ;0,75 | ;0,75 | ; | 
P76406	0	1	1	2	I | ;- | ; | 
P76418	0	0	1	1	A | ; | 
P76421	0	0	1	1	B | ; | 
P76422	1	0	1	2	A | ;1,86E+02 | ; | ; | 
P76440	0	1	1	2	A | ;1 | ; | 
P76445	0	1	1	2	B | ;- | ; | 
P76446	0	0	1	1	B | ; | 
P76462	0	0	1	1	G | ; | 
P76463	0	0	1	1	G | ; | 
P76466	0	0	1	1	G | ; | 
P76472	0	0	1	1	A | ; | 
P76473	0	0	1	1	B | ; | 
P76483	0	0	1	1	A | ; | 
P76491	0	1	1	2	A | ;0,22 | ; | 
P76502	0	0	1	1	B | ; | 
P76503	1	1	1	3	A | ;1,28E+02 | ;0,08 | ; | 
P76506	1	1	1	3	I | ;4,05E+02 | ;0,24 | ;0,24 | ; | 
P76518	0	0	1	1	B | ; | 
P76524	0	0	1	1	A | ; | 
P76535	0	1	1	2	A | ;- | ; | 
P76537	0	1	1	2	I | ;2,06 | ; | 
P76539	0	0	1	1	A | ; | 
P76541	0	1	1	2	A | ;0 | ; | 
P76552	0	0	1	1	B | ; | 
P76553	0	0	1	1	A | ; | 
P76555	0	0	1	1	A | ; | 
P76556	0	0	1	1	A | ; | 
P76558	1	1	1	3	A | ;4,53E+02 | ;10,06 | ;10,06 | ;709,84 | 
P76559	0	0	1	1	G | ; | 
P76561	0	0	1	1	A | ; | 
P76576	1	1	1	3	B | ;4,05E+02 | ;3,02 | ;3,02 | ; | 
P76577	0	0	1	1	B | ; | 
P76578	0	1	1	2	E | ;1,45 | ;1,45 | ; | 
P76584	0	0	1	1	A | ; | 
P76585	0	0	1	1	A | ; | 
P76586	0	0	1	1	B | ; | 
P76594	0	1	1	2	A | ;0,31 | ; | 
P76630	0	0	1	1	B | ; | 
P76633	0	0	1	1	A | ; | 
P76641	0	0	1	1	A | ; | 
P76658	1	1	1	3	A | ;2,43E+02 | ;1 | ;1 | ;424,66 | 
P76938	0	0	1	1	A | ; | 
P77147	0	0	1	1	A | ; | 
P77150	1	1	1	3	A | ;5,46E+02 | ;1 | ; | 
P77173	0	1	1	2	B | ;12,88 | ;12,88 | ; | 
P77174	0	0	1	1	A | ; | 
P77202	1	0	1	2	G | ;2,12E+02 | ; | 
P77213	0	0	1	1	A | ; | 
P77214	0	0	1	1	G | ; | 
P77218	0	0	1	1	A | ; | 
P77223	0	1	1	2	F1 | ;- | ; | 
P77239	1	0	1	2	F2 | ;1,47E+02 | ; | 
P77247	1	1	1	3	A | ;2,95E+02 | ;0,41 | ; | 
P77258	1	1	1	3	A | ;4,05E+02 | ;0,85 | ;277,23 | 
P77260	0	0	1	1	A | ; | 
P77265	0	1	1	2	B | ;1,55 | ; | 
P77269	0	0	1	1	G | ; | 
P77277	0	0	1	1	A | ; | 
P77279	0	0	1	1	F1 | ; | 
P77280	0	0	1	1	B | ; | 
P77285	0	1	1	2	G | ;0,19 | ; | 
P77304	0	1	1	2	B | ;0,25 | ;1917,79 | 
P77328	0	0	1	1	B | ; | 
P77334	0	0	1	1	A | ; | 
P77337	0	0	1	1	A | ; | 
P77338	1	1	1	3	B | ;1,39E+02 | ;0,41 | ;0,41 | ; | 
P77360	0	0	1	1	B | ; | 
P77376	0	0	1	1	A | ; | 
P77377	0	0	1	1	B | ; | 
P77378	0	0	1	1	A | ; | 
P77396	0	0	1	1	A | ; | 
P77398	0	0	1	1	A | ;791,43 | 
P77399	0	1	1	2	A | ;0,39 | ; | 
P77402	0	0	1	1	A | ; | 
P77414	0	0	1	1	A | ; | 
P77434	0	0	1	1	A | ; | 
P77444	0	0	1	1	F1 | ; | 
P77473	0	1	1	2	B | ;0,58 | ; | 
P77475	0	1	1	2	A | ;0,66 | ;0,66 | ; | 
P77488	0	1	1	2	A | ;0,64 | ;0,64 | ; | 
P77493	0	0	1	1	A | ; | 
P77499	1	0	1	2	F1 | ;1,76E+02 | ; | 
P77509	0	0	1	1	F1 | ; | 
P77510	0	0	1	1	B | ; | 
P77522	0	0	1	1	F1 | ; | 
P77526	0	0	1	1	A | ; | 
P77538	0	0	1	1	B | ; | 
P77539	0	0	1	1	B | ; | 
P77544	0	0	1	1	A | ; | 
P77552	1	1	1	3	A | ;2,78E+02 | ;0,97 | ; | 
P77555	0	0	1	1	A | ; | 
P77559	0	0	1	1	A | ; | 
P77561	1	0	1	2	A | ;1,02E+02 | ; | 
P77567	0	0	1	1	A | ; | 
P77570	0	0	1	1	A | ; | 
P77579	0	0	1	1	B | ; | 
P77581	0	1	1	2	A | ;1,29 | ; | 
P77585	0	0	1	1	A | ; | 
P77625	0	0	1	1	A | ; | 
P77671	0	0	1	1	A | ; | 
P77689	0	0	1	1	F1 | ; | 
P77714	0	0	1	1	A | ; | 
P77721	0	1	1	2	A | ;0,37 | ; | 
P77726	0	1	1	2	B | ;- | ; | 
P77735	0	1	1	2	A | ;0,79 | ;0,79 | ; | 
P77737	0	1	1	2	F1 | ;1,91 | ;1,91 | ;234,72 | 
P77739	0	1	1	2	A | ;1,67 | ;1,67 | ; | 
P77748	0	1	1	2	A | ;0,63 | ; | 
P77756	0	1	1	2	B | ;- | ; | 
P77757	0	0	1	1	B | ; | 
P77766	0	0	1	1	A | ; | 
P77774	1	1	1	3	I | ;6,64E+02 | ;0,87 | ;0,87 | ; | 
P77775	0	1	1	2	A | ;1 | ;1 | ; | 
P77781	0	1	1	2	A | ;1,18 | ; | 
P77788	0	0	1	1	A | ; | 
P77804	1	1	1	3	F2 | ;4,01E+02 | ;1,08 | ;1,08 | ; | 
P77808	0	1	1	2	A | ;0 | ;0 | ; | 
P78055	0	0	1	1	A | ; | 
P78067	1	1	1	3	G | ;1,37E+02 | ;2,43 | ; | 
P80644	0	0	1	1	A | ; | 
P80645	0	0	1	1	A | ; | 
Q46755	0	0	1	1	B | ; | 
Q46799	0	0	1	1	A | ; | 
Q46800	0	0	1	1	A | ; | 
Q46802	0	0	1	1	A | ; | 
Q46803	0	0	1	1	A | ; | 
Q46806	0	0	1	1	A | ; | 
Q46808	0	0	1	1	B | ; | 
Q46809	0	0	1	1	A | ; | 
Q46810	0	0	1	1	A | ; | 
Q46812	0	0	1	1	A | ; | 
Q46820	0	0	1	1	A | ; | 
Q46821	0	0	1	1	B | ; | 
Q46822	0	0	1	1	A | ; | 
Q46824	0	0	1	1	B | ; | 
Q46829	1	1	1	3	A | ;8,59E+02 | ;0,59 | ;0,59 | ; | 
Q46845	0	1	1	2	F1 | ;- | ;- | ; | 
Q46855	0	0	1	1	A | ; | 
Q46856	1	1	1	3	A | ;6,13E+02 | ;0,46 | ; | 
Q46857	0	1	1	2	A | ;0,63 | ; | 
Q46858	0	0	1	1	G | ; | 
Q46866	0	0	1	1	A | ; | 
Q46871	1	0	1	2	A | ;3,92E+02 | ; | 
Q46893	1	0	1	2	A | ;1,67E+02 | ; | 
Q46907	0	0	1	1	A | ; | 
Q46916	0	0	1	1	B | ; | 
Q46920	1	1	1	3	A | ;2,78E+02 | ;0,67 | ; | 
Q46925	0	0	1	1	A | ; | 
Q46927	0	0	1	1	B | ; | 
Q46938	0	0	1	1	A | ; | 
Q46939	0	1	1	2	A | ;0,06 | ;0,06 | ; | 
Q46948	1	1	0	2	A | ;3,48E+02 | ;- | 
Q47005	0	0	1	1	A | ; | 
Q47083	0	0	1	1	A | ; | 
Q47142	0	0	1	1	B | ; | 
Q47146	0	1	1	2	B | ;0,54 | ;0,54 | ; | 
Q47147	0	0	1	1	A | ; | 
Q47151	0	0	1	1	G | ; | 
Q47155	0	0	1	1	A | ; | 
Q47208	0	0	1	1	A | ; | 
Q47319	0	0	1	1	A | ; | 
Q47622	1	0	1	2	G | ;1,24E+02 | ; | 
Q47679	0	0	1	1	A | ; | 
Q47702	0	0	1	1	G | ; | 
Q47710	0	0	1	1	B | ; | 
Q57261	1	1	1	3	A | ;3,15E+02 | ;- | ;- | ; | 
Q93K97	1	1	1	3	A | ;4,14E+02 | ;0,45 | ; | 
A5A607	0	0	0	0	A | 
A5A614	0	0	0	0	A | 
A5A616	0	0	0	0	B | 
A5A619	0	0	0	0	B | 
A5A628	0	0	0	0	B | 
A5A630	0	0	0	0	B | 
A8DYQ1	0	0	0	0	A | 
C1P5Z7	0	0	0	0	A | 
C1P5Z8	0	0	0	0	B | 
C1P5Z9	0	0	0	0	B | 
C1P612	0	0	0	0	A | 
C1P614	0	0	0	0	B | 
C1P620	0	0	0	0	A | 
O32528	0	0	1	1	I | ; | 
O32583	0	0	1	1	A | ; | 
P00582	1	1	1	3	A | ;3,21E+02 | ;1,73 | ;1,73 | ; | 
P00634	0	0	1	1	G | ; | 
P00722	0	0	1	1	A | ; | 
P00816	0	0	1	1	A | ; | 
P00892	0	0	1	1	A | ; | 
P00893	1	0	1	2	A | ;1,86E+02 | ; | 
P00894	1	0	1	2	A | ;4,05E+02 | ; | 
P00909	0	0	1	1	B | ; | 
P00926	1	1	1	3	A | ;1,47E+02 | ;- | ;- | ; | 
P00936	0	1	1	2	A | ;0 | ; | 
P00957	1	1	1	3	A_trl | ;1,83E+03 | ;7,74 | ;7,74 | ;1650,27 | 
P00960	1	1	1	3	A_trl | ;3,19E+03 | ;3,63 | ;3,63 | ;4168,93 | 
P02919	0	1	1	2	B | ;0,86 | ;0,86 | ; | 
P02921	0	0	1	1	B | ; | 
P02929	0	0	1	1	B | ; | 
P02942	0	0	1	1	B | ; | 
P03004	1	1	1	3	F1 | ;1,12E+02 | ;2,49 | ;2,49 | ; | 
P03023	0	1	1	2	A | ;0,36 | ; | 
P03819	0	1	1	2	B | ;- | ; | 
P03825	0	0	1	1	B | ; | 
P03841	1	1	1	3	G | ;4,53E+02 | ;1 | ;1 | ; | 
P03960	0	1	1	2	B | ;0,28 | ; | 
P04128	0	1	1	2	F4 | ;10,44 | ; | 
P04391	0	0	1	1	A | ;442,51 | 
P04395	0	0	1	1	A | ; | 
P04846	0	1	1	2	E | ;- | ; | 
P04949	0	0	1	1	F4 | ; | 
P04994	0	1	1	2	A | ;0,23 | ; | 
P05041	0	1	1	2	A | ;0,12 | ; | 
P05100	0	0	1	1	A | ; | 
P05704	0	0	1	1	B | ; | 
P05706	0	1	1	2	F1 | ;0,17 | ; | 
P05707	0	1	1	2	A | ;- | ; | 
P05791	1	0	1	2	A | ;1,17E+02 | ; | 
P05825	1	1	1	3	H | ;2,95E+02 | ;0 | ; | 
P06134	0	0	1	1	A | ; | 
P06609	0	0	1	1	B | ; | 
P06959	1	1	1	3	F1 | ;8,02E+03 | ;5,35 | ;5,35 | ;4640,4 | 
P06972	0	0	1	1	B | ; | 
P06974	0	0	1	1	F1 | ; | 
P06989	0	0	1	1	A | ; | 
P07012	1	1	1	3	A_trl | ;1,78E+03 | ;2,05 | ;1523,96 | 
P07013	0	0	1	1	A | ; | 
P07017	0	1	1	2	B | ;- | ; | 
P07018	0	0	1	1	B | ; | 
P07024	1	1	1	3	G | ;2,89E+02 | ;1,95 | ; | 
P07026	0	0	1	1	A | ; | 
P07117	0	1	1	2	B | ;2,74 | ;2,74 | ; | 
P07363	0	0	1	1	A | ; | 
P07395	1	1	1	3	A | ;1,52E+03 | ;4,93 | ;4,93 | ;1593,51 | 
P07464	0	0	1	1	A | ; | 
P07658	0	0	1	1	A | ; | 
P08189	0	0	1	1	F4 | ; | 
P08190	0	0	1	1	F4 | ; | 
P08191	0	0	1	1	F4 | ; | 
P08194	0	1	1	2	B | ;0 | ;0 | ; | 
P08202	1	0	1	2	A | ;3,56E+03 | ; | 
P08203	1	0	1	2	A | ;2,50E+02 | ; | 
P08204	1	0	1	2	A | ;8,77E+02 | ;523,85 | 
P08245	0	1	1	2	A_trl | ;0,19 | ; | 
P08369	0	0	1	1	B | ; | 
P08372	0	0	1	1	B | ; | 
P08390	1	0	1	2	A | ;2,68E+02 | ; | 
P08555	0	1	1	2	B | ;- | ; | 
P08622	1	1	1	3	A | ;8,05E+02 | ;2,27 | ;2,27 | ;1354,69 | 
P08660	1	1	1	3	A | ;1,32E+02 | ;0,19 | ;6849,76 | 
P08722	0	0	1	1	B | ; | 
P08956	1	1	1	3	A | ;1,14E+02 | ;1,52 | ;1,52 | ;208,27 | 
P08957	1	1	1	3	A | ;3,48E+02 | ;0,46 | ;0,46 | ;595,75 | 
P09099	0	1	1	2	A | ;0,11 | ; | 
P09127	0	1	1	2	B | ;1 | ;1 | ;347,48 | 
P09151	1	0	1	2	A | ;6,64E+02 | ;3281,05 | 
P09184	0	0	1	1	A | ; | 
P09323	1	1	1	3	B | ;2,78E+02 | ;1 | ;1 | ; | 
P09372	1	1	1	3	A | ;1,60E+04 | ;0,69 | ;3564,48 | 
P09373	1	1	1	3	A | ;1,21E+04 | ;12,47 | ;12,47 | ;5107,31 | 
P09378	0	0	1	1	A | ; | 
P09551	1	0	1	2	G | ;2,12E+02 | ;352,81 | 
P09831	1	1	1	3	A | ;7,29E+02 | ;0,21 | ;0,21 | ;6437,72 | 
P09835	0	0	1	1	B | ; | 
P0A698	1	1	1	3	F1 | ;3,22E+02 | ;1 | ;1 | ;104,7 | 
P0A6A6	1	0	1	2	A | ;5,93E+02 | ;4524,61 | 
P0A6A8	1	1	1	3	F1 | ;1,02E+04 | ;20,31 | ;75918,7 | 
P0A6C1	0	1	1	2	A | ;0,61 | ; | 
P0A6D3	1	0	1	2	A | ;6,73E+02 | ;1120,92 | 
P0A6E6	1	1	1	3	F1 | ;4,18E+03 | ;3,67 | ;3,67 | ;1321,97 | 
P0A6F9	1	1	1	3	A | ;6,54E+03 | ;12,56 | ;12,56 | ;64668,67 | 
P0A6I0	1	1	1	3	A | ;7,63E+02 | ;0,33 | ;0,33 | ; | 
P0A6I6	0	0	1	1	A | ; | 
P0A6L0	1	1	1	3	A | ;6,71E+04 | ;0,34 | ;0,34 | ; | 
P0A6L7	0	0	1	1	A | ; | 
P0A6M2	0	0	1	1	B | ; | 
P0A6N8	0	1	1	2	A | ;1,78 | ; | 
P0A6P1	1	1	1	3	A_trl | ;6,60E+04 | ;5,18 | ;5,18 | ;15094,06 | 
P0A6S3	0	0	1	1	G | ; | 
P0A6S5	0	0	1	1	B | ; | 
P0A6T5	1	1	1	3	A | ;7,37E+02 | ;- | ;- | ;5368,76 | 
P0A6U3	1	1	1	3	F1 | ;2,12E+02 | ;0,27 | ;0,27 | ; | 
P0A6U5	1	0	1	2	A_trl | ;2,68E+02 | ; | 
P0A6W0	0	0	1	1	A | ; | 
P0A6W3	0	1	1	2	B | ;0,19 | ; | 
P0A6X7	1	1	1	3	A_trl | ;1,32E+03 | ;2,75 | ;2820,69 | 
P0A6Y1	1	1	1	3	A_trl | ;2,11E+03 | ;8,45 | ;8,45 | ;1006,61 | 
P0A6Y5	1	1	1	3	A | ;9,05E+02 | ;0,87 | ;0,87 | ; | 
P0A6Z6	0	0	1	1	A | ; | 
P0A705	1	1	1	3	A_trl | ;2,50E+03 | ;2 | ;2 | ;1979,33 | 
P0A707	1	1	1	3	A_trl | ;2,64E+04 | ;17,31 | ;17,31 | ;5488,52 | 
P0A710	0	0	1	1	B | ; | 
P0A712	0	0	1	1	B | ; | 
P0A742	0	1	1	2	B | ;1,54 | ;1,54 | ; | 
P0A749	1	1	1	3	A | ;4,10E+02 | ;0,28 | ;0,28 | ;504,79 | 
P0A761	1	1	1	3	A | ;2,29E+02 | ;0,59 | ; | 
P0A780	1	1	1	3	A | ;7,04E+02 | ;0,97 | ; | 
P0A7A2	0	1	1	2	B | ;0,12 | ;0,12 | ; | 
P0A7A7	1	1	1	3	F1 | ;1,44E+02 | ;- | ;- | ; | 
P0A7C8	0	0	1	1	B | ; | 
P0A7D1	1	1	1	3	A_trl | ;5,61E+02 | ;0,35 | ;0,35 | ; | 
P0A7G6	1	1	1	3	F1 | ;6,86E+02 | ;5 | ;5 | ;891,99 | 
P0A7J7	1	1	1	3	A_trl | ;1,02E+04 | ;6,82 | ;6,82 | ;12449,73 | 
P0A7K2	1	1	1	3	A_trl | ;5,76E+06 | ;15,03 | ;15,03 | ;109420,2 | 
P0A7L0	1	1	1	3	A_trl | ;8,78E+04 | ;6 | ;6 | ;14447,57 | 
P0A7L3	1	1	1	3	A_trl | ;1,60E+04 | ;16,21 | ;16,21 | ;4998,25 | 
P0A7L8	1	1	1	3	A_trl | ;1,60E+04 | ;4,59 | ;4,59 | ; | 
P0A7M2	1	1	1	3	A_trl | ;4,67E+04 | ;7,03 | ;7,03 | ;9283,19 | 
P0A7M6	1	1	1	3	A_trl | ;4,53E+05 | ;6,28 | ;6,28 | ;21711,37 | 
P0A7M9	1	1	1	3	A_trl | ;3,63E+05 | ;18,13 | ;1951 | 
P0A7N1	0	0	1	1	A_trl | ; | 
P0A7N4	1	1	1	3	A_trl | ;3,90E+04 | ;5,19 | ; | 
P0A7N9	1	1	1	3	A_trl | ;1,86E+08 | ;5,67 | ;13631,11 | 
P0A7P5	1	1	1	3	A_trl | ;3,37E+06 | ;4,12 | ; | 
P0A7Q1	1	1	1	3	A_trl | ;4,18E+03 | ;23,05 | ; | 
P0A7Q6	0	0	1	1	A_trl | ; | 
P0A7R1	1	1	1	3	A_trl | ;1,60E+04 | ;9,55 | ;9,55 | ;18725,37 | 
P0A7S3	1	1	1	3	A_trl | ;6,10E+04 | ;14 | ;14 | ; | 
P0A7T7	1	1	1	3	A_trl | ;3,90E+04 | ;6,38 | ;6,38 | ;9413,13 | 
P0A7U7	1	1	1	3	A_trl | ;5,67E+05 | ;2,49 | ;2,49 | ;9652,35 | 
P0A7V3	1	1	1	3	A_trl | ;8,21E+04 | ;9,43 | ;9,43 | ;17407,9 | 
P0A800	1	1	1	3	A | ;2,09E+04 | ;2,98 | ;2,98 | ;3700,2 | 
P0A814	0	0	1	1	A | ; | 
P0A821	0	1	1	2	A | ;- | ;- | ; | 
P0A830	0	1	1	2	B | ;2,35 | ;2,35 | ; | 
P0A843	0	1	1	2	B | ;0,72 | ;0,72 | ; | 
P0A862	1	1	1	3	A | ;1,28E+04 | ;6,61 | ;6,61 | ;10163,69 | 
P0A877	1	0	1	2	A | ;2,23E+02 | ;2217,99 | 
P0A881	0	0	1	1	A | ; | 
P0A890	0	0	1	1	A | ; | 
P0A898	0	0	1	1	A | ; | 
P0A8B2	0	0	1	1	A | ; | 
P0A8B5	1	1	1	3	A | ;6,54E+03 | ;34,76 | ; | 
P0A8C8	0	0	1	1	A | ; | 
P0A8D9	0	1	1	2	B | ;0,31 | ; | 
P0A8G6	1	1	1	3	B | ;1,22E+03 | ;6 | ; | 
P0A8G9	1	1	1	3	A | ;3,68E+02 | ;0,55 | ; | 
P0A8H3	0	0	1	1	B | ; | 
P0A8H6	1	1	1	3	A | ;4,05E+02 | ;- | ; | 
P0A8H8	0	1	1	2	A | ;0,76 | ; | 
P0A8J2	0	0	1	1	A | ; | 
P0A8K1	1	1	1	3	F1 | ;3,39E+02 | ;1,92 | ;1,92 | ; | 
P0A8K5	0	1	0	1	A | ;0,88 | 
P0A8K8	0	0	1	1	B | ; | 
P0A8Q0	0	1	1	2	B | ;1,44 | ; | 
P0A8Q3	0	0	1	1	B | ; | 
P0A8R0	1	1	1	3	A | ;7,63E+02 | ;3,52 | ; | 
P0A8R4	0	0	1	1	A | ; | 
P0A8R9	0	0	0	0	A | 
P0A8S9	0	0	1	1	A | ; | 
P0A8T1	1	1	1	3	A | ;2,29E+02 | ;0,37 | ; | 
P0A8T5	0	0	1	1	B | ; | 
P0A8V0	0	1	1	2	A | ;- | ; | 
P0A903	1	1	1	3	I | ;8,68E+02 | ;3,08 | ;3,08 | ; | 
P0A905	1	1	1	3	I | ;4,18E+03 | ;4,84 | ;4,84 | ; | 
P0A910	1	1	1	3	H | ;2,99E+04 | ;47,67 | ;47,67 | ; | 
P0A915	0	0	1	1	H | ; | 
P0A932	0	1	1	2	I | ;- | ; | 
P0A964	0	0	1	1	A | ; | 
P0A968	1	1	1	3	A | ;2,11E+03 | ;11,08 | ; | 
P0A972	1	1	1	3	A | ;8,19E+03 | ;5,23 | ;13020,78 | 
P0A978	1	0	1	2	A | ;1,39E+03 | ; | 
P0A982	0	0	1	1	A | ; | 
P0A991	1	1	1	3	A | ;2,12E+02 | ;1,31 | ;1,31 | ; | 
P0A9A6	1	1	1	3	F1 | ;9,66E+02 | ;3,49 | ;3,49 | ;2851,16 | 
P0A9E0	1	0	1	2	A | ;2,29E+02 | ; | 
P0A9E2	0	0	1	1	A | ; | 
P0A9F9	0	0	1	1	A | ; | 
P0A9H1	0	1	1	2	A | ;0,55 | ; | 
P0A9H5	0	0	1	1	A | ; | 
P0A9K1	0	0	1	1	A | ; | 
P0A9L3	1	1	1	3	A | ;1,96E+03 | ;0,79 | ; | 
P0A9M8	1	1	1	3	B | ;2,38E+03 | ;0,71 | ;0,71 | ;534,24 | 
P0A9P9	0	0	1	1	A | ; | 
P0A9S3	1	1	1	3	B | ;5,82E+02 | ;7,48 | ;7,48 | ; | 
P0A9T6	0	0	1	1	A | ; | 
P0A9T8	0	0	1	1	F1 | ; | 
P0A9U6	0	0	1	1	A | ; | 
P0A9U8	0	0	1	1	A | ; | 
P0A9V8	0	0	1	1	A | ; | 
P0A9X9	1	1	1	3	A | ;8,19E+03 | ;0,67 | ;11070,18 | 
P0A9Y6	1	1	1	3	A | ;5,85E+03 | ;7 | ;40354,68 | 
P0A9Z1	1	1	1	3	A | ;6,64E+02 | ;2,68 | ;2,68 | ; | 
P0AA04	1	1	1	3	A | ;6,10E+04 | ;22,92 | ; | 
P0AA25	1	1	1	3	A | ;2,66E+03 | ;2,04 | ;2,04 | ; | 
P0AA31	0	1	1	2	A | ;2,73 | ; | 
P0AA57	0	0	1	1	G | ; | 
P0AA60	0	0	1	1	B | ; | 
P0AA67	0	1	1	2	B | ;0 | ; | 
P0AA70	0	0	1	1	B | ; | 
P0AA76	0	0	1	1	B | ; | 
P0AA78	0	0	1	1	B | ; | 
P0AA80	0	1	1	2	B | ;2,97 | ; | 
P0AA82	0	1	1	2	B | ;1,38 | ; | 
P0AA86	0	1	1	2	B | ;- | ; | 
P0AA89	0	0	1	1	A | ; | 
P0AAA1	0	1	1	2	B | ;- | ; | 
P0AAA3	0	0	1	1	G | ; | 
P0AAA5	0	0	1	1	B | ; | 
P0AAA7	0	0	1	1	B | ; | 
P0AAA9	0	0	1	1	G | ; | 
P0AAC8	1	1	1	3	A | ;8,05E+02 | ;6 | ; | 
P0AAD4	0	0	1	1	B | ; | 
P0AAE2	0	0	1	1	B | ; | 
P0AAF1	0	0	1	1	B | ; | 
P0AAG0	0	0	1	1	F1 | ; | 
P0AAG8	1	1	1	3	F1 | ;9,79E+01 | ;3 | ;3 | ; | 
P0AAI1	0	0	1	1	F1 | ; | 
P0AAI3	1	1	1	3	B | ;5,79E+02 | ;2,12 | ;2,12 | ; | 
P0AAJ3	0	0	1	1	B | ; | 
