Join Name	DB_NoveV9	Molloy1999	Molloy2000	Gevaert2002	Yan2002	Fountoulakis2003	Corbin2003	Taoka2004	Butland2005	Lopez2005	Spelbrink2005	Stenberg2005	Wagner2005	Arifuzzaman2006	Baars2006	Huang2006	Ji2006	Lasserre2006	Marani2006	Cirulli2007	Wagner2007	Zhang2007	Jarchow2008	Wagner2008	Xia2008	Qian2008	Iwasaki2009	Masuda2009	Vertommen2009	Hemm2010	Iwasaki2010	Peng2010	Price2010	Wickstrom2010	No files found in	DB_NoveV9 Duplicates	Molloy1999 Duplicates	Molloy2000 Duplicates	Gevaert2002 Duplicates	Yan2002 Duplicates	Fountoulakis2003 Duplicates	Corbin2003 Duplicates	Taoka2004 Duplicates	Butland2005 Duplicates	Lopez2005 Duplicates	Spelbrink2005 Duplicates	Stenberg2005 Duplicates	Wagner2005 Duplicates	Arifuzzaman2006 Duplicates	Baars2006 Duplicates	Huang2006 Duplicates	Ji2006 Duplicates	Lasserre2006 Duplicates	Marani2006 Duplicates	Cirulli2007 Duplicates	Wagner2007 Duplicates	Zhang2007 Duplicates	Jarchow2008 Duplicates	Wagner2008 Duplicates	Xia2008 Duplicates	Qian2008 Duplicates	Iwasaki2009 Duplicates	Masuda2009 Duplicates	Vertommen2009 Duplicates	Hemm2010 Duplicates	Iwasaki2010 Duplicates	Peng2010 Duplicates	Price2010 Duplicates	Wickstrom2010 Duplicates
P0CF07	1													1																					2	1													1																					INSA1_ECOLI
P0CF08	1																																		1	1																																		INSA2_ECOLI
P0CF09	1																																		1	1																																		INSA3_ECOLI
P0CF10	1																																		1	1																																		INSA4_ECOLI
P0CF11	1																																		1	1																																		INSA5_ECOLI
P0CF12	1													1																					2	1													1																					INSA6_ECOLI
P19767	1													1																					2	1													1																					INSA7_ECOLI
P0CF25	1													1																					2	1													1																					INSB1_ECOLI
P0CF26	1													1																					2	1													1																					INSB2_ECOLI
P0CF27	1													1																					2	1													1																					INSB3_ECOLI
P57998	1													1																					2	1													1																					INSB4_ECOLI
P0CF28	1																																		1	1																																		INSB5_ECOLI
P0CF29	1																																		1	1																																		INSB6_ECOLI
P19768	1																																		1	1																																		INSJ_ECOLI
Q00037	1																																		1	1																																		TNPA_ECOLI
P31665	1													1																					2	1													1																					YADD_ECOLI
P75741	1													1													1				1				4	1													1													1				1				YBFL_ECOLI
P28917	1													1																					2	1													1																					YDCC_ECOLI
P37014	1						1							1													1				1				5	1						1							2													1				1				YFAD_ECOLI
P77768	1													1													1				1				4	1													1													1				1				YFCI_ECOLI
P31667	1								1																										2	1								1																										YHGA_ECOLI
P28912	1													1																					2	1													1																					YHHI_ECOLI
P76168	1								1																										2	1								1																										INTQ_ECOLI
P16917	1								1																										2	1								1																										RHSB_ECOLI
P16918	1							1	1					1																					4	1							1	1					1																					RHSC_ECOLI
P16916	1								1					1																					3	1								1					1																					RHSA_ECOLI
P16919	1								1					1													1				1				5	1								1					1													1				1				RHSD_ECOLI
P0ADH5	1								1					1													1				1				5	1								1					1													1				1				FIMB_ECOLI
P0ADH7	1													1																					2	1													1																					FIME_ECOLI
P52627	1																										1				1				3	1																										1				1				FLIZ_ECOLI
P0A8A0	1			1			1	1	1	1				1													1	1			1				10	1			1			1	1	1	1				1													2	1			2				YEBC_ECOLI
P0A8A2	1			1			1	1	1					1				1										1							8	1			1			1	1	1					1				1										1							YEEN_ECOLI
P0ADP0	1							1									1											1							4	1							1									1											1							YIGB_ECOLI
P18032	1																																		1	1																																		ARTA_ECOLI
P62552	1																																		1	1																																		CCDA_ECOLI
P62554	1																																		1	1																																		CCDB_ECOLI
P13959	1																1																		2	1																1																		COPB1_ECOLI
P22707	1																																		1	1																																		FINO_ECOLI
P62670	1																																		1	1																																		FLMA_ECOLI
P11519	1																																		1	1																																		FLMC1_ECOLI
P56979	1																																		1	1																																		INTM_ECOLI
P34210	1		1	1	1	1	1	1	1							1																			9	1		1	1	1	1	1	1	1							1																			OMPP_ECOLI
P96329	1			1																															2	1			1																															PIFA_ECOLI
P10030	1			1																															2	1			1																															PIFC_ECOLI
P04737	1																																		1	1																																		PIL1_ECOLI
P18148	1																																		1	1																																		PSIA1_ECOLI
P10031	1																																		1	1																																		PSIB1_ECOLI
P06615	1																			1															2	1																			1															REDF_ECOLI
Q57154	1																																		1	1																																		REPB_ECOLI
P03856	1							1	1																										3	1							1	1																										REPE1_ECOLI
P56980	1																																		1	1																																		REPL1_ECOLI
P62556	1					1																													2	1					1																													SOPA_ECOLI
P62558	1					1																													2	1					1																													SOPB_ECOLI
P13970	1																																		1	1																																		SRNB_ECOLI
P18310	1						1	1	1																										4	1						1	1	1																										SSBF_ECOLI
Q00042	1																																		1	1																																		TNPX_ECOLI
P03012	1																																		1	1																																		TNR1_ECOLI
P41067	1			1																															2	1			1																															TRAB1_ECOLI
P18004	1			1																															2	1			1																															TRAC_ECOLI
P09130	1			1																															2	1			1																															TRAD1_ECOLI
P08322	1																																		1	1																																		TRAE1_ECOLI
P14497	1																																		1	1																																		TRAF_ECOLI
P33790	1			1																															2	1			1																															TRAG1_ECOLI
P15069	1																																		1	1																																		TRAH1_ECOLI
P14565	1			1		1																													3	1			1		1																													TRAI1_ECOLI
P06626	1			1																															2	1			1																															TRAJ1_ECOLI
P41066	1															1																			2	1															1																			TRAK1_ECOLI
P08321	1																																		1	1																																		TRAL1_ECOLI
P10026	1																																		1	1																																		TRAM1_ECOLI
P24082	1			1																															2	1			1																															TRAN_ECOLI
P41068	1																																		1	1																																		TRAP_ECOLI
P18033	1																																		1	1																																		TRAQ_ECOLI
P41065	1																																		1	1																																		TRAR_ECOLI
P09129	1																																		1	1																																		TRAS1_ECOLI
P13979	1			1		1																													3	1			1		1																													TRAT1_ECOLI
P18471	1			1																															2	1			1																															TRAU_ECOLI
P41069	1																																		1	1																																		TRAV_ECOLI
P18472	1			1																															2	1			1																															TRAW_ECOLI
P22709	1																																		1	1																																		TRAX1_ECOLI
P06627	1																																		1	1																																		TRAY1_ECOLI
P18034	1																																		1	1																																		TRBA_ECOLI
P18035	1			1																															2	1			1																															TRBB_ECOLI
P18473	1																																		1	1																																		TRBC_ECOLI
P41070	1																																		1	1																																		TRBD_ECOLI
Q05807	1																																		1	1																																		TRBE_ECOLI
P15068	1																																		1	1																																		TRBF_ECOLI
P41072	1																																		1	1																																		TRBG_ECOLI
P19381	1																																		1	1																																		TRBH_ECOLI
P18006	1			1																															2	1			1																															TRBI_ECOLI
P18353	1																																		1	1																																		TRBJ_ECOLI
P47737	1								1																										2	1								1																										X19F_ECOLI
Q9JMT9	1																																		1	1																																		YUAA_ECOLI
Q9JMT8	1																																		1	1																																		YUAB_ECOLI
Q9JMT7	1								1																										2	1								1																										YUAC_ECOLI
Q9JMT6	1																																		1	1																																		YUAD_ECOLI
Q9JMT5	1																																		1	1																																		YUAE_ECOLI
Q9JMT4	1																																		1	1																																		YUAF_ECOLI
Q9JMT1	1							1																											2	1							1																											YUAH_ECOLI
Q9JMS9	1						1	1																											3	1						1	1																											YUAK_ECOLI
Q9JMS8	1																																		1	1																																		YUAL_ECOLI
Q9JMS7	1																																		1	1																																		YUAM_ECOLI
Q9JMS6	1																																		1	1																																		YUAN_ECOLI
Q9JMS5	1								1																										2	1								1																										YUAO_ECOLI
Q9JMS4	1																																		1	1																																		YUAP_ECOLI
Q9JMS3	1																																		1	1																																		YUAQ_ECOLI
P34211	1																																		1	1																																		YUAR_ECOLI
Q9JMS1	1																																		1	1																																		YUAT_ECOLI
