Merge ID	TableS6_MatchingK12_BL21(DE3)_V2_basicProteome	Masuda2009_fin2	Wang2007_fin	Wang2007_noglucose_fin	Oberto2009_fin	Wei2001_fin2	mRNA_Taniguchi_fin	OurStudy_Feb2011_Common	# Studies	TableS6_MatchingK12_BL21(DE3)_V2_basicProteome Duplicates	Masuda2009_fin2 Duplicates	Wang2007_fin Duplicates	Wang2007_noglucose_fin Duplicates	Oberto2009_fin Duplicates	Wei2001_fin2 Duplicates	mRNA_Taniguchi_fin Duplicates	OurStudy_Feb2011_Common Duplicates	Subcellular Location(this study)	Entry name (Uniprot)	mRNA	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	A (mRNA per cell cycle)_RNAseq	Localization	
P52106	1		1	1	1	1	1		6	1		1	1	1	1	1		A	CSGD_ECOLI			0	0	0	0	4.398743816		
P0AE98	1		1	1	1	1			5	1		1	1	1	1			G	CSGF_ECOLI			0	2	0	0			
P76621	1	1	1	1	1			1	6	1	1	1	1	1			1	A	CSID_ECOLI		2	0	2	0			A	
P0A9X9	1	1	1	1	1		1		6	1	1	1	1	1		1		A	CSPA_ECOLI	0.67	2	2	2	2		29.00976158		
P0A9Y6	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	A	CSPC_ECOLI	7	2	2	2	2	2	99.26409993	A	
P0A968	1	1	1	1	1		1		6	1	1	2	1	1		1		A	CSPD_ECOLI	11.08	2	2	2	2		25.55289283		
P0A972	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		A	CSPE_ECOLI	5.23	2	2	2	2	2	234.1790318		
P0A978	1		1	1	1		1		5	1		2	1	1		1		A	CSPG_ECOLI			2	2	2				
P0A982	1			1	1				3	1			1	1				A	CSPH_ECOLI				2	2				
P69913	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	CSRA_ECOLI	11.23	2	2	2	2		77.996549	A	
P36649	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	G	CUEO_ECOLI	0.47	2	2	2	2			G	
P77211	1		1	1	1				4	1		1	1	1				I	CUSC_ECOLI			0	0	0				
P77485	1		1	1	1		1	1	6	1		1	1	1		1	1	B	CUSS_ECOLI			0	0	0		1.454295457	B	
P69488	1		1	1	1				4	1		1	1	1				A	CUTA_ECOLI			2	2	2				
P76007	1		1	1	1			1	5	1		1	1	1			1	B	CVRA_ECOLI			2	2				B	
P00936	1		1	1	1			1	5	1		1	1	1			1	A	CYAA_ECOLI			2	2	2			A	
P0ABK2	1	1	1	1	1			1	6	1	1	1	1	1			1	B	CYDB_ECOLI	2.91	2	2	2	2			B	
P27111	1		1	1	1			1	5	1		1	1	1			1	A	CYNR_ECOLI			2	2				A	
P00816	1		1	1	1	1			5	1		1	1	1	1			A	CYNS_ECOLI			0	0	0	0			
P0ABE9	1		1	1	1	1			5	1		1	1	1	1			A	CYNT_ECOLI			2	0		0			
P17846	1		1	1	1			1	5	1		1	1	1			1	A	CYSI_ECOLI			2	2				A	
P22255	1		1	1	1			1	5	1		1	1	1			1	F1	CYSQ_ECOLI			2	0	0			F1	
P16701	1		1	1	1	1			5	1		2	2	2	1			B	CYST_ECOLI			2	2	2	0			
P0AEB0	1		1	1	1	1			5	1		1	1	1	1			B	CYSW_ECOLI			0	2		0			
P33013	1		1	1	1				4	1		1	1	1				F2	DACD_ECOLI			2	2	2				
P0AED9	1		1	1	1				4	1		1	1	1				A	DCM_ECOLI			2	2	0				
P24169	1		1	1	1				4	1		1	1	1				A	DCOS_ECOLI			0	0					
P0A830	1	1	1	1	1			1	6	1	1	1	1	1			1	B	DCTA_ECOLI	2.35	2	2	2	2			B	
P0ABN5	1	1	1	1	1			1	6	1	1	1	1	1			1	B	DCUA_ECOLI	1	2	0	0	2			B	
P0ABN9	1		1	1	1				4	1		1	1	1				B	DCUB_ECOLI			0	0	2				
P45428	1		1	1	1				4	1		1	1	1				B	DCUD_ECOLI			0	0	0				
P0AD01	1		1	1	1		1		5	1		1	1	1		1		A	DCUR_ECOLI			2	2	2				
P76316	1	1	1	1	1		1		6	1	1	1	1	1		1		A	DCYD_ECOLI		2	2	2	2		0.479412407		
P76128	1		1	1	1		1		5	1		1	1	1		1		G	DDPA_ECOLI			0	2	0				
P77308	1		1	1	1				4	1		1	1	1				B	DDPB_ECOLI			0	0	0				
P77463	1		1	1	1				4	1		1	1	1				B	DDPC_ECOLI			0	0	0				
P77268	1		1	1	1				4	1		1	1	1				F1	DDPD_ECOLI			0	0	0				
P77622	1		1	1	1				4	1		1	1	1				F1	DDPF_ECOLI			2	2	0				
P77790	1		1	1	1				4	1		1	1	1				A	DDPX_ECOLI			0	2	0				
P0ABP6	1		1	1	1	1		1	6	1		1	1	1	1		1	B	DEDA_ECOLI			2	2	2	0		B	
P0C0V0	1	1	1	1	1			1	6	1	1	1	1	1			1	G	DEGP_ECOLI	2.59	2	2	2	2			G	
P39099	1	1	1	1	1			1	6	1	1	1	1	1			1	G	DEGQ_ECOLI	0.27	2	2	2				G	
P0AEE3	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	B	DEGS_ECOLI	0.38	2	2	2	2	0		B	
P0A6L0	1	1	1	1	1			1	6	1	1	1	1	1			1	A	DEOC_ECOLI	0.34	2	2	2	2			A	
Q6BF17	1								1	1								A	DGOD_ECOLI									
P31459	1		1	1	1				4	2		1	1	1				B	DGOK_ECOLI			0	2					
P31460	1		1	1	1			1	5	1		1	1	1			1	A	DGOR_ECOLI			1	2				A	
P0AA76	1		1	1	1				4	1		1	1	1				B	DGOT_ECOLI			0	0	0				
P76015	1	1	1	1	1		1		6	1	1	1	1	1		1		A	DHAK_ECOLI	1.32	2	2	2	2				
P76014	1	1	1	1	1			1	6	1	1	1	1	1			1	A	DHAL_ECOLI	0.23	2	2	2	2			A	
P37349	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	F1	DHAM_ECOLI	0.23	2	2	2	2			F1	
P76016	1		1	1	1			1	5	1		1	1	1			1	A	DHAR_ECOLI			2	2	2			A	
P23840	1		1	1	1				4	1		1	1	1				A	DIND_ECOLI			2	2	2				
P28303	1		1	1	1				4	1		1	1	1				B	DINF_ECOLI			2	2					
Q47150	1		1	1	1	1	1	1	7	1		1	1	1	1	1	1	A	DINJ_ECOLI			2	2	2	0	6.046147958	A	
P31680	1		1	1	1			1	5	1		1	1	1			1	B	DJLA_ECOLI			2	2	2			B	
P37672	1		1	1	1				4	1		1	1	1				A	DLGD_ECOLI			0	0	0				
P18775	1	1	1	1	1			1	6	1	1	1	1	1			1	F2	DMSA_ECOLI	0.29	2	0	0	2			F2	
P18777	1		1	1	1	1		1	6	1		1	1	1	1		1	B	DMSC_ECOLI			2	0	2	0		B	
P03004	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	F1	DNAA_ECOLI	2.49	2	2	2	2		7.393099005	F1	
P08622	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	DNAJ_ECOLI	2.27	2	2	2	2		2.517444955	A	
P0A8J2	1		1	1	1	1	1	1	7	1		1	1	1	1	1	1	A	DNAT_ECOLI			2	2	2	0		A	
P76129	1		1	1	1			1	5	1		1	1	1			1	A	DOSP_ECOLI			2	0	0			A	
P00582	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	DPO1_ECOLI	1.73	2	2	2	2		4.178249505	A	
P21189	1	1	1	1	1				5	1	1	1	1	1				A	DPO2_ECOLI	0.32	2	2	0					
P0AEG1	1		1	1	1	1		1	6	1		1	1	1	1		1	B	DPPC_ECOLI			2	2	2	0		B	
P0AAG0	1		1	1	1			1	5	1		1	1	1			1	F1	DPPD_ECOLI			2	2	2			F1	
P36655	1		1	1	1			1	5	1		1	1	1			1	B	DSBD_ECOLI			2	2	2			B	
P46068	1		1	1	1	1		1	6	1		1	1	1	1		1	A	DSDC_ECOLI			0	0	2	0		A	
P08555	1		1	1	1	1		1	6	1		1	1	1	1		1	B	DSDX_ECOLI			0	0		0		B	
P0AEG8	1		1	1	1	1			5	1		1	1	1	1			A	DSRB_ECOLI			2	2	2	0			
P45568	1	1	1	1	1			1	6	1	1	1	1	1			1	B	DXR_ECOLI	1	2	2	2	2			B	
P38101	1		1	1	1				4	1		1	1	1				B	EAMB_ECOLI			0	0	0				
P23827	1	1	1	1	1			1	6	1	1	1	1	1			1	G	ECOT_ECOLI		2	2	2	2			G	
P33128	1		1	1	1	1			5	1		1	1	1	1			G	ECPD_ECOLI			0	0	0	0			
P0A6N8	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	EFPL_ECOLI	1.78	2	2	2	2		3.231115817	A	
P0A6P1	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	A	EFTS_ECOLI	5.18	2	2	2	2	2		A	
P0CE47	1	1	1	1	1	1	1	1	8	1	1	1	1	1	2	1	1	F1	EFTU1_ECOLI	11.71	2	2	2	2	2		F1	
P0CE48	1		1	1	1	1	1	1	7	1		1	1	1	1	1	1	F1	EFTU2_ECOLI			2	2	2	2		F1	
P0AEH3	1		1	1	1		1	1	6	1		1	1	1		1	1	A	ELAA_ECOLI			2	2	2		3.797671114	A	
Q47013	1		1	1	1				4	1		1	1	1				A	ELAD_ECOLI			0	0	0				
P27303	1	1	1	1	1			1	6	1	1	1	1	1			1	B	EMRA_ECOLI	1.13	2	2	0	0			B	
P52600	1		1	1	1	1			5	1		1	1	1	1			B	EMRY_ECOLI			2	2	2	0			
P25736	1		1	1	1	1			5	1		1	1	1	1			G	END1_ECOLI			0	0	2	0			
P0A6C1	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	END4_ECOLI	0.61	2	2	0	0		2.358690538	A	
P15047	1		1	1	1				4	1		1	1	1				A	ENTA_ECOLI			0	0	0				
P19925	1		1	1	1	1			5	1		1	1	1	1			A	ENTD_ECOLI			0	0	0	0			
P38134	1		1	1	1			1	5	1		1	1	1			1	B	ETK_ECOLI			2	2	2			B	
P0ACZ2	1		1	1	1			1	5	1		1	1	1			1	A	ETP_ECOLI			0	0	0			A	
P76551	1		1	1	1			1	5	1		1	1	1			1	B	EUTA_ECOLI			0	0	0			B	
P0AEJ6	1		1	1	1		1		5	1		1	1	1		1		A	EUTB_ECOLI			2	2	2		2.616573071		
P19636	1		1	1	1			1	5	1		1	1	1			1	A	EUTC_ECOLI			2	2	0			A	
P77445	1		1	1	1				4	1		1	1	1				A	EUTE_ECOLI			0	0	0				
P76540	1		1	1	1				4	1		1	1	1				A	EUTK_ECOLI			2	2					
P0ABF4	1	1	1	1	1				5	1	1	1	1	1				A	EUTM_ECOLI		2	2	2	2				
P0ACZ4	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	A	EVGA_ECOLI	0.51	2	2	2	2	0		A	
P30855	1		1	1	1	1	1		6	1		1	1	1	1	1		B	EVGS_ECOLI			2	2		0	1.525168314		
P04994	1		1	1	1			1	5	1		1	1	1			1	A	EX7L_ECOLI			2	0	0			A	
P0A8G9	1	1	1	1	1				5	1	1	1	1	1				A	EX7S_ECOLI	0.55	2	2	2	2				
P0AA78	1		1	1	1				4	3		1	1	1				B	EXUT_ECOLI			2	2	1				
P0AEK2	1			1	1			1	4	1			1	1			1	A	FABG_ECOLI				2	2			A	
P0ACU5	1		1	1	1		1	1	6	1		1	1	1		1	1	A	FABR_ECOLI			2	2	2			A	
P10384	1	1	1	1	1			1	6	1	1	1	1	1			1	H	FADL_ECOLI	0.59	2	2	2	2			H	
P0AAJ3	1		1	1	1				4	1		1	1	1				B	FDNH_ECOLI			0	2	2				
P80668	1		1	1	1			1	5	1		1	1	1			1	A	FEAB_ECOLI			0	0	0			A	
Q47129	1		1	1	1			1	5	1		1	1	1			1	A	FEAR_ECOLI			0	0	0			A	
P13036	1	1	1	1	1			1	6	1	1	1	1	1			1	H	FECA_ECOLI	0.24	2	2	1	2			H	
P15028	1	1	1	1	1			1	6	1	1	1	1	1			1	G	FECB_ECOLI	3.23	2	2	0	2			G	
P15031	1		1	1	1			1	5	1		1	1	1			1	F1	FECE_ECOLI			2	0	2			F1	
P23484	1		1	1	1	1			5	1		1	1	1	1			A	FECI_ECOLI			2	0		0			
P23485	1		1	1	1	1			5	1		1	1	1	1			B	FECR_ECOLI			0	0	0	0			
P0AEL3	1		1	1	1	1	1		6	1		1	1	1	1	1		A	FEOA_ECOLI			2	2	2	0			
P64638	1		1	1	1				4	1		1	1	1				A	FEOC_ECOLI			0	0	2				
P05825	1		1	1	1			1	5	1		1	1	1			1	H	FEPA_ECOLI			2	2	2			H	
P26266	1		1	1	1	1			5	1		1	1	1	1			B	FEPE_ECOLI			0	0	0	0			
P23877	1		1	1	1				4	1		1	1	1				B	FEPG_ECOLI			0	0	0				
P16869	1		1	1	1			1	5	1		1	1	1			1	H	FHUE_ECOLI			2	2	0			H	
P20605	1		1	1	1	1		1	6	1		1	1	1	1		1	A	FIC_ECOLI			2	2		0		A	
P31697	1		1	1	1				4	1		1	1	1				G	FIMC_ECOLI			2	2					
P30130	1		1	1	1	1	1		6	1		1	1	1	1	1		H	FIMD_ECOLI			0	0	0	0	0.363873177		
P08189	1		1	1	1	1			5	1		1	1	1	1			F4	FIMF_ECOLI			2	2	2	0			
P08190	1		1	1	1	1			5	1		1	1	1	1			F4	FIMG_ECOLI			2	0	0	0			
P08191	1		1	1	1				4	1		1	1	1				F4	FIMH_ECOLI			2	2					
P39264	1		1	1	1				4	1		1	1	1				G	FIMI_ECOLI			2	2	2				
P0AEL8	1		1	1	1	1			5	1		1	1	1	1			A	FIMZ_ECOLI			0	0	0	0			
P31574	1		1	1	1		1		5	1		1	1	1		1		A	FIXB_ECOLI			2	2	2				
P68646	1		1	1	1	1			5	1		1	1	1	1			A	FIXX_ECOLI			0	0	0	0			
P45523	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	G	FKBA_ECOLI	1.02	2	2	2	2		12.01148278	G	
P0A9L3	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	FKBB_ECOLI	0.79	2	2	2	2		6.112389226	A	
P75933	1		1	1	1	1			5	1		1	1	1	1			G	FLGA_ECOLI			2	2	2	0			
P75937	1		1	1	1				4	1		1	1	1				F4	FLGE_ECOLI			2	2	2				
P0A6S3	1		1	1	1				4	1		1	1	1				G	FLGI_ECOLI			2	2	0				
P76299	1		1	1	1			1	5	1		1	1	1			1	B	FLHB_ECOLI			2	2				B	
P0ABY7	1		1	1	1		1	1	6	1		1	1	1		1	1	A	FLHC_ECOLI			2	2	2		4.125375966	A	
P0A8S9	1		1	1	1	1	1		6	1		1	1	1	1	1		A	FLHD_ECOLI			2	2	2	0	10.78381483		
P0AEM6	1		1	1	1	1			5	1		1	1	1	1			A	FLIA_ECOLI			2	2	2	0			
P04949	1		1	1	1	1			5	1		1	1	1	1			F4	FLIC_ECOLI			2	2		0			
P24216	1		1	1	1				4	1		1	1	1				F4	FLID_ECOLI			2	2	2				
P0A8T5	1		1	1	1	1			5	1		1	1	1	1			B	FLIE_ECOLI			2	0		0			
P25798	1		1	1	1	1			5	1		1	1	1	1			B	FLIF_ECOLI			2	2	2	0			
P0ABZ1	1		1	1	1	1			5	1		1	1	1	1			F1	FLIG_ECOLI			2	2	2	0			
P31068	1		1	1	1				4	1		1	1	1				A	FLIH_ECOLI			2	2	2				
P52612	1		1	1	1				4	1		1	1	1				A	FLII_ECOLI			2	2					
P52613	1		1	1	1	1			5	1		1	1	1	1			F1	FLIJ_ECOLI			2	2	2	0			
P52614	1		1	1	1				4	1		1	1	1				A	FLIK_ECOLI			2	2	2				
P0ABX8	1		1	1	1	1			5	1		1	1	1	1			F1	FLIL_ECOLI			2	2		0			
P06974	1		1	1	1	1			5	1		1	1	1	1			F1	FLIM_ECOLI			2	2	2	0			
P15070	1		1	1	1		1		5	1		1	1	1		1		F1	FLIN_ECOLI			2	2	2				
P0AC05	1		1	1	1	1			5	1		1	1	1	1			B	FLIP_ECOLI			2	2	2	0			
P33135	1		1	1	1	1			5	1		1	1	1	1			B	FLIR_ECOLI			2	1	0	0			
P26608	1		1	1	1	1			5	1		1	1	1	1			A	FLIS_ECOLI			2	2		0			
P0ABY2	1		1	1	1	1			5	1		1	1	1	1			A	FLIT_ECOLI			2	2	0	0			
P0AEM9	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	G	FLIY_ECOLI	2.72	2	2	2	2		5.348256628	G	
P15286	1	1	1	1	1			1	6	1	1	1	1	1			1	B	FLK_ECOLI	0.71	2	2	0	0			B	
P77733	1		1	1	1				4	1		1	1	1				B	FOCB_ECOLI			0	0	0				
P0AC16	1		1	1	1			1	5	1		1	1	1			1	A	FOLB_ECOLI			2	2	2			A	
P0AC47	1	1	1	1	1			1	6	1	1	1	1	1			1	F1	FRDB_ECOLI	1.57	2	2	2	2			F1	
P0A8Q0	1		1	1	1	1		1	6	1		1	1	1	1		1	B	FRDC_ECOLI			0	2	2	0		B	
P0A8Q3	1		1	1	1			1	5	1		1	1	1			1	B	FRDD_ECOLI			2	2	2			B	
P45539	1		1	1	1				4	1		1	1	1				B	FRLA_ECOLI			0	0	0				
P0AC00	1		1	1	1				4	1		1	1	1				A	FRLB_ECOLI			0	0	0				
P45543	1		1	1	1				4	1		1	1	1				A	FRLD_ECOLI			0	0	0				
P45544	1		1	1	1		1		5	1		1	1	1		1		A	FRLR_ECOLI			2	2	2				
P0ACP1	1	1	1	1	1		1	1	7	2	1	1	1	1		1	1	A	FRUR_ECOLI	0.51	2	2	2	2		2.924881189	A	
P32152	1		1	1	1	1		1	6	1		1	1	1	1		1	A	FRVR_ECOLI			0	0	0	0		A	
P32153	1		1	1	1	1	1		6	1		1	1	1	1	1		A	FRVX_ECOLI			0	0	0	0			
P0A6S5	1		1	1	1			1	5	1		1	1	1			1	B	FTSB_ECOLI			2	2	2			B	
P0AAI3	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	B	FTSH_ECOLI	2.12	2	2	2	2			B	
P0AEN4	1		1	1	1	1		1	6	1		1	1	1	1		1	B	FTSL_ECOLI			2	2	2	0		B	
P0ABG4	1		1	1	1			1	5	1		1	1	1			1	B	FTSW_ECOLI			2	2	2			B	
P0A9A6	1	1	1	1	1			1	6	1	1	1	1	1			1	F1	FTSZ_ECOLI	3.49	2	2	2	2			F1	
P11553	1		1	1	1	1	1		6	1		1	1	1	1	1		A	FUCK_ECOLI			2	2	2	0			
P33898	1		1	1	1	1			5	1		2	2	2	1			A	G3P3_ECOLI			2	2	2	0			
P25526	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	GABD_ECOLI	8.84	2	2	2	0			A	
P63235	1		1	1	1	1			5	1		1	1	1	1			B	GADC_ECOLI			2	2		0			
P37639	1		1	1	1				4	1		1	1	1				A	GADX_ECOLI			0	0	2				
P0AEP1	1		1	1	1	1		1	6	1		1	1	1	1		1	B	GALP_ECOLI			2	0		0		B	
P0AA80	1		1	1	1				4	1		1	1	1				B	GARP_ECOLI			0	0	2				
P0A9S3	1	1	1	1	1			1	6	1	1	1	1	1			1	B	GATD_ECOLI	7.48	2	2	2	2			B	
P0C8J6	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	A	GATY_ECOLI	26.98	2	2	2	2	2	25.95754551	A	
P0C8J8	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	A	GATZ_ECOLI	18.75	2	2	2	2	2	8.86487608	A	
P0A6T5	1	1	1	1	1			1	6	1	1	1	1	1			1	A	GCH1_ECOLI		2	2	2	2			A	
P0AEP7	1		1	1	1	1	1		6	1		1	1	1	1	1		A	GCL_ECOLI			0	0	0	0	0.08974933		
P27248	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	GCST_ECOLI	3	2	2	2	2		1.254846917	A	
P75884	1		1	1	1				4	1		1	1	1				I	GFCB_ECOLI			2	0					
P75883	1		1	1	1				4	1		1	1	1				G	GFCC_ECOLI			0	0	0				
P75882	1		1	1	1				4	1		1	1	1				G	GFCD_ECOLI			0	0	0				
P0A932	1		1	1	1			1	5	1		1	1	1			1	I	GFCE_ECOLI			2	0	0			I	
P75913	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	GHRA_ECOLI		2	2	2	2		2.997172631	A	
Q46839	1		1	1	1				4	1		1	1	1				B	GLCA_ECOLI			0	2	0				
P0ACL5	1		1	1	1	1		1	6	1		1	1	1	1		1	A	GLCC_ECOLI			2	2	0	0		A	
P0AEP9	1		1	1	1	1			5	1		1	1	1	1			A	GLCD_ECOLI			0	2	0	0			
P52073	1								1	1								A	GLCE_ECOLI									
P52074	1		1	1	1		1		5	1		1	1	1		1		A	GLCF_ECOLI			2	2	2		0.66976403		
P0AEQ1	1	1	1	1	1	1			6	1	1	1	1	1	1			A	GLCG_ECOLI	32.51	2	2	2	2	0			
P26649	1		1	1	1	1			5	1		1	1	1	1			A	GLGS_ECOLI			2	2	2	0			
P17169	1	1	1	1	1			1	6	1	1	1	1	1			1	A	GLMS_ECOLI	2.14	2	2	2	2			A	
P0A9Z1	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	A	GLNB_ECOLI	2.68	2	2	2	2	0	5.276979561	A	
P0AEQ6	1	1	1	1	1			1	6	1	1	1	1	1			1	B	GLNP_ECOLI	0.44	2	2	2	2			B	
P13035	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	F1	GLPD_ECOLI		2	2	0	2		0.790897797	F1	
P08194	1	1	1	1	1				5	1	1	1	1	1				B	GLPT_ECOLI	0	2	2	2	2				
P0AC62	1	1	1	1	1			1	6	1	1	1	1	1			1	A	GLRX3_ECOLI	5.67	2	2	2	2			A	
P77454	1		1	1	1		1		5	1		1	1	1		1		A	GLSA1_ECOLI			0	0	0		12.30671012		
P0A6W0	1		1	1	1			1	5	1		1	1	1			1	A	GLSA2_ECOLI			2	2	2			A	
P09831	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	A	GLTB_ECOLI	0.21	2	2	2	2	0	6.025639572	A	
P37902	1		1	1	1		1	1	6	1		1	1	1		1	1	G	GLTI_ECOLI			2	2	2		3.714863441	G	
P0AER8	1		1	1	1			1	5	1		1	1	1			1	B	GLTS_ECOLI			0	0	0			B	
P77364	1		1	1	1		1		5	1		1	1	1		1		A	GLXK1_ECOLI			1	0	0				
P77161	1		1	1	1				4	1		1	1	1				A	GLXR_ECOLI			0	0	0				
P0AC94	1		1	1	1				4	1		1	1	1				B	GNTP_ECOLI			2	0	0				
P39835	1		1	1	1			1	5	1		1	1	1			1	B	GNTT_ECOLI			2	2	2			B	
P46846	1		1	1	1				4	1		1	1	1				A	GNTX_ECOLI			2	2	2				
P0A7A2	1	1	1	1	1			1	6	1	1	1	1	1			1	B	GPMB_ECOLI	0.12	2	2	2	0			B	
P25552	1		1	1	1		1	1	6	1		1	1	1		1	1	B	GPPA_ECOLI			2	2	2		4.540985407	B	
P09372	1	1	1	1	1			1	6	1	1	1	1	1			1	A	GRPE_ECOLI	0.69	2	2	2	2			A	
P75798	1		1	1	1			1	5	1		1	1	1			1	B	GSIC_ECOLI			2	2				B	
P45756	1		1	1	1				4	1		1	1	1				B	GSPA_ECOLI			0	0	0				
P45757	1		1	1	1				4	1		1	1	1				B	GSPC_ECOLI			0	0					
P45758	1		1	1	1				4	1		1	1	1				G	GSPD_ECOLI			0	0	0				
P45759	1		1	1	1				4	1		1	1	1				F1	GSPE_ECOLI			0	0	0				
P41441	1		1	1	1	1		1	6	1		1	1	1	1		1	B	GSPF_ECOLI			0	0	0	0		B	
P41442	1		1	1	1	1			5	1		1	1	1	1			B	GSPG_ECOLI			0	0	0	0			
P41443	1		1	1	1	1			5	1		1	1	1	1			G	GSPH_ECOLI			0	0	0	0			
P45760	1		1	1	1				4	1		1	1	1				G	GSPI_ECOLI			0	0	0				
P45761	1		1	1	1				4	1		1	1	1				G	GSPJ_ECOLI			0	0	0				
P45762	1		1	1	1				4	1		1	1	1				G	GSPK_ECOLI			0	0	0				
P45763	1		1	1	1				4	1		1	1	1				B	GSPL_ECOLI			0	0	0				
P36678	1		1	1	1	1			5	1		1	1	1	1			B	GSPM_ECOLI			0	0		0			
Q46915	1		1	1	1				4	1		1	1	1				A	GUDX_ECOLI			2	0	2				
P15081	1		1	1	1	1			5	1		1	1	1	1			A	GUTM_ECOLI			2	2	2	0			
P0AES6	1	1	1	1	1	1	1	1	8	1	2	2	2	2	1	1	1	A	GYRB_ECOLI	5.12	2	2	2	2	0		A	
P77646	1			1	1				3	1			1	1				A	HCAB_ECOLI				0	0				
P0ABW0	1		1	1	1				4	1		1	1	1				A	HCAC_ECOLI			2	2	2				
P77650	1		1	1	1				4	1		1	1	1				A	HCAD_ECOLI			0	0	0				
P0ABR5	1		1	1	1			1	5	1		1	1	1			1	A	HCAE_ECOLI			2	0	0			A	
Q47140	1		1	1	1			1	5	1		2	1	1			1	A	HCAF_ECOLI			0	1	0			A	
Q47141	1		1	1	1			1	5	1		1	1	1			1	A	HCAR_ECOLI			0	2				A	
P0AET5	1		1	1	1				4	1		1	1	1				B	HDED_ECOLI			2	0	2				
P0A8R9	1		1	1	1	1		1	6	1		2	2	2	1		1	A	HDFR_ECOLI			2	2	2	0		A	
P09127	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	B	HEMX_ECOLI	1	2	2	2	2		4.496332543	B	
P0ACE3	1		1	1	1	1			5	1		1	1	1	1			A	HHA_ECOLI			2	2	2	0			
P23874	1		1	1	1		1	1	6	1		1	1	1		1	1	A	HIPA_ECOLI			2	2	2		0.915922521	A	
P23873	1		1	1	1				4	1		1	1	1				A	HIPB_ECOLI			2	2	2				
P06989	1		1	1	1		1	1	6	1		1	1	1		1	1	A	HIS2_ECOLI			2	0				A	
P10371	1		1	1	1			1	5	1		1	1	1			1	A	HIS4_ECOLI			2	2	2			A	
P0AEU3	1		1	1	1			1	5	1		1	1	1			1	B	HISM_ECOLI			2	2	0			B	
P52094	1		1	1	1			1	5	1		1	1	1			1	B	HISQ_ECOLI			2	2	2			B	
P51020	1			1	1		1	1	5	1			1	1		1	1	A	HOA_ECOLI				0	0		0.468085125	A	
P36646	1		1	1	1				4	1		1	1	1				B	HOFC_ECOLI			2	2					
P28630	1		1	1	1			1	5	1		1	1	1			1	A	HOLA_ECOLI			2	2	2			A	
P28631	1		1	1	1	1	1	1	7	1		1	1	1	1	1	1	A	HOLB_ECOLI			2	0	0	0	1.482548619	A	
P28632	1		1	1	1		1	1	6	1		1	1	1		1	1	A	HOLD_ECOLI			2	2				A	
P0ABS8	1		1	1	1	1		1	6	1		1	1	1	1		1	A	HOLE_ECOLI			2	2		0		A	
P26281	1		1	1	1			1	5	1		1	1	1			1	A	HPPK_ECOLI			2	2	2			A	
P54745	1		1	1	1				4	1		1	1	1				B	HRSA_ECOLI			2	0	0				
P77319	1		1	1	1		1		5	1		1	1	1		1		A	HSCC_ECOLI			0	0	0				
P52644	1		1	1	1	1	1	1	7	1		1	1	1	1	1	1	I	HSLJ_ECOLI			2	2	2	0	5.522329556	I	
P0A6Y5	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	HSLO_ECOLI	0.87	2	2	2	2			A	
P0ACG8	1		1	1	1		1	1	6	1		1	1	1		1	1	A	HSLR_ECOLI			2	2	2			A	
P27375	1		1	1	1	1			5	1		1	1	1	1			A	HTRC_ECOLI			0	2		0			
P33129	1		1	1	1	1	1		6	1		1	1	1	1	1		H	HTRE_ECOLI			0	0	0	0			
P19930	1		1	1	1	1			5	1		1	1	1	1			A	HYAD_ECOLI			0	0	0	0			
P0AAM7	1		1	1	1	1			5	1		1	1	1	1			A	HYBG_ECOLI			2	2	2	0			
P16429	1		1	1	1				4	1		1	1	1				B	HYCC_ECOLI			2	2					
