Merge ID	TableS6_MatchingK12_BL21(DE3)_V2_basicProteome	Masuda2009_fin2	Wang2007_fin	Wang2007_noglucose_fin	Oberto2009_fin	Wei2001_fin2	mRNA_Taniguchi_fin	OurStudy_Feb2011_Common	# Studies	TableS6_MatchingK12_BL21(DE3)_V2_basicProteome Duplicates	Masuda2009_fin2 Duplicates	Wang2007_fin Duplicates	Wang2007_noglucose_fin Duplicates	Oberto2009_fin Duplicates	Wei2001_fin2 Duplicates	mRNA_Taniguchi_fin Duplicates	OurStudy_Feb2011_Common Duplicates	Subcellular Location(this study)	Entry name (Uniprot)	mRNA	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	A (mRNA per cell cycle)_RNAseq	Localization	
P0ACJ5	1		1	1	1				4	1		1	1	1				B	YBAO_ECOLI			2	2					
P46891	1		1	1	1	1		1	6	1		1	1	1	1		1	A	COF_ECOLI			2	0		0		A	
P46890	1			1	1		1		4	1			1	1		1		A	YBAE_ECOLI				2	2		0.080152991		
P77756	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	B	QUEC_ECOLI		2	2	2	2			B	
P0ADY1	1	1	1	1	1			1	6	1	1	1	1	1			1	B	PPID_ECOLI	1.01	2	2	2	2			B	
P0A9M0	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	LON_ECOLI	2.17	2	2	2	2		5.020753975	A	
P0A6H1	1	1	1	1	1			1	6	1	1	1	1	1			1	A	CLPX_ECOLI	2.71	2	2	2	2			A	
P0A6G7	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	CLPP_ECOLI	3	2	2	2	2		9.37696503	A	
P0A850	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	A	TIG_ECOLI	7.03	2	2	2	2	2	23.806795	A	
P0ABE2	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	A	BOLA_ECOLI	0.75	2	2	2	2	0		A	
P0ADA5	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	I	YAJG_ECOLI		2	2	2	2		5.668191026	I	
P0ABJ1	1	1	1	1	1			1	6	1	1	1	1	1			1	B	CYOA_ECOLI		2	2	2	2			B	
P0ABI8	1	1	1	1	1			1	6	1	1	1	1	1			1	B	CYOB_ECOLI	5.12	2	2	2	2			B	
P0ABJ3	1		1	1	1		1	1	6	1		1	1	1		1	1	B	CYOC_ECOLI			2	2	2		6.27362552	B	
P0ABJ6	1		1	1	1		1	1	6	1		1	1	1		1	1	B	CYOD_ECOLI			2	2	2		17.55084328	B	
P0AEA5	1		1	1	1		1		5	1		1	1	1		1		B	CYOE_ECOLI			2	2	2		8.189593179		
P77726	1		1	1	1			1	5	2		1	1	1			1	B	YAJR_ECOLI			2	2	0			B	
P0A8E7	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	YAJQ_ECOLI		2	2	2	2			A	
P0A9J4	1		1	1	1			1	5	1		1	1	1			1	G	PANE_ECOLI			2	2	2			G	
Q46948	1	1		1	1				4	1	1		1	1				A	THIJ_ECOLI		2		2	2				
P22939	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	ISPA_ECOLI	0.31	2	2	2	2		3.275983335	A	
P76535	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	MURQ_ECOLI		2	2	2	2		0.05292741	A	
P37440	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	UCPA_ECOLI		2	2	2	2		1.308974723	A	
P16700	1		1	1	1			1	5	1		1	1	1			1	G	CYSP_ECOLI			1	2	0			G	
P16676	1		1	1	1			1	5	1		1	1	1			1	F1	CYSA_ECOLI			0	2				F1	
P16703	1		1	1	1		1		5	1		1	1	1		1		A	CYSM_ECOLI			2	2			2.678685217		
Q47702	1		1	1	1				4	1		1	1	1				G	YFEK_ECOLI			0	0	0				
P40191	1	1	1	1	1			1	6	1	1	1	1	1			1	A	PDXK_ECOLI	1.58	2	2	0	2			A	
P69783	1	1	1	1	1			1	6	1	1	1	1	1			1	F1	PTGA_ECOLI	22.37	2	2	2	2			F1	
P08839	1	1	1	1	1			1	6	1	1	1	1	1			1	F1	PT1_ECOLI	24.33	2	2	2	2			F1	
P0ABK5	1	1	1	1	1			1	6	1	1	2	1	1			1	A	CYSK_ECOLI	7.28	2	2	2	2			A	
P0A6J3	1			1	1			1	4	1			1	1			1	B	CYSZ_ECOLI				2	2			B	
P77173	1	1	1	1	1			1	6	1	1	1	1	1			1	B	ZIPA_ECOLI	12.88	2	2	2	2			B	
P15042	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	DNLJ_ECOLI	0.57	2	2	1	2			A	
P39836	1		1	1	1			1	5	1		1	1	1			1	B	YFEH_ECOLI			2	2	2			B	
P04805	1	1	1	1	1			1	6	1	1	1	1	1			1	A	SYE_ECOLI	2.12	2	2	2	2			A	
P27238	1		1	1	1				4	1		1	1	1				A	YFED_ECOLI			2	2	2				
P0AD37	1		1	1	1				4	1		1	1	1				A	YFEC_ECOLI			2	2	2				
P0AFF2	1		1	1	1			1	5	1		1	1	1			1	B	NUPC_ECOLI			2	2	2			B	
P0A769	1		1	1	1				4	1		1	1	1				B	MNTH_ECOLI			2	2					
P0A6V8	1	1	1	1	1			1	6	1	1	1	1	1			1	A	GLK_ECOLI	2.39	2	2	2	2			A	
P77579	1		1	1	1				4	1		1	1	1				B	PTFC1_ECOLI			0	0	0				
P76524	1		1	1	1		1		5	1		1	1	1		1		A	YPDF_ECOLI			0	0	0				
P77585	1		1	1	1		1		5	1		1	1	1		1		A	YPDE_ECOLI			0	0	0				
P77396	1		1	1	1				4	1		1	1	1				A	YPDC_ECOLI			2	2	2				
P0AE39	1		1	1	1			1	5	1		1	1	1			1	A	YPDB_ECOLI			2	2	2			A	
P0AA93	1		1	1	1			1	5	1		1	1	1			1	B	YPDA_ECOLI			2	2	2			B	
P77434	1		1	1	1			1	5	1		1	1	1			1	A	YFDZ_ECOLI			2	2	2			A	
P0ACV2	1		1	1	1				4	1		1	1	1				B	DDG_ECOLI			2	2	2				
P69902	1		1	1	1				4	1		1	1	1				B	FCTA_ECOLI			2	0	0				
P0AFI0	1		1	1	1		1		5	1		1	1	1		1		A	OXC_ECOLI			0	0	0		0.105754324		
P0AA49	1		1	1	1				4	1		1	1	1				B	YFDV_ECOLI			0	0	0				
P76518	1		1	1	1				4	1		1	1	1				B	YFDE_ECOLI			0	0	0				
P52599	1		1	1	1				4	1		1	1	1				G	EMRK_ECOLI			0	0					
P76506	1	1	1	1	1			1	6	1	1	1	1	1			1	I	MLAA_ECOLI	0.24	2	2	2				I	
P76503	1		1	1	1			1	5	1		1	1	1			1	A	FADI_ECOLI			2	2	2			A	
P77399	1		1	1	1		1	1	6	1		1	1	1		1	1	A	FADJ_ECOLI			0	2	0			A	
P76502	1		1	1	1			1	5	1		1	1	1			1	B	SIXA_ECOLI			2	2	2			B	
P39199	1	1		1	1			1	5	1	1		1	1			1	A	YFCB_ECOLI		2		2	2			A	
P12008	1	1	1	1	1			1	6	1	1	1	1	1			1	B	AROC_ECOLI	1	2	2	2	2			B	
P0AD30	1			1	1			1	4	1			1	1			1	B	YFCA_ECOLI				1				B	
P76938	1		1	1	1				4	1		1	1	1				A	YFCM_ECOLI			2	2	2				
P64540	1	1	1	1	1				5	1	1	1	1	1				A	YFCL_ECOLI	0.62	2	2	2	2				
P0A953	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	FABB_ECOLI	17.01	2	2	2	2		14.34719178	A	
P05459	1	1	1	1	1			1	6	1	1	1	1	1			1	A	PDXB_ECOLI	1.32	2	2	2	2			A	
P07649	1		1	1	1		1	1	6	1		1	1	1		1	1	A	TRUA_ECOLI			2	2	2		2.440254338	A	
P0A9Q5	1	1	1	1	1	1		1	7	1	2	2	1	1	1		1	A	ACCD_ECOLI	2.63	2	2	2	2	0		A	
P08192	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	FOLC_ECOLI	0.89	2	2	2	2		1.160324446	A	
P09549	1		1	1	1		1	1	6	1		1	1	1		1	1	B	DEDD_ECOLI			2	2			2.516803424	B	
P08550	1		1	1	1	1			5	1		1	1	1	1			B	CVPA_ECOLI			2	2	2	0			
P0AG16	1	1	1	1	1			1	6	1	1	1	1	1			1	A	PUR1_ECOLI	5.63	2	2	0	0			A	
P0AG03	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	A	UBIX_ECOLI		2	2	0		0		A	
P0AEU0	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	G	HISJ_ECOLI	5	2	2	2	2		1.520671808	G	
P07109	1		1	1	1			1	5	1		1	1	1			1	F1	HISP_ECOLI			2	2	2			F1	
P77775	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YFCH_ECOLI	1	2	2	2	2			A	
P0AC19	1	1	1	1	1			1	6	1	1	1	1	1			1	A	FOLX_ECOLI	2.38	2	2	2	2			A	
P77526	1		1	1	1				4	1		1	1	1				A	YFCG_ECOLI			0	0	0				
P77544	1		1	1	1		1		5	1		1	1	1		1		A	YFCF_ECOLI			2	1					
P67095	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	YFCE_ECOLI	1.61	2	2	2	2			A	
P65556	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	YFCD_ECOLI	1.17	2	2	2				A	
P0A6A3	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	ACKA_ECOLI	8.31	2	2	2	2		4.180004927	A	
P0A8W8	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YFBU_ECOLI	1.36	2	2	2	2			A	
P77625	1		1	1	1		1	1	6	1		1	1	1		1	1	A	YFBT_ECOLI			2	2	2		2.394876395	A	
P76491	1		1	1	1			1	5	1		1	1	1			1	A	YFBR_ECOLI			2	2	2			A	
P0A959	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	YFBQ_ECOLI	0.49	2	2	2	2			A	
P77488	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	DXS_ECOLI	0.64	2	2	2	2			A	
P77735	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YAJO_ECOLI	0.79	2	2	2	2			A	
P18200	1		1	1	1				4	1		1	1	1				B	PGPA_ECOLI			2	2	2				
P0AGG0	1	1	1	1	1			1	6	1	1	1	1	1			1	A	THIL_ECOLI	0.36	2	2	2	2			A	
P61714	1	1	1	1	1			1	6	1	1	2	1	1			1	A	RISB_ECOLI	2.84	2	2	2	2			A	
P25539	1	1	1	1	1			1	6	1	1	2	1	1			1	A	RIBD_ECOLI	0.36	2	2	2	2			A	
P0A8D0	1	1	1	1	1			1	6	1	1	1	1	1			1	A	NRDR_ECOLI	1.18	2	2	2	2			A	
P0AAQ2	1		1	1	1				4	1		1	1	1				A	YAJD_ECOLI			2	2	2				
P0AG93	1	1	1	1	1			1	6	1	1	1	1	1			1	B	SECF_ECOLI	0.34	2	2	2	2			B	
P0AG90	1	1	1	1	1			1	6	1	1	1	1	1			1	B	SECD_ECOLI	1.11	2	2	2	2			B	
P0ADZ7	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	B	YAJC_ECOLI	1.51	2	2	2	2		10.54951373	B	
P0A847	1	1	1	1	1			1	6	1	1	1	1	1			1	A	TGT_ECOLI	3.66	2	2	2	2			A	
P0A7F9	1	1	1	1	1			1	6	1	1	1	1	1			1	A	QUEA_ECOLI	0.59	2	2	2	2			A	
P21517	1		1	1	1				4	1		1	1	1				A	MALZ_ECOLI			2	2	2				
P0AD99	1		1	1	1			1	5	1		1	1	1			1	B	BRNQ_ECOLI			2	2	2			B	
P08400	1		1	1	1		1	1	6	1		1	1	1		1	1	B	PHOR_ECOLI			0	0	0		6.941192413	B	
P0AFJ5	1		1	1	1	1			5	1		1	1	1	1			A	PHOB_ECOLI			1	0	0	0			
P0AG76	1		1	1	1			1	5	1		1	1	1			1	A	SBCD_ECOLI			2	2	2			A	
P23917	1	1	1	1	1			1	6	1	1	1	1	1			1	B	MAK_ECOLI	0.43	2	2	2	2			B	
P36767	1	1	1	1	1			1	6	1	1	1	1	1			1	A	RDGC_ECOLI	0.43	2	2	2	2			A	
P0C037	1		1	1	1		1	1	6	1		1	1	1		1	1	A	YAIE_ECOLI			2	2	2		6.200218922	A	
P0AE28	1		1	1	1			1	5	1		1	1	1			1	B	AROM_ECOLI			2	2	2			B	
P0A6E1	1		1	1	1			1	5	1		1	1	1			1	A	AROL_ECOLI			2	2	2			A	
P0A8D3	1		1	1	1		1	1	6	1		1	1	1		1	1	A	YAII_ECOLI			2	2	2			A	
P0A9L8	1	1	1	1	1			1	6	1	1	1	1	1			1	A	P5CR_ECOLI	5.53	2	2	2				A	
P0AAP1	1		1	1	1				4	1		1	1	1				B	ADRA_ECOLI			0	0	0				
P0AAN9	1		1	1	1				4	1		1	1	1				A	IRAP_ECOLI			2	2	2				
P0A6J8	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	DDLA_ECOLI	1.52	2	2	2	2		3.664020937	A	
P0AAQ0	1		1	1	1				4	1		1	1	1				B	YAIZ_ECOLI			2	2	2				
P0AAP7	1		1	1	1				4	1		1	1	1				B	YAIY_ECOLI			0	2	0				
P0AFY6	1		1	1	1			1	5	1		1	1	1			1	B	SBMA_ECOLI			2	2	0			B	
P0AD70	1		1	1	1				4	1		1	1	1				G	AMPH_ECOLI			2	1	2				
P0ACB2	1	1	1	1	1			1	6	1	1	1	1	1			1	A	HEM2_ECOLI	7	2	2	2	2			A	
P37610	1		1	1	1			1	5	1		1	1	1			1	A	TAUD_ECOLI			0	0	0			A	
P0AAP3	1		1	1	1		1	1	6	1		1	1	1		1	1	A	FRMR_ECOLI			2	2	2			A	
P25437	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	FRMA_ECOLI	0.87	2	2	2	2			A	
P51025	1		1	1	1			1	5	1		1	1	1			1	A	SFGH1_ECOLI			2	2	2			A	
P51024	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YAIL_ECOLI		2	2	2	2			A	
P02920	1		1	1	1				4	1		1	1	1				B	LACY_ECOLI			0	2	0				
P05100	1			1	1			1	4	1			1	1			1	A	3MG1_ECOLI				2	2			A	
P04395	1		1	1	1		1		5	1		1	1	1		1		A	3MG2_ECOLI			0	0	0		0.593185116		
P46481	1		1	1	1				4	1		1	1	1				B	AAEB_ECOLI			0	0	0				
P77674	1		1	1	1			1	5	1		1	1	1			1	A	ABDH_ECOLI			0	2	0			A	
P77357	1		1	1	1			1	5	1		1	1	1			1	A	ABGA_ECOLI			0	0	2			A	
P76052	1		1	1	1		1	1	6	1		1	1	1		1	1	A	ABGB_ECOLI			0	0	0			A	
P77744	1		1	1	1			1	5	1		1	1	1			1	A	ABGR_ECOLI			0	0	2			A	
P46133	1		1	1	1				4	1		1	1	1				B	ABGT_ECOLI			0	0	0				
P75747	1		1	1	1				4	1		1	1	1				B	ABRB_ECOLI			2	1	2				
P0ABD5	1	1	1	1	1			1	6	1	1	1	1	1			1	A	ACCA_ECOLI		2	2	2	2			A	
P77580	1		1	1	1	1	1		6	1		2	1	1	1	1		A	ACDH_ECOLI			0	2		0	0.771075335		
Q46837	1							1	2	1							1	E	ACFD_ECOLI								E	
P25516	1	1	1	1	1			1	6	1	1	1	1	1			1	A	ACON1_ECOLI	1	2	2	2	2			A	
P0A6A8	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	F1	ACP_ECOLI	20.31	2	2	2	2	2		F1	
P21515	1		1	1	1			1	5	1		1	1	1			1	A	ACPH_ECOLI			2	2				A	
P24224	1		1	1	1	1	1		6	1		1	1	1	1	1		A	ACPS_ECOLI			2	2	2	0			
P0AE06	1	1	1	1	1			1	6	1	1	1	1	1			1	E	ACRA_ECOLI	1.04	2	2	2	2			E	
P31224	1		1	1	1			1	5	1		1	1	1			1	B	ACRB_ECOLI			0	2	2			B	
P24180	1			1	1				3	1			1	1				E	ACRE_ECOLI				0	0				
P24181	1		1	1	1	1			5	1		1	1	1	1			B	ACRF_ECOLI			0	0	0	0			
P32705	1		1	1	1			1	5	1		1	1	1			1	B	ACTP_ECOLI			2	2				B	
P0AB65	1		1	1	1		1		5	1		1	1	1		1		A	ACYP_ECOLI			0	0	0				
P06134	1		1	1	1				4	1		1	1	1				A	ADA_ECOLI			2	2	2				
P31441	1	1	1	1	1				5	1	1	1	1	1				B	ADEC_ECOLI		2	2	0	0				
P39451	1		1	1	1			1	5	1		1	1	1			1	B	ADHP_ECOLI			2	2	2			B	
P28629	1		1	1	1		1		5	1		1	1	1		1		A	ADIA_ECOLI			0	0	0				
P33234	1		1	1	1	1			5	1		1	1	1	1			A	ADIY_ECOLI			2	0	2	0			
P42912	1		1	1	1	1			5	1		1	1	1	1			B	AGAI_ECOLI			2	0	2	0			
P19926	1	1	1	1	1			1	6	1	1	1	1	1			1	G	AGP_ECOLI	4.94	2	2	2	2			G	
P08660	1	1	1	1	1			1	6	1	1	1	1	1			1	A	AK3_ECOLI	0.19	2	2	0	2			A	
P25553	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	ALDA_ECOLI	5.19	2	2	2	2		6.384343619	A	
P37685	1		1	1	1		1		5	1		1	1	1		1		A	ALDB_ECOLI			2	2	2				
P0A991	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	A	ALF1_ECOLI	1.31	2	2	2	2	0		A	
P77731	1		1	1	1				4	1		1	1	1				A	ALLA_ECOLI			0	2					
P77425	1		1	1	1		1	1	6	1		1	1	1		1	1	A	ALLC_ECOLI			2	2	2		0.098142853	A	
P75712	1		1	1	1				4	1		1	1	1				B	ALLP_ECOLI			0	0	0				
P0ACN4	1	1	1	1	1			1	6	1	1	1	1	1			1	A	ALLR_ECOLI	1	2	2	2	2			A	
P0ACR0	1		1	1	1				4	1		1	1	1				A	ALLS_ECOLI			0	1	0				
P32721	1		1	1	1		1		5	1		1	1	1		1		F1	ALSA_ECOLI			2	2	2				
P39265	1		1	1	1				4	1		1	1	1				G	ALSB_ECOLI			2	2	2				
P32720	1		1	1	1				4	1		1	1	1				B	ALSC_ECOLI			1	0	0				
P32719	1		1	1	1				4	1		1	1	1				A	ALSE_ECOLI			0	0	0				
P32718	1		1	1	1		1		5	1		1	1	1		1		A	ALSK_ECOLI			2	0	0				
P0AE16	1		1	1	1				4	1		1	1	1				B	AMPG_ECOLI			2	2	2				
P69681	1		1	1	1				4	1		1	1	1				B	AMTB_ECOLI			0	2	0				
P26612	1		1	1	1				4	1		1	1	1				A	AMY2_ECOLI			2	2	2				
P77610	1		1	1	1				4	1		1	1	1				B	ANSP_ECOLI			0	0	0				
P0AE22	1	1	1	1	1			1	6	1	2	2	1	1			1	G	APHA_ECOLI	1.76	2	2	2	2			G	
P08202	1		1	1	1				4	1		1	1	1				A	ARAA_ECOLI			0	0	0				
P08204	1		1	1	1	1	1		6	1		1	1	1	1	1		A	ARAB_ECOLI			0	0		0			
P0A9E0	1		1	1	1				4	1		1	1	1				A	ARAC_ECOLI			2	2	2				
P08203	1		1	1	1				4	1		1	1	1				A	ARAD_ECOLI			0	0	0				
P0AE24	1		1	1	1	1			5	1		1	1	1	1			B	ARAE_ECOLI			0	2		0			
P0AE26	1		1	1	1	1		1	6	1		1	2	2	1		1	B	ARAH_ECOLI			2	2	2	0		B	
P23910	1		1	1	1				4	1		1	1	1				B	ARAJ_ECOLI			0	0	0				
Q46807	1		1	1	1		1		5	2		1	1	1		1		A	ARCL_ECOLI			0	2	0				
P77624	1		1	1	1			1	5	1		1	1	1			1	A	ARCM_ECOLI			0	0	0			A	
P27254	1		1	1	1				4	1		1	1	1				F1	ARGK_ECOLI			0	0	0				
P11667	1		1	1	1				4	1		1	1	1				B	ARGO_ECOLI			2	2	2				
P09551	1		1	1	1	1	1	1	7	1		1	1	1	1	1	1	G	ARGT_ECOLI			2	2	0	0	3.144975363	G	
P75993	1		1	1	1				4	1		1	1	1				A	ARIR_ECOLI			2	2					
P77690	1		1	1	1			1	5	2		1	1	1			1	A	ARNB_ECOLI			0	0	0			A	
P0A6D3	1		1	1	1			1	5	1		1	1	1			1	A	AROA_ECOLI			2	2	2			A	
P0AB93	1		1	1	1				4	1		1	1	1				B	ARSB_ECOLI			2	0					
P30860	1		1	1	1			1	5	1		1	1	1			1	G	ARTJ_ECOLI			0	0	0			G	
P0AE30	1		1	1	1	1		1	6	1		1	1	1	1		1	B	ARTM_ECOLI			0	1	0	0		B	
P24240	1		1	1	1				4	1		1	1	1				A	ASCB_ECOLI			2	2					
P24242	1		1	1	1			1	5	1		1	1	1			1	A	ASCG_ECOLI			2	1				A	
P25549	1		1	1	1				4	1		1	1	1				G	ASLA_ECOLI			2	2	2				
P76217	1		1	1	1			1	5	1		1	1	1			1	A	ASTD_ECOLI			2	2	0			A	
P03960	1		1	1	1			1	5	1		1	1	1			1	B	ATKB_ECOLI			0	0	0			B	
P76459	1		1	1	1				4	1		1	1	1				A	ATOA_ECOLI			2	0	1				
P76461	1		1	1	1				4	1		1	1	1				A	ATOB_ECOLI			0	0	0				
Q06065	1	1	1	1	1				5	1	1	1	1	1				A	ATOC_ECOLI		2	2	2	2				
P76458	1		1	1	1				4	1		1	1	1				A	ATOD_ECOLI			0	0	0				
P76460	1		1	1	1				4	1		1	1	1				B	ATOE_ECOLI			0	0	0				
Q06067	1		1	1	1				4	1		1	1	1				B	ATOS_ECOLI			2	2	2				
P0ABB0	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	F1	ATPA_ECOLI	6	2	2	2	2			F1	
P0ABA4	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	F1	ATPD_ECOLI	5.03	2	2	2	2		16.23167566	F1	
P0A6E6	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	F1	ATPE_ECOLI	3.67	2	2	2	2			F1	
P0ABA0	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	B	ATPF_ECOLI	9.77	2	2	2	2	2		B	
P0ABC0	1		1	1	1				4	1		1	1	1				B	ATPZ_ECOLI			2	2	2				
P37617	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	B	ATZN_ECOLI	0.53	2	2	2	2			B	
P41407	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	A	AZOR_ECOLI	0.63	2	2	0	2	0		A	
P0AEC5	1		1	1	1		1	1	6	1		1	1	1		1	1	B	BARA_ECOLI			2	2	2		0.726401996	B	
P28246	1		1	1	1			1	5	1		1	1	1			1	B	BCR_ECOLI			2	0	0			B	
P37653	1		1	1	1				4	1		1	1	1				B	BCSA_ECOLI			0	0					
P37650	1		1	1	1		1	1	6	1		1	1	1		1	1	G	BCSC_ECOLI			2	2	2			G	
P17444	1		1	1	1			1	5	1		1	1	1			1	F1	BETA_ECOLI			2	2	0			F1	
P17445	1	1	1	1	1			1	6	1	1	1	1	1			1	A	BETB_ECOLI		2	2	2	0			A	
P17446	1		1	1	1	1		1	6	1		1	1	1	1		1	A	BETI_ECOLI			2	2	0	0		A	
P0ABC9	1		1	1	1	1		1	6	2		1	1	1	1		1	B	BETT_ECOLI			2	2	0	0		B	
P0AE56	1		1	1	1				4	1		1	1	1				A	BFD_ECOLI			2	2	2				
P0ABD3	1	1	1	1	1			1	6	1	1	1	1	1			1	A	BFR_ECOLI	7	2	2	2	2			A	
P00722	1		1	1	1			1	5	2		1	1	1			1	A	BGAL_ECOLI			0	0				A	
P11988	1		1	1	1	1			5	1		1	1	1	1			A	BGLB_ECOLI			0	0	1	0			
P11989	1		1	1	1	1	1		6	1		1	1	1	1	1		A	BGLG_ECOLI			0	0	0	0			
P26218	1		1	1	1				4	1		1	1	1				H	BGLH_ECOLI			0	0	0				
P12998	1		1	1	1		1		5	1		1	1	1		1		A	BIOF_ECOLI			0	0	0				
P20099	1		1	1	1				4	1		1	1	1				A	BISC_ECOLI			2	2	2				
P0AAY1	1		1	1	1		1		5	1		1	1	1		1		A	BSSR_ECOLI			0	0	2				
P0A9H5	1		1	1	1			1	5	1		1	1	1			1	A	BTUR_ECOLI			2	2				A	
P76345	1		1	1	1			1	5	1		1	1	1			1	B	C56H_ECOLI			1	0	0			B	
P75925	1		1	1	1			1	5	1		1	1	1			1	B	C56I_ECOLI			0	0	0			B	
P23890	1		1	1	1	1		1	6	1		1	1	1	1		1	B	CADC_ECOLI			2	0		0		B	
P31456	1		1	1	1				4	1		1	1	1				A	CBRA_ECOLI			2	2	2				
P31468	1		1	1	1				4	1		1	1	1				B	CBRB_ECOLI			2	0					
P31469	1		1	1	1				4	1		1	1	1				A	CBRC_ECOLI			2	2	2				
P33931	1		1	1	1	1		1	6	1		1	1	1	1		1	F1	CCMA_ECOLI			2	0	2	0		F1	
P0ABM1	1		1	1	1	1		1	6	1		1	1	1	1		1	B	CCMC_ECOLI			0	0	0	0		B	
P0A6F9	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	A	CH10_ECOLI	12.56	2	2	2	2	2		A	
P31801	1		1	1	1			1	5	1		1	1	1			1	B	CHAA_ECOLI			2	1	2			B	
P0AE63	1		1	1	1	1			5	1		1	1	1	1			A	CHAB_ECOLI			2	0		0			
P07363	1		1	1	1				4	1		1	1	1				A	CHEA_ECOLI			2	2					
P0A964	1		1	1	1	1	1		6	1		1	1	1	1	1		A	CHEW_ECOLI			2	2		0			
P0AE67	1		1	1	1	1	1		6	1		1	1	1	1	1		A	CHEY_ECOLI			2	2	0	0			
P13656	1		1	1	1				4	1		1	1	1				G	CHIA_ECOLI			0	0					
P0AE70	1		1	1	1	1			5	1		1	1	1	1			A	CHPA_ECOLI			2	2	2	0			
P0AE72	1		1	1	1	1			5	1		1	1	1	1			A	CHPR_ECOLI			2	2	2	0			
P17315	1		1	1	1		1	1	6	1		1	1	1		1	1	H	CIRA_ECOLI			2	2			0.563265057	H	
P77390	1		1	1	1				4	1		1	1	1				A	CITC_ECOLI			0	0	0				
P69330	1		1	1	1				4	1		1	1	1				A	CITD_ECOLI			0	0	0				
P77231	1		1	1	1		1		5	1		1	1	1		1		B	CITG_ECOLI			0	0	0				
P76175	1		1	1	1				4	1		1	1	1				B	CLCB_ECOLI			0	2					
P0ABH9	1	1	1	1	1		1		6	1	1	1	1	1		1		A	CLPA_ECOLI	1.83	2	2	2	2		4.263595097		
P64467	1		1	1	1		1		5	1		1	1	1		1		A	CNU_ECOLI			2	0					
P0ABQ0	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	COABC_ECOLI	1.92	2	2	2	2		2.487550147	A	
P0A6I6	1		1	1	1	1		1	6	1		1	1	1	1		1	A	COAD_ECOLI			2	2	2	0		A	
P36561	1		1	1	1			1	5	1		1	1	1			1	B	COBS_ECOLI			2	2				B	
P25524	1	1	1	1	1			1	6	1	1	1	1	1			1	A	CODA_ECOLI	3	2	2	2				A	
P0AA82	1		1	1	1			1	5	2		1	1	1			1	B	CODB_ECOLI			2	2	0			B	
Q59385	1		1	1	1			1	5	1		1	1	1			1	B	COPA_ECOLI			2	2	0			B	
P0AE85	1							1	2	1							1	F2	CPXP_ECOLI								F2	
P0AE88	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	F1	CPXR_ECOLI	0.59	2	2	2	2		3.54371108	F1	
P37001	1		1	1	1			1	5	1		1	1	1			1	H	CRCA_ECOLI			0	0				H	
P37002	1		1	1	1			1	5	1		1	1	1			1	B	CRCB_ECOLI			2	2	2			B	
P08369	1		1	1	1				4	1		1	1	1				B	CRED_ECOLI			0	0	0				
P24251	1	1	1	1	1			1	6	1	1	1	1	1			1	A	CRL_ECOLI	1.44	2	2	2	2			A	
P28307	1		1	1	1	1			5	1		1	1	1	1			F4	CSGA_ECOLI			0	0	0	0			
