Merge ID	Ishihama2008_fin	Masuda2009_fin2	Taniguchi2010_fin_mmol	PengTable_fin	Thein_MergeMethods	ORList_Wide_8(over_500)_LB	ORList_Focused_16(below_500)_LB	K12_outofrange	OurStudy_Feb2011_Common	# Studies	TableS6_MatchingK12_BL21(DE3)_V2_basicProteome Duplicates	Entry name (Uniprot)	PAI lysate	emPAI	emPAI-derived copy no/cell (see Figure 2)	CAI	emPAI Value	Copy number per cell	mMol	molecules/cell (1molec/cell=10nM)	APEX	2D mol/cell	Mean emPAI value	MTH1/1	MTH1/2	MTH1/3	MTH2/1	MTH2/2	MTH2/3	MTH3/1	MTH3/2	MTH3/3	MTH4/1	MTH4/2	MTH4/3	MTH5/1	MTH5/2	MTH5/3
P45763	0	0	0	1	0	0	0	0	0	1	B	GSPL_ECOLI																										
P36678	0	0	0	1	0	0	0	0	0	1	B	GSPM_ECOLI																										
Q46915	0	0	0	1	0	1	0	0	0	2	A	GUDX_ECOLI																										
P15081	0	0	0	1	0	1	0	0	0	2	A	GUTM_ECOLI																										
P0AES6	1	1	1	1	1	1	1	0	1	8	A	GYRB_ECOLI	0.55	2.57E+00	5.01E+02		12.34	540	0.061127	6112.7			0.15			0.07		0.18			0.2		0.11		0.2			
P77646	0	0	0	1	0	1	0	0	0	2	A	HCAB_ECOLI																										
P0ABW0	0	0	0	1	0	0	0	0	0	1	A	HCAC_ECOLI																										
P77650	0	0	0	1	0	0	0	0	0	1	A	HCAD_ECOLI																										
P0ABR5	0	0	0	1	0	1	0	0	1	3	A	HCAE_ECOLI																										
Q47140	0	0	0	1	0	0	0	0	1	2	A	HCAF_ECOLI																										
Q47141	0	0	0	1	0	0	0	0	1	2	A	HCAR_ECOLI																										
P0AET5	0	0	0	1	0	1	1	0	0	3	B	HDED_ECOLI																										
P0A8R9	0	0	0	0	0	1	0	0	1	2	A	HDFR_ECOLI																										
P09127	0	1	1	1	1	1	1	0	1	7	B	HEMX_ECOLI					2.98	136.13	0.0023183	231.83	347.48		0.24			0.25			0.26	0.16	0.08	0.35		0.45			0.08	0.25
P0ACE3	1	0	0	1	0	1	0	0	0	3	A	HHA_ECOLI	0.5	2.16E+00	4.53E+02	0.33																						
P23874	1	0	1	1	0	1	0	0	1	5	A	HIPA_ECOLI	0.08	2.12E-01	1.17E+02	0.22			0.0017544	175.44																		
P23873	0	0	0	1	0	1	0	0	0	2	A	HIPB_ECOLI																										
P06989	0	0	1	1	0	1	0	0	1	4	A	HIS2_ECOLI							0.00033206	33.206		1981.61																
P10371	0	0	0	1	0	1	0	0	1	3	A	HIS4_ECOLI																										
P0AEU3	0	0	0	1	0	0	1	0	1	3	B	HISM_ECOLI																										
P52094	0	0	0	1	0	1	1	0	1	4	B	HISQ_ECOLI																										
P51020	0	0	1	1	0	1	0	0	1	4	A	HOA_ECOLI							0.00074673	74.673																		
P36646	0	0	0	1	0	1	0	0	0	2	B	HOFC_ECOLI																										
P28630	0	0	0	1	1	1	0	0	1	4	A	HOLA_ECOLI											0.08			0.08			0.08									
P28631	0	0	1	1	0	1	0	0	1	4	A	HOLB_ECOLI							0.0047818	478.18																		
P28632	0	0	1	1	0	1	0	0	1	4	A	HOLD_ECOLI							0.0071005	710.05																		
P0ABS8	1	0	0	1	0	1	1	0	1	5	A	HOLE_ECOLI	0.4	1.51E+00	3.68E+02	0.26																						
P26281	0	0	0	1	0	1	0	0	1	3	A	HPPK_ECOLI																										
P54745	0	0	0	1	0	0	0	0	0	1	B	HRSA_ECOLI																										
P77319	0	0	1	1	0	0	0	0	0	2	A	HSCC_ECOLI							0.0001258	12.58																		
P52644	0	0	1	1	0	1	0	0	1	4	I	HSLJ_ECOLI							0.00194	194																		
P0A6Y5	1	1	1	1	0	1	0	0	1	6	A	HSLO_ECOLI	0.91	7.11E+00	9.05E+02		3.92	177.58	0.03355	3355																		
P0ACG8	1	0	1	1	0	1	1	0	1	6	A	HSLR_ECOLI	0.4	1.51E+00	3.68E+02				0.0059102	591.02																		
P27375	0	0	0	1	0	0	0	0	0	1	A	HTRC_ECOLI																										
P33129	1	0	1	1	0	1	1	0	0	5	H	HTRE_ECOLI	0.06	1.50E-01	9.61E+01	0.27			0.00051495	51.495																		
P19930	0	0	0	1	0	1	0	0	0	2	A	HYAD_ECOLI																										
P0AAM7	0	0	0	1	0	0	0	0	0	1	A	HYBG_ECOLI																										
P16429	0	0	0	1	0	0	0	0	0	1	B	HYCC_ECOLI																										
P23481	0	0	0	1	0	0	0	0	0	1	A	HYFA_ECOLI																										
P77416	0	0	0	1	0	0	0	0	0	1	B	HYFD_ECOLI																										
P0AEW1	0	0	0	1	0	1	0	0	0	2	B	HYFE_ECOLI																										
P77437	0	0	0	1	0	1	0	0	0	2	B	HYFF_ECOLI																										
P77329	0	0	0	1	0	1	0	0	0	2	B	HYFG_ECOLI																										
P77423	0	0	0	1	0	0	0	0	0	1	A	HYFH_ECOLI																										
P77668	0	0	0	1	0	1	0	0	1	3	A	HYFI_ECOLI																										
P77453	0	0	0	1	0	0	0	0	0	1	A	HYFJ_ECOLI																										
P71229	0	0	0	1	0	1	0	0	0	2	A	HYFR_ECOLI																										
P30147	0	0	0	1	0	1	0	0	0	2	A	HYI_ECOLI																										
P30131	0	0	0	1	0	1	0	0	0	2	A	HYPF_ECOLI																										
P39377	1	1	0	1	0	1	1	0	1	6	A	IADA_ECOLI	0.59	2.87E+00	5.35E+02	0.38	1.98	91.58				26432.12																
P39346	0	0	0	1	0	1	0	0	0	2	B	IDND_ECOLI																										
P39208	0	0	0	1	0	1	0	0	1	3	A	IDNK_ECOLI																										
P0A9P9	0	0	1	1	0	1	0	0	0	3	A	IDNO_ECOLI							0.0013162	131.62																		
P39343	0	0	0	1	0	1	0	0	1	3	A	IDNR_ECOLI																										
P39344	0	0	0	1	0	0	0	0	0	1	B	IDNT_ECOLI																										
P69222	1	1	1	1	0	1	0	0	1	6	A	IF1_ECOLI	3	9.99E+02	1.60E+04		55.23	2308.02	0.81815	81815																		
P0A705	1	1	0	1	1	1	1	0	1	7	A	IF2_ECOLI	1.62	4.08E+01	2.50E+03		15.47	672.06			1979.33		0.15		0.39	0.1		0.1			0.07	0.18			0.03			
P0A707	1	1	0	1	1	1	1	0	1	7	A	IF3_ECOLI	3.38	2.37E+03	2.64E+04		16.78	727.17			5488.52		0.55	0.83	0.57	0.83		0.16		0.35								
P0A6X7	1	1	0	1	1	1	1	0	1	7	A	IHFA_ECOLI	1.17	1.37E+01	1.32E+03		22.71	975.11			2820.69		0.57	0.7	0.7				0.3									
P0A6Y1	1	1	0	1	1	1	1	0	1	7	A	IHFB_ECOLI	1.5	3.06E+01	2.11E+03		25.83	1104.73			1006.61		1.7		2.08	1.32												
P05791	1	0	1	1	0	1	0	0	1	5	A	ILVD_ECOLI	0.08	2.12E-01	1.17E+02				0.0076861	768.61																		
P00892	0	0	0	1	1	1	0	0	1	4	A	ILVG_ECOLI											#диаия/0!															
P00894	1	0	0	1	0	1	0	0	1	4	A	ILVH_ECOLI	0.44	1.78E+00	4.05E+02	0.24																						
P00893	1	0	0	1	0	1	1	0	0	4	A	ILVI_ECOLI	0.17	4.68E-01	1.86E+02																							
P0ADG1	0	0	0	1	0	0	0	0	0	1	A	ILVM_ECOLI																										
P0ADG7	1	1	0	1	1	1	1	0	1	7	B	IMDH_ECOLI	2.53	3.37E+02	8.52E+03		13.87	604.57			5210.17	3100.26	0.06		0.06			0.06										
P39375	0	0	0	1	0	0	0	0	0	1	A	IRAD_ECOLI																										
P75987	0	0	0	1	0	0	0	0	0	1	A	IRAM_ECOLI																										
P0AAC8	1	1	0	1	0	1	1	0	1	6	A	ISCA_ECOLI	0.83	5.81E+00	8.05E+02	0.45	9	398				30395.34																
P0C0L9	1	1	0	1	0	1	0	0	1	5	A	ISCX_ECOLI	1.5	3.06E+01	2.11E+03	0.36	3.64	165.27																				
P62617	0	1	1	1	0	1	0	0	0	4	A	ISPF_ECOLI					2.16	99.64	0.023023	2302.3																		
P0A710	0	0	0	1	0	0	0	0	0	1	B	ISPZ_ECOLI																										
P0AEW9	0	0	1	1	0	1	0	0	1	4	A	K1PF_ECOLI							0.016965	1696.5																		
P0A6I0	1	1	0	1	0	1	1	0	1	6	A	KCY_ECOLI	0.8	5.31E+00	7.63E+02		6	276.96				95.88																
P0ABN1	0	0	0	1	1	1	0	0	1	4	B	KDGL_ECOLI											0.18		0.07	0.07			0.26		0.26	0.26						
P0A712	0	0	0	1	0	0	0	0	0	1	B	KDGT_ECOLI																										
P21865	0	1	1	1	1	1	0	0	1	6	B	KDPD_ECOLI					0.11	5.56	0.003596	359.6			0.03			0.03												
P76469	0	0	0	1	0	0	0	0	1	2	B	RHMA_ECOLI																										
P45522	0	0	0	1	0	1	0	0	1	3	B	KEFB_ECOLI																										
P03819	0	0	1	1	0	1	0	0	1	4	B	KEFC_ECOLI							0.0013379	133.79																		
P39380	0	0	0	1	0	1	0	0	0	2	A	KPTA_ECOLI																										
P03023	0	1	0	1	1	1	1	0	1	6	A	LACI_ECOLI					0.29	14.22					0.14		0.18	0.09												
P37005	1	0	0	1	0	1	0	0	1	4	A	LAST_ECOLI	0.14	3.89E-01	1.67E+02	0.22																						
P25960	0	0	0	1	0	0	0	0	0	1	B	LEP4_ECOLI																										
P09151	1	0	0	1	0	1	1	0	0	4	A	LEU1_ECOLI	0.71	4.18E+00	6.64E+02						3281.05																	
P30125	1	0	0	1	0	1	0	0	1	4	A	LEU3_ECOLI	0.58	2.83E+00	5.30E+02																							
P0A6A6	1	0	0	1	0	1	0	0	1	4	A	LEUC_ECOLI	0.65	3.44E+00	5.93E+02						4524.61	1406.3																
P30126	1	0	0	1	0	1	0	0	1	4	B	LEUD_ECOLI	0.7	4.01E+00	6.49E+02						7290.97	6520.14																
P10151	0	0	0	1	0	0	0	0	0	1	A	LEUO_ECOLI																										
P30015	0	0	1	1	0	1	0	0	0	3	B	LHR_ECOLI							0.0017496	174.96	26.3																	
P0AEX7	0	0	0	1	0	0	0	0	0	1	B	LIVH_ECOLI																										
P33231	0	1	0	1	0	1	0	0	0	3	B	LLDP_ECOLI					1	47.23																				
P0ADC3	0	0	0	1	1	1	0	0	1	4	B	LOLC_ECOLI											0.22		0.33	0.1												
P75958	1	1	0	1	0	1	0	0	1	5	B	LOLE_ECOLI	0.18	5.20E-01	1.98E+02		0.33	16.12																				
P0AD79	0	0	0	1	0	0	0	0	0	1	A	LPL_ECOLI																										
P39196	0	0	0	1	0	1	0	0	0	2	B	LPLT_ECOLI																										
P69776	1	1	0	1	1	1	1	0	1	7	I	LPP_ECOLI	2.67	4.63E+02	1.02E+04		9	398					27.37	3.09	67.19	22.73	0.2			46.96	4.81	15.69	1.87	136.83	22.73	10.74	15.69	7.26
P0ADC1	0	1	0	1	1	1	1	0	1	6	I	LPTE_ECOLI					2.16	99.64					0.63	0.34	1.39		0.16	0.08	0.35	1.07	0.16	0.55	0.16	1.77	0.55	0.34	1.39	0.55
P0AF98	0	1	0	1	0	1	0	0	1	4	B	LPTF_ECOLI					1.31	61.36																				
P0AD89	0	0	0	1	0	1	0	0	0	2	A	LPTN_ECOLI																										
P27300	0	0	0	1	0	1	0	0	1	3	B	LPXK_ECOLI																										
P76142	0	0	0	1	0	1	0	0	0	2	G	LSRB_ECOLI																										
P76143	0	0	0	1	0	1	0	0	0	2	A	LSRF_ECOLI																										
P64461	0	0	0	1	0	1	1	0	0	3	A	LSRG_ECOLI																										
P37677	0	0	0	1	0	0	0	0	0	1	A	LYXK_ECOLI																										
P77791	0	1	1	1	0	1	1	0	0	5	A	MAA_ECOLI					2.59	118.82	0.0033648	336.48																		
P75831	0	0	0	1	0	1	0	0	1	3	B	MACB_ECOLI																										
P18811	0	0	0	1	0	1	0	0	1	3	A	MALI_ECOLI																										
P03841	1	1	0	1	0	1	1	0	0	5	G	MALM_ECOLI	0.5	2.16E+00	4.53E+02	0.35	6.94	308.96																				
P31121	0	0	0	1	0	0	0	0	0	1	G	MARB_ECOLI																										
P37330	1	1	1	1	0	1	1	0	1	7	A	MASZ_ECOLI	0.08	2.02E-01	1.14E+02		2.07	95.62	0.007157	715.7																		
P71301	0	0	0	1	0	1	0	0	0	2	A	MATA_ECOLI																										
P0AAA3	0	0	0	1	0	0	0	0	0	1	G	MATB_ECOLI																										
P77188	0	0	0	1	0	1	0	0	0	2	G	MATC_ECOLI																										
P0ACD8	0	0	0	1	0	1	1	0	1	4	F1	MBHL_ECOLI																										
P69741	0	1	0	1	0	1	1	0	1	5	F2	MBHT_ECOLI					1.15	54.08																				
P76114	0	0	0	1	0	1	0	0	1	3	A	MCBR_ECOLI																										
P02942	0	0	0	1	0	1	1	0	0	3	B	MCP1_ECOLI																										
P07017	0	0	1	1	0	1	0	0	0	3	B	MCP2_ECOLI							0.00013449	13.449		1470.23																
P05704	0	0	0	1	0	1	1	0	1	4	B	MCP3_ECOLI																										
P07018	0	0	0	1	0	1	0	0	0	2	B	MCP4_ECOLI																										
P15005	0	1	1	1	0	1	0	0	1	5	A	MCRB_ECOLI					0.19	9.44	0.0013152	131.52																		
P15006	0	0	0	1	0	0	0	0	0	1	A	MCRC_ECOLI																										
P76399	0	0	0	1	1	1	1	0	1	5	B	MDTC_ECOLI											0.03			0.03												
P36554	0	0	0	1	0	0	0	0	0	1	B	MDTD_ECOLI																										
P25744	0	0	0	1	0	1	0	0	1	3	B	MDTG_ECOLI																										
P69367	0	0	0	1	0	1	0	0	0	2	B	MDTH_ECOLI																										
P69210	0	0	0	1	0	1	0	0	0	2	B	MDTI_ECOLI																										
P69212	0	0	0	1	0	0	0	0	0	1	B	MDTJ_ECOLI																										
P39386	0	0	0	1	0	1	0	0	0	2	B	MDTM_ECOLI																										
P32716	0	0	0	1	0	0	0	0	0	1	B	MDTN_ECOLI																										
P33369	0	0	0	1	0	1	0	0	0	2	I	MDTQ_ECOLI																										
P02921	0	0	0	1	0	0	0	0	0	1	B	MELB_ECOLI																										
P0C0T5	0	0	0	1	0	1	0	0	1	3	G	MEPA_ECOLI																										
P31547	0	0	0	1	0	1	0	0	1	3	B	METI_ECOLI																										
P0A9F9	0	0	0	1	0	1	0	0	1	3	A	METR_ECOLI																										
P0AAG8	1	1	0	1	0	1	1	0	1	6	F1	MGLA_ECOLI	0.06	1.55E-01	9.79E+01	0.28	2.69	123.27																				
P23200	0	0	0	1	0	1	1	0	1	4	B	MGLC_ECOLI																										
P77397	0	0	0	1	0	0	0	0	0	1	B	MHPA_ECOLI																										
P0ABR9	0	0	0	1	0	0	0	0	0	1	A	MHPB_ECOLI																										
P77044	0	0	0	1	0	1	0	0	1	3	A	MHPC_ECOLI																										
P77608	0	0	0	1	0	1	0	0	1	3	A	MHPD_ECOLI																										
P77569	0	0	0	1	0	1	0	0	1	3	A	MHPR_ECOLI																										
P77589	0	0	0	1	0	1	0	0	0	2	B	MHPT_ECOLI																										
P64602	1	1	1	1	0	1	1	0	1	7	F1	MLAB_ECOLI	0.75	4.62E+00	7.04E+02	0.25	2.98	136.13	0.023668	2366.8																		
P0AGC5	0	0	0	1	0	1	0	0	0	2	F3	MLTF_ECOLI																										
P52045	0	0	0	1	0	0	0	0	1	2	A	MMCD_ECOLI																										
P54746	0	0	0	1	0	1	0	0	0	2	A	MNGB_ECOLI																										
P13669	0	1	0	1	0	1	0	0	1	4	A	MNGR_ECOLI					0.58	27.85																				
P77182	0	1	0	1	0	1	0	0	1	4	A	MNMC_ECOLI					0.17	8.47																				
P0A6U3	1	1	0	1	0	1	0	0	1	5	F1	MNMG_ECOLI	0.2	5.85E-01	2.12E+02		0.86	41																				
P30748	1	0	1	1	0	1	1	0	0	5	A	MOAD_ECOLI	0.75	4.62E+00	7.04E+02	0.42			0.0107	1070																		
P76096	0	0	0	1	0	0	0	0	0	1	A	MOKB_ECOLI																										
P33236	0	0	0	1	0	0	0	0	0	1	B	MOKC_ECOLI																										
P0ACV6	0	0	0	1	0	1	0	0	0	2	A	MPAA_ECOLI																										
P76329	0	0	0	1	0	1	0	0	0	2	A	MPGP_ECOLI																										
P77348	1	0	0	1	0	1	0	0	1	4	G	MPPA_ECOLI	0.4	1.51E+00	3.68E+02																							
P0ACR9	1	1	0	1	0	1	1	0	1	6	A	MPRA_ECOLI	0.57	2.73E+00	5.18E+02		4.34	196			2837.49																	
Q46865	0	0	0	1	0	0	0	0	0	1	A	MQSR_ECOLI																										
P0A6W3	0	0	0	1	0	1	0	0	1	3	B	MRAY_ECOLI																										
P22186	0	0	1	1	0	1	0	0	1	4	A	MRAZ_ECOLI							0.0035664	356.64																		
P24202	0	0	1	1	0	1	0	0	1	4	A	MRR_ECOLI							0.0017638	176.38																		
P0A742	0	1	0	1	0	1	1	0	1	5	B	MSCL_ECOLI					1.15	54.08																				
P0C0S1	1	1	0	1	1	1	1	0	1	7	B	MSCS_ECOLI	0.36	1.31E+00	3.39E+02	0.36	1.89	87.54					0.32		0.32	0.75		0.11				0.11						
P0A9H1	0	0	0	1	0	1	0	0	1	3	A	MUG_ECOLI																										
P0A749	1	1	1	1	1	1	1	0	1	8	A	MURA_ECOLI	0.45	1.82E+00	4.10E+02		2.78	127.26	0.02186	2186	504.79	1693.96	0.11		0.15				0.07									
P14900	0	1	0	1	1	1	0	0	1	5	A	MURD_ECOLI					0.22	10.88					1.1		1.1	1.1												
P22188	1	1	1	1	0	1	0	0	1	6	A	MURE_ECOLI	0.15	4.13E-01	1.73E+02		1.22	57.27	0.013399	1339.9	152.83																	
P77245	0	0	0	1	0	1	0	0	1	3	B	MURR_ECOLI																										
P75931	0	0	1	1	1	1	0	0	0	4	A	MVIM_ECOLI							0.0074731	747.31			0.1	0.1														
P0AF16	0	0	0	1	0	1	0	0	1	3	B	MVIN_ECOLI																										
P10902	1	0	0	1	0	1	0	0	1	4	A	NADB_ECOLI	0.27	8.59E-01	2.65E+02						204.88																	
P69856	0	0	0	1	0	1	0	0	0	2	G	NANC_ECOLI																										
P0A761	1	1	1	1	0	1	0	0	0	5	A	NANE_ECOLI	0.22	6.68E-01	2.29E+02		3.33	152	0.0029955	299.55																		
P39371	0	0	1	1	0	1	0	0	0	3	G	NANM_ECOLI							0.00070649	70.649																		
P41036	0	1	0	1	0	1	1	0	0	4	B	NANT_ECOLI					1.15	54.08																				
P0AAL0	0	0	0	1	0	0	0	0	0	1	A	NAPF_ECOLI																										
P10903	0	0	0	1	0	1	0	0	0	2	B	NARK_ECOLI																										
P0AF32	0	0	0	1	0	1	0	0	0	2	B	NARV_ECOLI																										
P19317	0	0	1	1	0	0	0	0	1	3	A	NARW_ECOLI							0.0011837	118.37																		
P17117	1	1	0	1	0	1	1	0	1	6	A	NFSA_ECOLI	1.25	1.68E+01	1.49E+03		9	398																				
P13738	0	0	0	1	0	1	0	0	1	3	B	NHAA_ECOLI																										
P0AFA7	0	0	0	1	0	1	0	0	1	3	B	NHAB_ECOLI																										
P0AFA9	0	0	1	1	0	0	0	0	0	2	B	NIKC_ECOLI							0.000457	45.7																		
P0A6Z6	0	0	1	1	0	1	1	0	1	5	A	NIKR_ECOLI							0.015394	1539.4																		
P04846	0	0	1	1	0	1	0	0	1	4	E	NLPA_ECOLI							0.00091919	91.919																		
P0A903	1	1	0	1	1	1	1	0	1	7	I	NLPB_ECOLI	0.88	6.63E+00	8.68E+02	0.47	4.01	181.53					0.35	0.19	0.29	0.41			0.11		0.68	0.29		0.54	0.29	0.41	0.19	0.41
P0ADA3	1	1	0	1	1	1	1	0	1	7	I	NLPD_ECOLI	0.56	2.59E+00	5.04E+02	0.33	1.45	67.71					0.27			0.04			0.27		0.49		0.17		0.37			
Q46877	0	0	0	1	0	1	0	0	0	2	A	NORV_ECOLI																										
P0AC65	0	0	1	1	0	0	0	0	0	2	A	NRDH_ECOLI							0.084068	8406.8																		
P0ABL1	0	0	0	1	0	1	0	0	0	2	G	NRFB_ECOLI																										
P32709	0	0	0	1	0	1	0	0	0	2	B	NRFD_ECOLI																										
P32711	0	0	0	1	0	0	0	0	0	1	B	NRFF_ECOLI																										
P52006	0	0	1	1	0	1	0	0	0	3	A	NUDI_ECOLI							0.0019277	192.77																		
P0AFE0	0	0	0	1	0	1	0	0	1	3	B	NUOJ_ECOLI																										
P33021	0	0	0	1	0	1	0	0	0	2	B	NUPX_ECOLI																										
P0A780	1	1	0	1	1	1	1	0	1	7	A	NUSB_ECOLI	0.75	4.62E+00	7.04E+02		9	398				2333.19	0.48		0.48													
P42641	1	1	1	1	0	1	1	0	1	7	A	OBG_ECOLI	0.54	2.46E+00	4.88E+02	0.5	1.85	85.75	0.015845	1584.5																		
P06959	1	1	1	1	1	1	1	0	1	8	F1	ODP2_ECOLI	2.48	3.04E+02	8.02E+03	0.61	17.84	2785.78	0.38417	38417	4640.4		0.26			0.06	0.05	0.16	0.4	0.16	0.34	0.16	0.55	0.34	0.4			
P0AFH0	0	0	1	1	0	1	0	0	1	4	A	OGT_ECOLI							0.0012189	121.89																		
P0A910	1	1	0	1	1	1	1	0	1	7	H	OMPA_ECOLI	3.47	2.93E+03	2.99E+04	0.78	17.33	750.27				1310.42	1.16	1.72	1.81	2.21	0.07	0.14	0.5		2.21		2.32	0.44	1.54	0.31		0.59
P76045	0	0	0	1	0	0	1	0	0	2	H	OMPG_ECOLI																										
P76773	0	0	0	1	0	1	0	0	0	2	H	OMPL_ECOLI																										
P77747	0	0	0	1	1	1	0	0	0	3	H	OMPN_ECOLI											0.17			0.17												
P0A915	0	0	0	1	1	1	1	0	0	4	H	OMPW_ECOLI											0.15		0.15													
P39401	1	1	0	1	1	1	0	0	1	6	B	OPGB_ECOLI	0.07	1.66E-01	1.02E+02		0.28	13.75					0.66		1.28				0.04									
P40120	1	1	0	1	0	1	0	0	1	5	G	OPGD_ECOLI	0.22	6.68E-01	2.29E+02		0.15	7.51																				
P0AFH2	0	1	0	1	0	1	1	0	1	5	B	OPPB_ECOLI					2.73	125.04																				
P0AFH6	0	1	0	1	0	1	1	0	1	5	B	OPPC_ECOLI					0.58	27.85																				
P04391	0	0	0	1	0	1	0	0	1	3	A	OTC1_ECOLI									442.51																	
P05041	0	1	0	1	0	1	0	0	1	4	A	PABB_ECOLI					0.23	11.36																				
P31057	1	1	0	1	1	1	1	0	1	7	A	PANB_ECOLI	1.5	3.06E+01	2.11E+03		25.83	1104.73			2761.82	1470.23	0.19	0.12	0.25													
P16256	0	0	0	1	0	1	0	0	0	2	B	PANF_ECOLI																										
P02919	0	1	1	1	1	1	1	0	1	7	B	PBPB_ECOLI					0.32	15.65	0.00037298	37.298			0.29	0.07	0.27	0.27		0.58	0.26		0.31	0.67	0.11	0.27	0.27	0.11	0.36	0.27
P09373	1	1	1	1	1	1	1	0	1	8	A	PFLB_ECOLI	2.79	6.21E+02	1.21E+04	0.77	19.59	641.14	0.096355	9635.5	5107.31	3451.84	0.2		0.3			0.21		0.12		0.16						
P69434	0	0	1	1	0	1	0	0	0	3	H	PGAA_ECOLI							0.00053636	53.636	58.55																	
P75906	0	0	0	1	0	1	1	0	0	3	I	PGAB_ECOLI																										
P75905	0	0	0	1	0	1	0	0	0	2	B	PGAC_ECOLI																										
P69432	0	0	0	1	0	0	0	0	0	1	B	PGAD_ECOLI																										
P77366	0	0	0	1	0	1	0	0	0	2	A	PGMB_ECOLI																										
P24207	0	0	0	1	0	1	0	0	1	3	B	PHEP_ECOLI																										
P0AFJ1	1	1	0	1	0	1	1	0	0	5	A	PHNA_ECOLI	0.75	4.62E+00	7.04E+02	0.62	2.16	99.64				1054.73																
P16681	0	0	0	1	0	1	1	0	0	3	A	PHNB_ECOLI																										
P16683	0	0	0	1	0	1	0	0	0	2	B	PHNE_ECOLI																										
P16688	0	0	1	1	0	1	0	0	0	3	A	PHNJ_ECOLI							0.0074486	744.86																		
P16690	0	0	1	1	0	1	0	0	1	4	A	PHNN_ECOLI							0.0045161	451.61																		
P16692	0	0	1	1	0	1	0	0	0	3	G	PHNP_ECOLI							0.0019776	197.76																		
P0A9K1	0	0	1	1	0	1	1	0	1	5	A	PHOH_ECOLI							0.0059648	596.48																		
P45548	0	0	1	1	0	1	0	0	0	3	A	PHP_ECOLI							0.00042966	42.966																		
P77409	0	0	0	1	0	0	0	0	0	1	B	PHSC_ECOLI																										
P43676	0	0	0	1	0	0	0	0	0	1	B	PITB_ECOLI																										
P0A7A7	1	1	1	1	1	1	1	0	1	8	F1	PLSB_ECOLI	0.11	3.01E-01	1.44E+02		2.95	135	0.016615	1661.5			0.21		0.15	0.19		0.29	0.18		0.28	0.23	0.19			0.04	0.32	
P27247	0	0	1	1	1	1	0	0	1	5	A	PLSX_ECOLI							0.0079041	790.41			0.09		0.09													
P18133	1	1	1	1	0	1	0	0	0	5	A	PNCB_ECOLI	0.27	8.74E-01	2.68E+02		0.74	35.27	0.01076	1076	570.64																	
P0AAF1	0	0	0	1	0	1	0	0	0	2	B	POTE_ECOLI																										
P31135	0	0	0	1	0	1	0	0	0	2	B	POTH_ECOLI																										
P0AFL1	0	0	0	1	0	0	0	0	0	1	B	POTI_ECOLI																										
P00634	0	0	0	1	0	1	1	0	1	4	G	PPB_ECOLI																										
P08372	0	0	0	1	0	0	0	0	0	1	B	PPDC_ECOLI																										
P0AFL3	1	0	0	1	0	1	1	0	1	5	G	PPIA_ECOLI	0.88	6.50E+00	8.59E+02	0.48																						
P23869	1	1	1	1	1	1	1	0	1	8	A	PPIB_ECOLI	2	9.90E+01	4.18E+03	0.67	45.42	1909.42	0.22437	22437	4763.98	9236.86	0.19		0.19													
Q46836	0	0	0	1	0	0	0	0	0	1	B	PPPA_ECOLI																										
P31992	0	0	0	1	0	1	1	0	0	3	A	PPTA_ECOLI																										
P31828	1	1	1	1	0	1	0	0	1	6	G	PQQL_ECOLI	0.04	1.01E-01	7.63E+01		0.07	3.59	0.00033655	33.655	203.33	767.07																
P07013	0	0	0	1	0	1	0	0	0	2	A	PRIB_ECOLI																										
P0A8T1	1	1	1	1	0	1	0	0	1	6	A	PRMA_ECOLI	0.22	6.68E-01	2.29E+02		1	33.42	0.0047227	472.27																		
P14175	1	0	0	1	0	1	1	0	1	5	F1	PROV_ECOLI	0.83	5.81E+00	8.05E+02	0.24																						
P14176	0	0	0	1	0	1	0	0	1	3	B	PROW_ECOLI																										
P0AAE2	0	0	0	1	0	1	0	0	1	3	B	PROY_ECOLI																										
P55799	0	0	0	1	0	0	0	0	0	1	A	PRP2_ECOLI																										
P77541	0	0	0	1	0	1	0	0	1	3	B	PRPB_ECOLI																										
P31660	0	0	0	1	0	1	0	0	0	2	A	PRPC_ECOLI																										
P77243	0	0	0	1	0	1	0	0	0	2	A	PRPD_ECOLI																										
P77495	0	0	0	1	0	1	0	0	0	2	A	PRPE_ECOLI																										
P77743	0	0	0	1	0	1	0	0	0	2	A	PRPR_ECOLI																										
P0A8K1	1	1	0	1	1	1	1	0	1	7	F1	PSD_ECOLI	0.36	1.31E+00	3.39E+02		1.15	54.08					0.18		0.27			0.19				0.09						
P0A7C8	0	0	0	1	0	0	0	0	0	1	B	PSIE_ECOLI																										
P0AFM4	0	0	0	1	0	1	0	0	0	2	G	PSIF_ECOLI																										
P0AGH8	0	0	1	1	0	0	0	0	1	3	B	PSTC_ECOLI							0.074567	7456.7																		
P33025	0	0	0	1	0	1	1	0	0	3	B	PSUG_ECOLI																										
P30235	0	0	0	1	0	0	0	0	0	1	A	PSUK_ECOLI																										
P0A9M8	1	1	1	1	1	1	1	0	1	8	B	PTA_ECOLI	1.59	3.76E+01	2.38E+03		11.92	225.17	0.026304	2630.4	534.24	9332.74	0.23		0.12			0.28		0.39	0.18	0.23	0.23		0.18			
P32155	0	0	0	1	0	1	1	0	0	3	F1	PTFA_ECOLI																										
