Merge ID	TableS3_K12_ProteomeV13_BasicProteome_3900	Gevaert2002	Taoka2004	Arifuzzaman2006	Ji2006	Iwasaki2009	Masuda2009	Iwasaki2010	Thein2010	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13_BasicProteome_3900 Duplicates	Gevaert2002 Duplicates	Taoka2004 Duplicates	Arifuzzaman2006 Duplicates	Ji2006 Duplicates	Iwasaki2009 Duplicates	Masuda2009 Duplicates	Iwasaki2010 Duplicates	Thein2010 Duplicates	OurStudy_Feb2011_Common Duplicates	Subcellular Location(this study)	Entry name (Uniprot)	
Q46938	1							1			2	1							1			A	KDUI_ECOLI	
Q46939	1						1	1		1	4	1						1	1		1	A	YQEF_ECOLI	
Q46948	1						1	1			3	1						1	1			A	THIJ_ECOLI	
Q47005	1										1	1										A	NAC_ECOLI	
Q47083	1			1	1						3	1			1	1						A	CBL_ECOLI	
Q47142	1										1	1										B	HCAT_ECOLI	
Q47146	1	1	1	1	1	1	1	1		1	9	1	1	1	1	1	1	1	1		1	B	FADE_ECOLI	
Q47147	1			1			1	1		1	5	1			1			1	1		1	A	YAFJ_ECOLI	
Q47151	1			1							2	1			1							G	YAFL_ECOLI	
Q47155	1			1		1					3	1			1		1					A	DPO4_ECOLI	
Q47208	1										1	1										A	FDRA_ECOLI	
Q47319	1			1						1	3	1			1						1	A	YFIP_ECOLI	
Q47622	1		1	1			1	1		1	6	1		1	1			1	1		1	G	SAPA_ECOLI	
Q47679	1		1	1				1			4	1		1	1				1			A	YAFV_ECOLI	
Q47702	1			1							2	1			1							G	YFEK_ECOLI	
Q47710	1			1	1	1	1	1		1	7	1			1	1	1	1	1		1	B	YQJK_ECOLI	
Q57261	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	A	TRUD_ECOLI	
Q93K97	1			1			1	1		1	5	1			1			1	1		1	A	ADPP_ECOLI	
A5A607	1										1	1										A	YLCI_ECOLI	
A5A614	1										1	1										A	YCIZ_ECOLI	
A5A616	1										1	1										B	YNEM_ECOLI	
A5A619	1										1	1										B	YOJO_ECOLI	
A5A628	1										1	1										B	YJBT_ECOLI	
A5A630	1										1	1										B	YTCA_ECOLI	
A8DYQ1	1										1	1										A	YTHA_ECOLI	
C1P5Z7	1										1	1										A	SGRT_ECOLI	
C1P5Z8	1										1	1										B	YKGR_ECOLI	
C1P5Z9	1										1	1										B	YMIB_ECOLI	
C1P612	1			1							2	1			1							A	YQCG_ECOLI	
C1P614	1										1	1										B	YQFG_ECOLI	
C1P620	1										1	1										A	YSHB_ECOLI	
O32528	1			1							2	1			1							I	YPDI_ECOLI	
O32583	1										1	1										A	THIS_ECOLI	
P00582	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	DPO1_ECOLI	
P00634	1			1		1	1	1		1	6	1			1		1	1	1		1	G	PPB_ECOLI	
P00722	1	1	1	1		1				1	6	1	1	1	1		1				1	A	BGAL_ECOLI	
P00816	1										1	1										A	CYNS_ECOLI	
P00892	1				1				1	1	4	1				1				1	1	A	ILVG_ECOLI	
P00893	1			1				1			3	1			1				1			A	ILVI_ECOLI	
P00894	1							1		1	3	1							1		1	A	ILVH_ECOLI	
P00909	1		1			1	1	1		1	6	1		1			1	1	1		1	B	TRPC_ECOLI	
P00926	1		1			1	1	1			5	1		1			1	1	1			A	SDHD_ECOLI	
P00936	1			1	1	1	1	1		1	7	1			1	1	1	1	1		1	A	CYAA_ECOLI	
P00957	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	A	SYA_ECOLI	
P00960	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	A	SYGA_ECOLI	
P02919	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	B	PBPB_ECOLI	
P02921	1										1	1										B	MELB_ECOLI	
P02929	1					1	1			1	4	1					1	1			1	B	TONB_ECOLI	
P02942	1			1	1		1				4	1			1	1		1				B	MCP1_ECOLI	
P03004	1		1	1		1	1	1	1	1	8	1		1	1		1	1	1	1	1	F1	DNAA_ECOLI	
P03023	1	1	1	1			1	1	1	1	8	1	1	1	1			1	1	1	1	A	LACI_ECOLI	
P03819	1		1		1	1	1	1		1	7	1		1		1	1	1	1		1	B	KEFC_ECOLI	
P03825	1										1	1										B	PIOO_ECOLI	
P03841	1		1			1	1	1			5	1		1			1	1	1			G	MALM_ECOLI	
P03960	1			1		1	1	1		1	6	1			1		1	1	1		1	B	ATKB_ECOLI	
P04128	1					1	1				3	1					1	1				F4	FIMA1_ECOLI	
P04391	1			1				1		1	4	1			1				1		1	A	OTC1_ECOLI	
P04395	1			1				1			3	1			1				1			A	3MG2_ECOLI	
P04846	1				1	1	1	1		1	6	1				1	1	1	1		1	E	NLPA_ECOLI	
P04949	1			1			1	1			4	1			1			1	1			F4	FLIC_ECOLI	
P04994	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	A	EX7L_ECOLI	
P05041	1						1	1		1	4	1						1	1		1	A	PABB_ECOLI	
P05100	1							1		1	3	1							1		1	A	3MG1_ECOLI	
P05704	1					1	1			1	4	1					1	1			1	B	MCP3_ECOLI	
P05706	1						1				2	1						1				F1	PTHA_ECOLI	
P05707	1						1	1	1	1	5	1						1	1	1	1	A	SRLD_ECOLI	
P05791	1	1	1					1		1	5	1	1	1					1		1	A	ILVD_ECOLI	
P05825	1				1	1	1	1	1	1	7	1				1	1	1	1	1	1	H	FEPA_ECOLI	
P06134	1			1		1		1			4	1			1		1		1			A	ADA_ECOLI	
P06609	1										1	1										B	BTUC_ECOLI	
P06959	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	F1	ODP2_ECOLI	
P06972	1										1	1										B	FHUB_ECOLI	
P06974	1			1			1				3	1			1			1				F1	FLIM_ECOLI	
P06989	1							1		1	3	1							1		1	A	HIS2_ECOLI	
P07012	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	RF2_ECOLI	
P07013	1			1				1			3	1			1				1			A	PRIB_ECOLI	
P07017	1			1	1		1				4	1			1	1		1				B	MCP2_ECOLI	
P07018	1			1			1				3	1			1			1				B	MCP4_ECOLI	
P07024	1	1	1	1			1	1		1	7	1	1	1	1			1	1		1	G	USHA_ECOLI	
P07026	1					1					2	1					1					A	SDIA_ECOLI	
P07117	1				1	1	1	1	1	1	7	1				1	1	1	1	1	1	B	PUTP_ECOLI	
P07363	1		1	1			1				4	1		1	1			1				A	CHEA_ECOLI	
P07395	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	SYFB_ECOLI	
P07464	1		1	1							3	1		1	1							A	THGA_ECOLI	
P07658	1			1				1			3	1			1				1			A	FDHF_ECOLI	
P08189	1						1				2	1						1				F4	FIMF_ECOLI	
P08190	1										1	1										F4	FIMG_ECOLI	
P08191	1						1				2	1						1				F4	FIMH_ECOLI	
P08194	1	1	1	1	1	1	1	1			8	1	1	1	1	1	1	1	1			B	GLPT_ECOLI	
P08202	1			1							2	1			1							A	ARAA_ECOLI	
P08203	1										1	1										A	ARAD_ECOLI	
P08204	1					1					2	1					1					A	ARAB_ECOLI	
P08245	1			1			1	1		1	5	1			1			1	1		1	A	YCIH_ECOLI	
P08369	1										1	1										B	CRED_ECOLI	
P08372	1										1	1										B	PPDC_ECOLI	
P08390	1	1				1	1	1		1	6	1	1				1	1	1		1	A	USG_ECOLI	
P08555	1					1	1	1		1	5	1					1	1	1		1	B	DSDX_ECOLI	
P08622	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	DNAJ_ECOLI	
P08660	1	1					1	1		1	5	1	1					1	1		1	A	AK3_ECOLI	
P08722	1							1		1	3	1							1		1	B	PTV3B_ECOLI	
P08956	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	T1RK_ECOLI	
P08957	1	1	1			1	1	1		1	7	1	1	1			1	1	1		1	A	T1MK_ECOLI	
P09099	1						1	1			3	1						1	1			A	XYLB_ECOLI	
P09127	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	B	HEMX_ECOLI	
P09151	1			1				1			3	1			1				1			A	LEU1_ECOLI	
P09184	1			1				1			3	1			1				1			A	VSR_ECOLI	
P09323	1	1	1		1	1	1	1	1	1	9	1	1	1		1	1	1	1	1	1	B	PTW3C_ECOLI	
P09372	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	GRPE_ECOLI	
P09373	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	PFLB_ECOLI	
P09378	1			1							2	1			1							A	RHAR_ECOLI	
P09551	1		1			1		1		1	5	1		1			1		1		1	G	ARGT_ECOLI	
P09831	1	1	1	1	1	1	1	1		1	9	1	1	1	1	1	1	1	1		1	A	GLTB_ECOLI	
P09835	1					1		1		1	4	1					1		1		1	B	UHPB_ECOLI	
P0A698	1		1	1		1	1	1	1	1	8	1		1	1		1	1	1	1	1	F1	UVRA_ECOLI	
P0A6A6	1			1	1			1		1	5	1			1	1			1		1	A	LEUC_ECOLI	
P0A6A8	1		1			1	1	1		1	6	1		1			1	1	1		1	F1	ACP_ECOLI	
P0A6C1	1		1				1	1		1	5	1		1				1	1		1	A	END4_ECOLI	
P0A6D3	1	1	1	1		1		1		1	7	1	1	1	1		1		1		1	A	AROA_ECOLI	
P0A6E6	1		1	1	1		1	1		1	7	1		1	1	1		1	1		1	F1	ATPE_ECOLI	
P0A6F9	1		1	1		1	1	1	1	1	8	1		1	1		1	1	1	1	1	A	CH10_ECOLI	
P0A6I0	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	KCY_ECOLI	
P0A6I6	1		1	1				1		1	5	1		1	1				1		1	A	COAD_ECOLI	
P0A6L0	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	DEOC_ECOLI	
P0A6L7	1							1			2	1							1			A	UXAB_ECOLI	
P0A6M2	1					1	1	1		1	5	1					1	1	1		1	B	DSBB_ECOLI	
P0A6N8	1		1				1	1		1	5	1		1				1	1		1	A	EFPL_ECOLI	
P0A6P1	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	EFTS_ECOLI	
P0A6S3	1							1			2	1							1			G	FLGI_ECOLI	
P0A6S5	1			1	1		1			1	5	1			1	1		1			1	B	FTSB_ECOLI	
P0A6T5	1		1			1	1	1	1	1	7	1		1			1	1	1	1	1	A	GCH1_ECOLI	
P0A6U3	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	F1	MNMG_ECOLI	
P0A6U5	1	1	1			1		1		1	6	1	1	1			1		1		1	A	RSMG_ECOLI	
P0A6W0	1			1				1		1	4	1			1				1		1	A	GLSA2_ECOLI	
P0A6W3	1					1	1	1		1	5	1					1	1	1		1	B	MRAY_ECOLI	
P0A6X7	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	A	IHFA_ECOLI	
P0A6Y1	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	A	IHFB_ECOLI	
P0A6Y5	1		1			1	1	1		1	6	1		1			1	1	1		1	A	HSLO_ECOLI	
P0A6Z6	1		1	1				1		1	5	1		1	1				1		1	A	NIKR_ECOLI	
P0A705	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	IF2_ECOLI	
P0A707	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	A	IF3_ECOLI	
P0A710	1										1	1										B	ISPZ_ECOLI	
P0A712	1										1	1										B	KDGT_ECOLI	
P0A742	1		1		1	1	1	1		1	7	1		1		1	1	1	1		1	B	MSCL_ECOLI	
P0A749	1	1	1			1	1	1	1	1	8	1	1	1			1	1	1	1	1	A	MURA_ECOLI	
P0A761	1			1			1	1			4	1			1			1	1			A	NANE_ECOLI	
P0A780	1		1				1	1	1	1	6	1		1				1	1	1	1	A	NUSB_ECOLI	
P0A7A2	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	B	GPMB_ECOLI	
P0A7A7	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	F1	PLSB_ECOLI	
P0A7C8	1										1	1										B	PSIE_ECOLI	
P0A7D1	1	1	1			1	1	1		1	7	1	1	1			1	1	1		1	A	PTH_ECOLI	
P0A7G6	1	1	1	1	1	1	1	1	1		9	1	1	1	1	1	1	1	1	1		F1	RECA_ECOLI	
P0A7J7	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	RL11_ECOLI	
P0A7K2	1		1	1		1	1	1	1	1	8	1		1	1		1	1	1	1	1	A	RL7_ECOLI	
P0A7L0	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	A	RL1_ECOLI	
P0A7L3	1		1	1	1	1	1	1	1	1	9	1		1	1	1	1	1	1	1	1	A	RL20_ECOLI	
P0A7L8	1		1	1			1	1	1	1	7	1		1	1			1	1	1	1	A	RL27_ECOLI	
P0A7M2	1		1	1		1	1	1	1	1	8	1		1	1		1	1	1	1	1	A	RL28_ECOLI	
P0A7M6	1		1			1	1	1		1	6	1		1			1	1	1		1	A	RL29_ECOLI	
P0A7M9	1	1	1	1			1	1		1	7	1	1	1	1			1	1		1	A	RL31_ECOLI	
P0A7N1	1			1							2	1			1							A	RL31B_ECOLI	
P0A7N4	1		1	1			1	1	1	1	7	1		1	1			1	1	1	1	A	RL32_ECOLI	
P0A7N9	1		1	1			1	1	1	1	7	1		1	1			1	1	1	1	A	RL33_ECOLI	
P0A7P5	1		1	1			1			1	5	1		1	1			1			1	A	RL34_ECOLI	
P0A7Q1	1			1			1	1	1	1	6	1			1			1	1	1	1	A	RL35_ECOLI	
P0A7Q6	1			1			1	1	1	1	6	1			1			1	1	1	1	A	RL36_ECOLI	
P0A7R1	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	RL9_ECOLI	
P0A7S3	1		1	1		1	1	1	1	1	8	1		1	1		1	1	1	1	1	A	RS12_ECOLI	
P0A7T7	1		1	1	1	1	1	1	1	1	9	1		1	1	1	1	1	1	1	1	A	RS18_ECOLI	
P0A7U7	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	RS20_ECOLI	
P0A7V3	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	RS3_ECOLI	
P0A800	1		1			1	1	1		1	6	1		1			1	1	1		1	A	RPOZ_ECOLI	
P0A814	1			1		1				1	4	1			1		1				1	A	RUVC_ECOLI	
P0A821	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	SELA_ECOLI	
P0A830	1					1	1	1	1	1	6	1					1	1	1	1	1	B	DCTA_ECOLI	
P0A843	1			1	1	1	1		1	1	7	1			1	1	1	1		1	1	B	TATE_ECOLI	
P0A862	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	A	TPX_ECOLI	
P0A877	1		1	1				1		1	5	1		1	1				1		1	A	TRPA_ECOLI	
P0A881	1							1			2	1							1			A	TRPR_ECOLI	
P0A890	1		1	1				1			4	1		1	1				1			A	TUSA_ECOLI	
P0A898	1							1		1	3	1							1		1	A	YBEY_ECOLI	
P0A8B2	1		1					1		1	4	1		1					1		1	A	YFCN_ECOLI	
P0A8B5	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	YBAB_ECOLI	
P0A8C8	1										1	1										A	YIDD_ECOLI	
P0A8D9	1						1			1	3	1						1			1	B	YFBV_ECOLI	
P0A8G6	1		1			1	1	1		1	6	1		1			1	1	1		1	B	WRBA_ECOLI	
P0A8G9	1		1	1			1	1			5	1		1	1			1	1			A	EX7S_ECOLI	
P0A8H3	1										1	1										B	ZUPT_ECOLI	
P0A8H6	1	1	1	1			1	1		1	7	1	1	1	1			1	1		1	A	YIHI_ECOLI	
P0A8H8	1		1				1	1			4	1		1				1	1			A	YACG_ECOLI	
P0A8J2	1			1				1		1	4	1			1				1		1	A	DNAT_ECOLI	
P0A8K1	1		1		1	1	1	1	1	1	8	1		1		1	1	1	1	1	1	F1	PSD_ECOLI	
P0A8K5	1						1	1		1	4	1						1	1		1	A	YAEP_ECOLI	
P0A8K8	1					1	1	1		1	5	1					1	1	1		1	B	YIHY_ECOLI	
P0A8Q0	1			1		1	1	1		1	6	1			1		1	1	1		1	B	FRDC_ECOLI	
P0A8Q3	1					1	1	1		1	5	1					1	1	1		1	B	FRDD_ECOLI	
P0A8R0	1		1	1	1		1	1		1	7	1		1	1	1		1	1		1	A	RRAA_ECOLI	
P0A8R4	1		1			1		1		1	5	1		1			1		1		1	A	SLYX_ECOLI	
P0A8R9	1			1				1		1	4	1			1				1		1	A	HDFR_ECOLI	
P0A8S9	1			1							2	1			1							A	FLHD_ECOLI	
P0A8T1	1		1				1	1		1	5	1		1				1	1		1	A	PRMA_ECOLI	
P0A8T5	1						1				2	1						1				B	FLIE_ECOLI	
P0A8V0	1		1				1	1			4	1		1				1	1			A	RNZ_ECOLI	
P0A903	1	1	1		1	1	1	1	1	1	9	1	1	1		1	1	1	1	1	1	I	NLPB_ECOLI	
P0A905	1		1	1		1	1	1	1	1	8	1		1	1		1	1	1	1	1	I	SLYB_ECOLI	
P0A910	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	2	1	H	OMPA_ECOLI	
P0A915	1		1	1	1	1	1	1	1		8	1		1	1	1	1	1	1	1		H	OMPW_ECOLI	
P0A932	1						1		1	1	4	1						1		1	1	I	GFCE_ECOLI	
P0A964	1						1				2	1						1				A	CHEW_ECOLI	
P0A968	1			1			1	1			4	1			1			1	1			A	CSPD_ECOLI	
P0A972	1		1	1			1	1			5	1		1	1			1	1			A	CSPE_ECOLI	
P0A978	1			1				1			3	1			2				1			A	CSPG_ECOLI	
P0A982	1			1							2	1			1							A	CSPH_ECOLI	
P0A991	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	ALF1_ECOLI	
P0A9A6	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	F1	FTSZ_ECOLI	
P0A9E0	1					1		1			3	1					1		1			A	ARAC_ECOLI	
P0A9E2	1									1	2	1									1	A	SOXS_ECOLI	
P0A9F9	1			1						1	3	1			1						1	A	METR_ECOLI	
P0A9H1	1					1	1	1		1	5	1					1	1	1		1	A	MUG_ECOLI	
P0A9H5	1		1					1		1	4	1		1					1		1	A	BTUR_ECOLI	
P0A9K1	1					1		1		1	4	1					1		1		1	A	PHOH_ECOLI	
P0A9L3	1	1				1	1	1		1	6	1	1				1	1	1		1	A	FKBB_ECOLI	
P0A9M8	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	B	PTA_ECOLI	
P0A9P9	1			1				1			3	1			1				1			A	IDNO_ECOLI	
P0A9S3	1				1	1	1	1	1	1	7	1				1	1	1	1	1	1	B	GATD_ECOLI	
P0A9T6	1			1							2	1			1							A	YBAQ_ECOLI	
P0A9T8	1							1		1	3	1							1		1	F1	YBBA_ECOLI	
P0A9U6	1							1		1	3	1							1		1	A	PUUR_ECOLI	
P0A9U8	1										1	1										A	YDIO_ECOLI	
P0A9V8	1			1						1	3	1			1						1	A	YIHU_ECOLI	
P0A9X9	1			1			1	1			4	1			1			1	1			A	CSPA_ECOLI	
P0A9Y6	1		1				1	1		1	5	1		1				1	1		1	A	CSPC_ECOLI	
P0A9Z1	1	1	1	1			1	1		1	7	1	1	1	1			1	1		1	A	GLNB_ECOLI	
P0AA04	1		1				1	1		1	5	1		1				1	1		1	A	PTHP_ECOLI	
P0AA25	1		1			1	1	1	1	1	7	1		1			1	1	1	1	1	A	THIO_ECOLI	
P0AA31	1		1			1	1	1			5	1		1			1	1	1			A	YEDF_ECOLI	
P0AA57	1							1			2	1							1			G	YOBA_ECOLI	
P0AA60	1					1				1	3	1					1				1	B	YGHB_ECOLI	
P0AA67	1						1			1	3	1						1			1	B	RHTA_ECOLI	
P0AA70	1										1	1										B	YEDA_ECOLI	
P0AA76	1							1			2	1							1			B	DGOT_ECOLI	
P0AA78	1					1	1				3	1					1	1				B	EXUT_ECOLI	
P0AA80	1						1	1			3	1						1	1			B	GARP_ECOLI	
P0AA82	1				1		1			1	4	1				1		1			1	B	CODB_ECOLI	
P0AA86	1				1	1	1	1		1	6	1				1	1	1	1		1	B	DSBE_ECOLI	
P0AA89	1			1	1		1	1			5	1			1	1		1	1			A	DOSC_ECOLI	
P0AAA1	1				1	1	1	1	1	1	7	1				1	1	1	1	1	1	B	YAGU_ECOLI	
P0AAA3	1										1	1										G	MATB_ECOLI	
P0AAA5	1										1	1										B	SFA_ECOLI	
P0AAA7	1										1	1										B	WZXE_ECOLI	
P0AAA9	1										1	1										G	ZRAP_ECOLI	
P0AAC8	1		1	1			1	1		1	6	1		1	1			1	1		1	A	ISCA_ECOLI	
P0AAD4	1										1	1										B	TYRP_ECOLI	
P0AAE2	1					1				1	3	1					1				1	B	PROY_ECOLI	
P0AAF1	1			1							2	1			1							B	POTE_ECOLI	
P0AAG0	1				1		1	1		1	5	1				1		1	1		1	F1	DPPD_ECOLI	
P0AAG8	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	F1	MGLA_ECOLI	
P0AAI1	1	1		1				1		1	5	1	1		1				1		1	F1	SSUB_ECOLI	
P0AAI3	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	B	FTSH_ECOLI	
P0AAJ3	1	1	1	1		1	1	1			7	1	1	1	1		1	1	1			B	FDNH_ECOLI	
P0AAL0	1										1	1										A	NAPF_ECOLI	
P0AAL9	1										1	1										G	YKGJ_ECOLI	
P0AAM7	1										1	1										A	HYBG_ECOLI	
P0AAN5	1		1	1				1			4	1		1	1				1			A	YAIA_ECOLI	
P0AAP5	1			1							2	1			1							A	YAIV_ECOLI	
P0AAR0	1			1							2	1			1							A	YBAJ_ECOLI	
P0AAR3	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	A	YBAK_ECOLI	
P0AAR5	1										1	1										B	YBAN_ECOLI	
P0AAR8	1							1			2	1							1			G	YBAV_ECOLI	
P0AAS3	1						1	1		1	4	1						1	1		1	B	YBBJ_ECOLI	
P0AAS7	1		1				1	1			4	1		1				1	1			A	YBCJ_ECOLI	
P0AAT6	1		1				1	1		1	5	1		1				1	1		1	A	YBEB_ECOLI	
P0AAU2	1			1		1					3	1			1		1					B	YBFA_ECOLI	
P0AAU5	1										1	1										B	YBFB_ECOLI	
P0AAU7	1		1	1				1			4	1		1	1				1			A	YBFE_ECOLI	
P0AAV6	1		1				1	1			4	1		1				1	1			G	YBGS_ECOLI	
P0AAW5	1										1	1										B	YBHQ_ECOLI	
P0AAX3	1										1	1										G	YBIJ_ECOLI	
P0AAY1	1										1	1										A	BSSR_ECOLI	
P0AAZ7	1		1				1	1		1	5	1		1				1	1		1	A	YCAR_ECOLI	
P0AB01	1				1	1	1	1		1	6	1				1	1	1	1		1	B	YCBC_ECOLI	
P0AB14	1		1				1	1			4	1		1				1	1			A	YCCJ_ECOLI	
P0AB28	1		1				1	1		1	5	1		1				1	1		1	A	YCED_ECOLI	
P0AB31	1										1	1										I	YCEK_ECOLI	
P0AB35	1			1							2	1			1							B	YCFJ_ECOLI	
P0AB46	1		1	1				1			4	1		1	1				1			G	YMGD_ECOLI	
P0AB49	1					1		1			3	1					1		1			B	YCHH_ECOLI	
P0AB65	1			1				1			3	1			1				1			A	ACYP_ECOLI	
P0AB93	1			1							2	1			1							B	ARSB_ECOLI	
P0ABA0	1		1	1	1	1	1	1	1	1	9	1		1	1	1	1	1	1	1	1	B	ATPF_ECOLI	
P0ABA4	1	1	1		1	1	1	1	1	1	9	1	1	1		1	1	1	1	1	1	F1	ATPD_ECOLI	
P0ABB0	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	F1	ATPA_ECOLI	
P0ABC0	1										1	1										B	ATPZ_ECOLI	
P0ABC9	1					1	1			1	4	1					1	1			1	B	BETT_ECOLI	
P0ABD3	1	1	1			1	1	1		1	7	1	1	1			1	1	1		1	A	BFR_ECOLI	
P0ABD5	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	ACCA_ECOLI	
P0ABD8	1		1	1			1	1	1	1	7	1		1	1			1	1	1	1	A	BCCP_ECOLI	
P0ABE5	1			1							2	1			1							B	C561_ECOLI	
P0ABE9	1										1	1										A	CYNT_ECOLI	
P0ABF4	1			1			1				3	1			1			1				A	EUTM_ECOLI	
P0ABG4	1				1	1				1	4	1				1	1				1	B	FTSW_ECOLI	
P0ABG7	1				1	1	1	1		1	6	1				1	1	1	1		1	B	RODA_ECOLI	
P0ABH9	1	1	1	1	1	1	1	1	1		9	1	1	1	1	1	1	1	1	1		A	CLPA_ECOLI	
P0ABK2	1		1		1	1	1	1	1	1	8	1		1		1	1	1	1	1	1	B	CYDB_ECOLI	
P0ABL1	1					1		1			3	1					1		1			G	NRFB_ECOLI	
P0ABL8	1										1	1										B	CCMB_ECOLI	
P0ABM1	1					1		1		1	4	1					1		1		1	B	CCMC_ECOLI	
P0ABM5	1									1	2	1									1	B	CCMD_ECOLI	
P0ABN1	1					1	1	1	1	1	6	1					1	1	1	1	1	B	KDGL_ECOLI	
P0ABN5	1		1		1	1	1	1	1	1	8	1		1		1	1	1	1	1	1	B	DCUA_ECOLI	
P0ABN9	1					1					2	1					1					B	DCUB_ECOLI	
P0ABP3	1			1		1					3	1			1		1					B	DCUC_ECOLI	
P0ABP6	1				1	1	1	1		1	6	1				1	1	1	1		1	B	DEDA_ECOLI	
P0ABQ0	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	A	COABC_ECOLI	
P0ABR5	1			1				1		1	4	1			1				1		1	A	HCAE_ECOLI	
P0ABR7	1										1	1										A	YEAW_ECOLI	
P0ABR9	1										1	1										A	MHPB_ECOLI	
P0ABS8	1	1		1		1		1		1	6	1	1		1		1		1		1	A	HOLE_ECOLI	
P0ABW0	1										1	1										A	HCAC_ECOLI	
P0ABW5	1										1	1										G	SFMA_ECOLI	
P0ABX8	1			1	1						3	1			1	1						F1	FLIL_ECOLI	
P0ABY2	1			1							2	1			1							A	FLIT_ECOLI	
P0ABY7	1									1	2	1									1	A	FLHC_ECOLI	
P0ABZ1	1			1			1	1			4	1			1			1	1			F1	FLIG_ECOLI	
P0ABZ6	1	1	1	1		1	1	1	1	1	9	1	1	1	2		1	1	1	1	1	G	SURA_ECOLI	
P0AC00	1			1							2	1			1							A	FRLB_ECOLI	
P0AC05	1					1		1			3	1					1		1			B	FLIP_ECOLI	
P0AC07	1			1							2	1			1							B	FLIQ_ECOLI	
P0AC16	1		1	1						1	4	1		1	1						1	A	FOLB_ECOLI	
P0AC47	1	1	1			1	1	1		1	7	1	1	1			1	1	1		1	F1	FRDB_ECOLI	
P0AC62	1		1	1			1	1		1	6	1		1	1			1	1		1	A	GLRX3_ECOLI	
P0AC65	1										1	1										A	NRDH_ECOLI	
P0AC78	1					1		1		1	4	1					1		1		1	B	WECA_ECOLI	
P0AC92	1			1				1		1	4	1			1				1		1	A	GNSA_ECOLI	
P0AC94	1										1	1										B	GNTP_ECOLI	
P0AC96	1										1	1										B	GNTU_ECOLI	
P0ACA1	1		1			1		1			4	1		1			1		1			B	YIBF_ECOLI	
P0ACA7	1	1	1		1	1	1	1		1	8	1	1	1		1	1	1	1		1	A	YLIJ_ECOLI	
P0ACD8	1	1		1		1	1	1		1	7	1	1		1		1	1	1		1	F1	MBHL_ECOLI	
P0ACE3	1	1		1				1			4	1	1		1				1			A	HHA_ECOLI	
