ID REF	VALUE	ABS_CALL
IG 2192 3530078 3532153 rev at	565.589	2
pckA b3403 at	1983.37	2
IG 2193 3532079 3534413 fwd at	158.944	2
envZ b3404 at	220.924	2
ompR b3405 at	423.96	2
IG 2194 3534223 3541709 rev at	136.166	2
greB b3406 at	186.07	2
IG 2195 3534927 3535121 fwd at	195.171	2
yhgF b3407 at	273.071	0
IG 2196 3537345 3537798 fwd at	1102.6	2
feoA b3408 at	2769.29	2
feoB b3409 at	703.061	2
yhgG b3410 at	361.304	2
IG 2197 3540601 3540802 fwd at	303.719	0
yhgA b3411 at	301.863	2
bioH b3412 at	270.308	2
yhgH b3413 at	543.491	2
IG 2198 3542481 3545618 rev at	135.649	2
IG 2199 3543202 3543259 fwd at	648.523	2
yhgI b3414 at	692.255	2
IG 2200 3543836 3544194 fwd at	39.699	2
gntT b3415 at	219.608	2
IG 2201 3545509 3550717 fwd at	511.534	2
malQ b3416 at	237.923	2
malP b3417 at	791.448	2
IG 2202 3550107 3553465 rev at	80.178	0
malT b3418 at	505.735	2
IG 2203 3553424 3555899 fwd at	961.127	
yhgJ b3419 at	122.942	
rtcA b3420 at	106.443	0
rtcB b3421 at	278.006	0
IG 2204 3555712 3557479 rev at	398.434	0
rtcR b3422 at	128.688	0
glpR b3423 at	371.365	2
IG 2205 3557499 3559645 fwd at	309.748	2
glpG b3424 at	323.051	2
IG 2206 3559086 3559129 rev at	384.789	2
glpE b3425 at	131.492	2
IG 2207 3559457 3561356 rev at	505.26	2
glpD b3426 at	2632.41	2
IG 2208 3561152 3572703 fwd at	699.713	2
yzgL b3427 at	403.773	2
IG 2209 3561651 3561766 rev at	609.831	2
glgP b3428 at	281.24	2
glgA b3429 at	382.398	2
glgC b3430 at	530.98	2
glgX b3431 at	760.951	2
glgB b3432 at	237.796	2
IG 2210 3571136 3571407 rev at	752.901	2
asd b3433 at	614.366	2
IG 2211 3572512 3573353 rev at	488.388	2
yhgN b3434 at	963.559	2
IG 2212 3573298 3578768 fwd at	797.933	2
gntU 2 b3435 at	206.938	
gntU 1 b3436 at	82.66	
gntK b3437 at	110.501	
IG 2213 3575186 3575415 rev at	212.511	2
gntR b3438 at	431.687	2
IG 2214 3576358 3576580 rev at	530.335	2
yhhW b3439 at	121.145	2
IG 2215 3577277 3577398 rev at	699.483	2
yhhX b3440 at	946.015	2
IG 2216 3578437 3582711 rev f at	11.422	
yhhY b3441 at	771.101	2
IG 2217 3579258 3579493 fwd at	156.502	0
yhhZ b3442 at	158.931	0
yrhA b3443 f at	282.535	0
IG 2218 3581812 3582389 fwd at	756.428	
yrhB b3446 at	224.788	0
IG 2219 3582675 3584573 fwd at	292.471	
ggt b3447 at	118.929	0
IG 2220 3584455 3585000 rev at	166.384	0
yhhA b3448 at	226.281	2
ugpQ b3449 at	1301.81	2
IG 2221 3585015 3595614 fwd at	627.914	2
ugpC b3450 at	269.885	0
ugpE b3451 at	306.372	0
ugpA b3452 at	258.564	0
IG 2222 3588543 3588639 rev at	114.559	0
ugpB b3453 at	128.379	
IG 2223 3589957 3590354 rev at	584.164	2
livF b3454 at	361.202	0
livG b3455 at	243.354	0
livM b3456 at	623.395	0
livH b3457 at	931.171	1
livK b3458 at	808.157	0
IG 2224 3595192 3596185 rev f at	279.947	2
yhhK b3459 at	292.775	
IG 2225 3595999 3602023 fwd at	121.943	2
livJ b3460 at	205.006	0
IG 2226 3597347 3597559 rev at	187.789	0
rpoH b3461 at	687.785	2
IG 2227 3598415 3598658 rev at	683.897	2
ftsX b3462 at	202.261	0
ftsE b3463 at	311.878	2
ftsY b3464 at	548.341	2
IG 2228 3601875 3602881 rev at	178.037	
yhhF b3465 at	304.458	2
yhhL b3466 at	296.961	
IG 2229 3602880 3603381 fwd at	123.032	2
yhhM b3467 at	182.141	2
IG 2230 3603242 3606381 rev at	709.133	2
yhhN b3468 at	219.682	2
IG 2231 3604009 3604081 fwd at	427.021	2
zntA b3469 at	633.065	2
IG 2232 3606281 3606847 fwd at	743.406	2
yhhP b3470 at	260.977	2
IG 2233 3606628 3608146 rev at	714.223	2
yhhQ b3471 at	127.623	2
b3472 at	841.369	2
yhhS b3473 at	199.193	2
IG 2234 3609407 3623309 rev f at	280.602	2
yhhT b3474 at	912.008	
IG 2235 3610546 3610599 fwd at	894.544	2
yhhU b3475 at	157.134	2
IG 2236 3611188 3611297 fwd at	209.019	2
nikA b3476 at	312.827	2
nikB b3477 at	413.368	2
nikC b3478 at	224.307	2
nikD b3479 at	315.835	2
nikE b3480 at	240.078	2
yhhG b3481 at	158.517	2
IG 2237 3616621 3616822 fwd at	151.187	
rhsB b3482 at	278.485	
yhhH b3483 at	238.891	2
IG 2238 3621414 3622008 fwd f at	912.754	2
yhhI b3484 s at	-131.864	0
IG 2239 3623146 3632371 fwd at	284.504	2
yhhJ b3485 at	213.606	
yhiH b3486 at	156.966	0
IG 2240 3627119 3627164 rev at	118.969	0
yhiI b3487 at	361.576	2
IG 2241 3628233 3628597 rev at	455.892	2
yhiJ b3488 at	156.771	
IG 2242 3630221 3630481 rev at	682.701	0
yhiK b3489 at	151.122	0
yhiL b3490 at	285.092	
IG 2243 3632089 3633837 rev at	157.547	0
yhiM b3491 at	677.301	0
IG 2244 3633524 3635271 fwd at	248.574	2
yhiN b3492 at	199.349	0
IG 2245 3635041 3637014 rev at	952.142	2
pitA b3493 at	322.748	2
IG 2246 3636772 3637740 fwd f at	1469.97	2
yhiO b3494 at	627.703	
IG 2247 3637351 3640009 rev at	638.682	2
uspA b3495 at	3818.56	2
IG 2248 3638176 3638491 fwd at	314.871	2
yhiP b3496 at	462.249	2
IG 2249 3639962 3643014 fwd at	743.492	0
yhiQ b3497 at	890.547	0
prlC b3498 at	306.132	2
IG 2250 3642813 3649811 rev f at	350.983	2
yhiR b3499 at	414.461	2
IG 2251 3643858 3643928 fwd at	201.271	2
gor b3500 at	544.217	2
IG 2252 3645282 3646157 fwd at	512.523	
arsR b3501 at	280.282	0
IG 2253 3646512 3646543 fwd at	184.813	2
arsB b3502 at	184.458	
arsC b3503 at	201.755	2
IG 2254 3648293 3648920 fwd at	111.148	0
yhiS b3504 at	529.034	0
IG 2255 3649704 3651557 fwd at	458.712	0
IG 2256 3650829 3652884 rev at	182.864	0
slp b3506 at	69.395	2
IG 2257 3652158 3652312 fwd at	923.204	
yhiF b3507 at	212.531	
IG 2258 3652844 3654624 fwd at	208.069	2
yhiD b3508 at	218.759	0
IG 2259 3653533 3653595 rev at	56.291	0
hdeB b3509 at	255.517	2
IG 2260 3653935 3654037 rev at	136.201	2
hdeA b3510 at	382.94	2
IG 2261 3654371 3661519 rev at	230.196	0
hdeD b3511 at	73.496	2
IG 2262 3655198 3655995 fwd at	812.223	2
yhiE b3512 at	677.168	2
IG 2263 3656524 3656861 fwd at	395.993	
yhiU b3513 at	848.641	0
yhiV b3514 at	126.848	
IG 2264 3661158 3667221 fwd at	496.978	2
yhiW b3515 at	332.883	
IG 2265 3662249 3662615 rev at	655.968	2
yhiX b3516 at	231.586	2
IG 2266 3663441 3663809 rev at	981.719	
gadA b3517 at	-688.682	0
IG 2267 3665211 3665420 rev at	327.242	0
yhjA b3518 at	140.669	2
IG 2268 3666819 3668921 rev at	540.859	
treF b3519 at	886.282	2
IG 2269 3668872 3669971 fwd at	142.61	0
yhjB b3520 at	130.467	
IG 2270 3669525 3673919 rev at	306.171	
yhjC b3521 at	141.707	0
IG 2271 3670944 3670991 fwd at	136.004	2
yhjD b3522 at	100.384	
IG 2272 3672006 3672415 fwd at	632.062	
yhjE b3523 at	933.866	0
IG 2273 3673739 3676829 fwd at	0.342661	0
yhjG b3524 at	907.785	0
IG 2274 3675996 3676049 rev at	644.015	
yhjH b3525 at	145.003	0
IG 2275 3676821 3678073 rev at	232.738	2
kdgK b3526 at	248.466	2
IG 2276 3677979 3694086 fwd at	549.184	2
yhjJ b3527 at	210.917	2
IG 2277 3679571 3679790 rev at	131.8	2
dctA b3528 at	238.862	2
IG 2278 3681078 3681259 rev at	197.324	2
yhjK b3529 at	297.026	2
IG 2279 3683216 3683329 rev at	733.732	0
yhjL b3530 at	84.873	2
yhjM b3531 at	114.702	
yhjN b3532 at	737.291	2
yhjO b3533 at	104.989	
yhjQ b3534 at	250.556	2
IG 2280 3693591 3693625 rev f at	513.518	2
yhjR b3535 at	426.215	2
IG 2281 3693815 3699492 rev at	223.797	2
yhjS b3536 at	526.013	2
yhjT b3537 at	370.504	2
yhjU b3538 at	107.355	
IG 2282 3697523 3698191 fwd at	195.414	
yhjV b3539 at	865.687	2
IG 2283 3699464 3710720 fwd at	419.624	2
dppF b3540 at	391.85	2
dppD b3541 at	458.647	2
dppC b3542 at	415.358	2
dppB b3543 at	194.591	2
IG 2284 3703420 3703726 rev at	332.654	2
dppA b3544 at	1313.84	2
IG 2285 3705335 3706244 rev at	239.079	2
proK b3545 at	120.985	2
IG 2286 3706322 3706412 rev at	281.951	2
yhjW b3546 at	138.178	2
IG 2287 3708138 3708427 rev at	110.202	
yhjX b3547 at	243.854	
IG 2288 3709637 3709864 rev at	787.015	0
yhjY b3548 at	285.454	0
IG 2289 3710570 3711689 rev at	410.952	2
tag b3549 at	171.489	2
yiaC b3550 at	387.661	2
bisC b3551 at	103.811	2
IG 2290 3711722 3714175 fwd at	150.364	0
IG 2291 3713910 3715962 rev at	480.507	2
yiaD b3552 at	159.675	0
IG 2292 3714836 3714926 fwd at	218.061	
yiaE b3553 at	298.172	2
IG 2293 3715914 3717106 fwd at	395.762	0
yiaF b3554 at	549.548	2
IG 2294 3716794 3719956 rev at	19.747	
yiaG b3555 at	462.925	0
IG 2295 3717398 3717677 fwd at	3414.4	2
cspA b3556 at	1836.47	2
IG 2296 3717891 3718308 fwd at	107.218	
yi5A b3557 at	480.448	
t150 b3558 at	340.447	2
IG 2297 3719679 3723515 fwd at	355.334	0
glyS b3559 at	1196.41	2
glyQ b3560 at	758.38	2
IG 2298 3722948 3724552 rev at	258.569	0
yiaH b3561 at	543.598	0
IG 2299 3724512 3728759 fwd at	301.897	0
yiaA b3562 at	24.278	2
IG 2300 3724994 3725035 rev at	158.075	0
yiaB b3563 at	0.0978598	
IG 2301 3725390 3725545 rev at	-336.504	0
xylB b3564 at	2253.18	0
IG 2302 3727001 3727071 rev at	122.752	0
xylA b3565 at	299.385	2
IG 2303 3728395 3733981 rev at	115.576	2
xylF b3566 at	550.157	0
IG 2304 3729753 3729829 fwd at	1242.93	0
xylG b3567 at	183.635	0
xylH b3568 at	880.397	0
IG 2305 3732531 3732607 fwd at	133.028	2
xylR b3569 at	631.239	2
IG 2306 3733787 3735125 fwd at	623.696	2
bax b3570 f at	228.889	2
IG 2307 3734807 3738737 rev at	126.493	2
malS b3571 at	903.692	2
IG 2308 3737157 3737333 fwd at	576.037	
avtA b3572 at	228.165	
IG 2309 3738588 3740361 fwd at	484.724	
yiaI b3573 at	626.934	2
IG 2310 3739212 3739312 rev at	452.316	0
yiaJ b3574 at	100.69	2
IG 2311 3740162 3748757 rev at	387.862	2
yiaK b3575 at	399.156	0
yiaL b3576 at	56.45	0
IG 2312 3741840 3741956 fwd at	55.511	0
yiaM b3577 at	230.223	0
yiaN b3578 at	101.733	0
yiaO b3579 at	359.892	0
lyxK b3580 at	775.173	2
sgbH b3581 at	628.979	2
sgbU b3582 at	154.175	0
sgbE b3583 at	212.081	0
IG 2313 3748412 3749621 fwd at	801.393	0
yiaT b3584 at	504.021	0
IG 2314 3749499 3750592 rev at	13.812	0
yiaU b3585 at	818.372	1
yiaV b3586 at	371.734	
IG 2315 3750597 3759809 fwd at	260.222	
yiaW b3587 at	560.612	0
IG 2316 3752059 3752602 rev at	508.945	0
aldB b3588 at	106.746	2
IG 2317 3754232 3754305 rev at	109.408	
yiaY b3589 at	774.601	0
IG 2318 3755455 3755643 rev at	812.993	0
selB b3590 at	168.334	0
selA b3591 at	769.817	2
IG 2319 3758877 3758973 rev at	195.292	2
yibF b3592 at	147.325	
IG 2320 3759583 3767869 rev at	568.344	0
rhsA b3593 at	976.036	
yibA b3594 at	554.181	
IG 2321 3764807 3764847 fwd at	314.788	0
yibJ b3595 at	22.938	0
IG 2322 3765550 3765803 fwd at	955.804	0
yibG b3596 at	-130.451	0
IG 2323 3766266 3769907 fwd at	277.427	0
yibH b3597 at	115.038	2
yibI b3598 at	139.656	0
IG 2324 3769372 3779367 rev at	111.221	2
mtlA b3599 at	444.293	2
IG 2325 3771822 3772050 fwd at	198.117	
mtlD b3600 at	296.825	2
mtlR b3601 at	253.687	2
IG 2326 3773787 3774291 fwd at	632.367	2
yibL b3602 at	557.69	2
IG 2327 3774655 3775025 fwd at	183.464	
lldP b3603 at	113.766	2
lldR b3604 at	237.821	
lldD b3605 at	502.539	
IG 2328 3778645 3778841 fwd at	289.122	2
yibK b3606 at	336.93	2
IG 2329 3779316 3782886 fwd at	177.47	2
cysE b3607 at	519.792	2
IG 2330 3780190 3780268 rev at	308.397	2
gpsA b3608 at	987.41	2
secB b3609 at	1225.39	2
IG 2331 3781756 3781817 rev at	1362.73	2
grxC b3610 at	1275.11	2
IG 2332 3782070 3782210 rev at	932.901	2
yibN b3611 at	744.244	2
IG 2333 3782643 3786673 rev at	570.923	2
yibO b3612 at	1338.67	2
yibP b3613 at	209.469	2
IG 2334 3785725 3785853 fwd at	147.782	2
yibQ b3614 at	531.083	
yibD b3615 at	493.797	0
IG 2335 3786688 3791613 fwd at	194.072	2
IG 2336 3787709 3787946 rev at	485.484	2
tdh b3616 at	1298.25	2
kbl b3617 at	1613.93	2
IG 2337 3790179 3790452 rev at	865.133	
htrL b3618 at	156.847	2
IG 2338 3791326 3795865 rev at	171.115	
rfaD b3619 at	1173.16	2
rfaF b3620 at	420.888	2
rfaC b3621 at	320.587	2
rfaL b3622 at	165.163	2
IG 2339 3795835 3806166 fwd at	36.54	2
rfaK b3623 at	233.672	2
IG 2340 3796940 3796971 rev at	981.016	2
rfaZ b3624 at	131.306	2
IG 2341 3797824 3797893 rev at	235.3	2
rfaY b3625 at	256.06	2
rfaJ b3626 at	203.411	2
IG 2342 3799627 3799665 rev at	366.222	2
rfaI b3627 at	343.745	2
rfaB b3628 at	161.594	2
rfaS b3629 at	111.262	2
IG 2343 3802744 3802779 rev at	297.358	2
rfaP b3630 at	161.258	2
rfaG b3631 at	261.897	2
rfaQ b3632 at	192.03	2
IG 2344 3805726 3807969 rev at	137.807	0
kdtA b3633 at	222.197	2
kdtB b3634 at	242.123	2
IG 2345 3807932 3810285 fwd at	191.803	
mutM b3635 at	166.184	2
IG 2346 3808780 3808876 rev at	56.944	2
rpmG b3636 at	3213.14	2
rpmB b3637 at	3113.7	2
IG 2347 3809302 3809517 rev at	2914.79	2
radC b3638 at	807.372	2
IG 2348 3810193 3812753 rev at	769.286	2
dfp b3639 at	558.737	2
dut b3640 at	330.051	2
IG 2349 3812015 3812078 fwd at	459.332	2
ttk b3641 at	356.43	2
IG 2350 3812718 3814302 fwd at	645.829	0
pyrE b3642 at	101.515	2
IG 2351 3813396 3813489 rev at	184.876	2
rph b3643 at	160.218	
IG 2352 3814177 3817114 rev at	326.909	2
yicC b3644 at	973.234	2
IG 2353 3815167 3815374 fwd at	989.533	0
dinD b3645 at	172.266	2
IG 2354 3816212 3816446 fwd at	496.459	2
yicG b3646 at	133.752	2
yicF b3647 at	549.604	0
IG 2355 3817119 3819054 fwd at	836.464	0
IG 2356 3818804 3825086 rev at	109.536	2
gmk b3648 at	813.751	2
IG 2357 3819679 3819732 fwd at	685.159	2
rpoZ b3649 at	926.778	2
spoT b3650 at	351.272	2
spoU b3651 at	361.952	2
recG b3652 at	166.375	2
IG 2358 3824919 3826571 fwd at	630.325	0
gltS b3653 at	106.769	0
IG 2359 3826293 3829845 rev at	836.565	
yicE b3654 at	100.044	0
IG 2360 3827964 3828083 fwd at	145.514	0
yicH b3655 at	203.855	2
IG 2361 3829794 3833848 fwd at	654.393	
yicI b3656 at	170.387	2
yicJ b3657 at	332.16	0
IG 2362 3833614 3836801 rev at	490.288	0
selC b3658 at	319.113	0
IG 2363 3833944 3834579 fwd at	107.032	0
yicK b3659 at	326.508	0
IG 2364 3835765 3835874 fwd at	101.001	0
yicL b3660 at	202.932	0
IG 2365 3836799 3841590 fwd at	842.806	2
nlpA b3661 at	123.317	2
IG 2366 3837621 3838175 rev at	892.862	0
yicM b3662 at	126.393	0
IG 2367 3839532 3839576 rev f at	650.185	2
yicN b3663 at	189.009	0
yicO b3664 at	56.042	0
IG 2368 3841495 3843402 rev at	14.548	0
yicP b3665 at	615.226	0
IG 2369 3843358 3851542 fwd at	72.2	2
uhpT b3666 at	-244.8	
IG 2370 3844795 3844931 rev at	959.748	0
uhpC b3667 at	193.456	
uhpB b3668 at	105.052	0
uhpA b3669 at	299.77	2
IG 2371 3848354 3848428 rev at	946.297	2
ilvN b3670 at	483.439	2
ilvB b3671 at	391.731	2
ivbL b3672 at	1858.66	2
IG 2372 3850616 3852740 rev at	183.921	0
emrD b3673 at	232.102	
IG 2373 3852734 3854041 fwd at	308.824	
yidF b3674 at	131.777	2
yidG b3675 at	153.561	
yidH b3676 at	370.704	2
IG 2374 3853935 3854537 rev at	196.188	2
yidI b3677 at	140.506	
IG 2375 3854492 3857879 fwd at	131.934	0
yidJ b3678 at	550.335	0
yidK b3679 at	796.642	0
IG 2376 3857744 3858975 rev at	154.144	0
yidL b3680 at	508.237	
IG 2377 3858804 3861525 fwd at	314.111	0
glvG b3681 at	119.392	0
glvB b3682 at	350.788	0
glvC b3683 at	746.869	2
IG 2378 3861492 3862238 rev at	189.266	0
yidP b3684 at	53.605	0
yidE b3685 at	436.232	2
IG 2379 3862243 3865279 fwd at	801.776	0
IG 2380 3863925 3864095 rev at	50.292	
ibpB b3686 at	925.809	2
IG 2381 3864531 3864635 rev at	155.926	0
ibpA b3687 at	53.35	0
IG 2382 3865050 3865688 rev at	622.081	
yidQ b3688 at	730.06	2
IG 2383 3865688 3866982 fwd at	104.601	0
yidR b3689 at	210.81	2
IG 2384 3866940 3868064 rev at	10.113	
yidS b3690 at	439.079	2
dgoT b3691 at	133.636	0
IG 2385 3868069 3873121 fwd at	582.946	0
IG 2386 3869403 3869476 rev at	291.221	0
dgoA b3692 at	775.024	0
dgoK b3693 at	525.002	
b3694 at	422.573	
yidW b3695 at	167.562	
IG 2387 3872788 3873767 rev at	471.394	0
yidX b3696 at	755.091	2
yidA b3697 at	506.935	2
IG 2388 3873794 3881964 fwd f at	328.292	
IG 2389 3874581 3874694 rev at	480.161	0
yidB b3698 at	131.248	2
IG 2390 3875103 3875332 rev at	57.835	0
gyrB b3699 at	343.846	2
recF b3700 at	554.952	
dnaN b3701 at	333.378	2
dnaA b3702 at	500.759	2
IG 2391 3881358 3892900 rev at	315.379	2
rpmH b3703 at	1319.6	2
rnpA b3704 at	803.996	2
IG 2392 3882482 3882704 fwd at	1133.93	2
yidC b3705 at	254.296	2
IG 2393 3884352 3884456 fwd at	246.802	2
thdF b3706 at	204.859	2
IG 2394 3885822 3886063 fwd at	528.411	
tnaL b3707 at	5851.81	2
IG 2395 3886139 3886343 fwd at	3718.53	2
tnaA b3708 at	4539.56	2
IG 2396 3887775 3887864 fwd at	2322.02	2
tnaB b3709 at	493.065	2
IG 2397 3889113 3889243 fwd at	773.691	2
yidY b3710 at	645.262	0
yidZ b3711 at	485.967	0
IG 2398 3891354 3891497 fwd at	365.734	2
yieE b3712 at	409.189	2
yieF b3713 at	297.011	2
IG 2399 3892848 3894402 fwd at	501.841	2
yieG b3714 at	155.217	
IG 2400 3894239 3896310 rev at	477.511	0
yieH b3715 at	147.029	2
IG 2401 3895069 3895134 fwd at	262.852	0
yieI b3716 at	382.223	
IG 2402 3895603 3895650 fwd at	998.388	2
yieJ b3717 at	132.292	2
IG 2403 3896239 3924782 fwd at	487.221	2
yieK b3718 at	136.776	0
IG 2404 3896953 3897035 rev at	386.568	0
yieL b3719 at	359.219	0
yieC b3720 at	563.136	0
IG 2405 3899849 3899916 rev at	72.259	
bglB b3721 at	377.716	1
bglF b3722 at	674.632	0
IG 2406 3903226 3903358 rev at	754.664	
bglG b3723 at	124.919	0
IG 2407 3904196 3904480 rev at	135.586	0
phoU b3724 at	146.823	
pstB b3725 at	456.201	2
IG 2408 3905995 3906176 rev at	821.954	
pstA b3726 at	160.103	2
pstC b3727 at	935.538	
IG 2409 3908027 3908112 rev at	11.803	0
pstS b3728 at	195.328	2
IG 2410 3909154 3909466 rev at	589.692	2
glmS b3729 at	692.083	2
IG 2411 3911297 3911457 rev at	559.579	2
glmU b3730 at	1074.83	2
IG 2412 3912829 3913180 rev at	879.559	2
atpC b3731 at	2186.51	2
atpD b3732 at	2361.16	2
atpG b3733 at	2439.28	2
IG 2413 3915894 3915943 rev at	492.948	2
atpA b3734 at	2029.37	2
atpH b3735 at	3508.06	2
atpF b3736 at	2629.15	2
IG 2414 3918517 3918577 rev at	916.393	2
atpE b3737 at	2358.51	2
atpB b3738 at	1205.85	2
atpI b3739 at	891.158	2
IG 2415 3920081 3920684 rev at	458.648	2
gidB b3740 at	865.187	2
IG 2416 3921309 3921371 rev at	380.969	2
gidA b3741 at	135.197	2
IG 2417 3923262 3923639 rev at	133.739	2
mioC b3742 at	699.299	2
IG 2418 3924084 3924172 rev at	455.956	
asnC b3743 at	119.429	
IG 2419 3924632 3925779 rev at	640.062	
asnA b3744 at	178.619	2
IG 2420 3925776 3928942 fwd at	151.009	2
yieM b3745 at	306.999	2
IG 2421 3927064 3927223 rev at	520.611	2
yieN b3746 at	923.448	2
IG 2422 3928745 3936810 rev at	163.62	2
kup b3747 at	962.369	
IG 2423 3930503 3930940 fwd at	158.132	
rbsD b3748 at	2835.37	2
rbsA b3749 at	867.267	2
rbsC b3750 at	1981.21	2
rbsB b3751 f at	3074.64	2
IG 2424 3934795 3934919 fwd at	1048.97	2
rbsK b3752 at	731.685	2
rbsR b3753 at	264.305	2
yieO b3754 at	115.453	2
IG 2425 3936846 3939430 fwd f at	1258.83	
yieP b3755 at	721.229	2
IG 2426 3938807 3944751 rev f at	300.734	2
rrsC b3756 f at	13258.1	2
IG 2427 3940972 3941056 fwd f at	2886.12	2
gltU b3757 s at	2587.54	2
IG 2428 3941133 3941325 fwd f at	4518.13	2
rrlC b3758 f at	7307.93	2
IG 2429 3944232 3944323 fwd f at	3807.05	2
rrfC b3759 s at	13306.5	2
IG 2430 3944444 3944495 fwd s at	473.891	2
aspT b3760 s at	1174.65	2
trpT b3761 at	201.244	2
IG 2431 3944657 3945708 fwd at	753.307	2
yifA b3762 at	215.548	2
pssR b3763 at	195.259	
IG 2432 3945591 3946071 rev at	481.442	2
yifE b3764 at	887.84	2
IG 2433 3946048 3947944 fwd at	119.933	
yifB b3765 at	901.011	
IG 2434 3947623 3954547 rev at	530.456	2
ilvL b3766 at	1562.36	2
IG 2435 3948044 3948182 fwd at	395.979	2
ilvG 1 b3767 at	983.866	
ilvM b3769 at	130.973	
ilvE b3770 at	1770.78	2
IG 2436 3951037 3951131 fwd at	121.983	2
ilvD b3771 at	259.47	0
ilvA b3772 at	166.886	
IG 2437 3954497 3955590 fwd f at	121.934	
ilvY b3773 at	197.797	
IG 2438 3955442 3957149 rev at	911.323	
ilvC b3774 at	241.82	2
IG 2439 3957067 3958291 fwd at	20.634	0
ppiC b3775 at	428.192	2
IG 2440 3957432 3957626 rev at	825.061	0
b3776 at	148.925	2
yifN b3777 at	137.901	2
IG 2441 3958118 3960359 rev f at	393.936	0
rep b3778 at	182.119	0
IG 2442 3960314 3963321 fwd f at	293.45	2
gppA b3779 at	255.667	2
IG 2443 3961845 3961979 rev at	607.857	2
rhlB b3780 at	683.138	2
IG 2444 3963246 3981964 rev at	995.722	2
trxA b3781 at	1298.53	2
IG 2445 3963706 3963845 fwd at	849.19	2
rhoL b3782 at	2087.21	2
IG 2446 3963948 3964031 fwd at	1883.22	2
rho b3783 at	718.738	2
IG 2447 3965292 3965530 fwd at	746.786	2
rfe b3784 at	290.879	2
wzzE b3785 at	408.938	2
wecB b3786 at	444.849	
wecC b3787 at	527.828	2
rffG b3788 at	292.493	2
rffH b3789 at	345.865	2
IG 2448 3972102 3972207 fwd at	201.855	
wecD b3790 at	406.714	2
wecE b3791 at	261.778	2
wzxE b3792 at	133.513	2
wecF b3793 at	191.936	0
wecG b3794 at	125.561	2
IG 2449 3978310 3978499 fwd at	667.431	2
yifK b3795 at	320.954	2
IG 2450 3979886 3979987 fwd at	111.409	0
argX b3796 at	807.063	2
IG 2451 3980065 3980121 fwd at	910.351	2
hisR b3797 at	1217.52	2
leuT b3798 s at	1770.7	2
IG 2452 3980306 3980347 fwd at	2058.32	2
proM b3799 at	71.443	0
IG 2453 3980425 3980570 fwd at	213.876	
aslB b3800 at	126.233	2
IG 2454 3981807 3988765 fwd at	398.083	2
aslA b3801 at	551.847	2
IG 2455 3983621 3984298 rev at	121.191	0
hemY b3802 at	363.745	0
hemX b3803 at	557.857	2
hemD b3804 at	704.083	2
hemC b3805 at	650.408	2
IG 2456 3988401 3991351 rev at	654.812	
cyaA b3806 at	147	2
IG 2457 3991313 3991462 fwd at	123.215	0
cyaY b3807 at	241.029	2
b3808 at	470.148	0
IG 2458 3991673 3997904 rev at	986.714	2
IG 2459 3991949 3992371 fwd at	944.263	2
dapF b3809 at	1095.36	2
yigA b3810 at	501.032	2
xerC b3811 at	393.782	2
yigB b3812 at	249.806	2
IG 2460 3995513 3995595 fwd at	234.662	2
uvrD b3813 at	293.982	2
IG 2461 3997759 3999037 fwd at	166.767	2
b3814 at	116.183	0
yigE b3815 at	157.035	0
IG 2462 3998669 4000030 rev at	58.339	0
corA b3816 at	779.493	0
IG 2463 3999989 4002472 fwd at	721.973	0
yigF b3817 at	169.934	0
yigG b3818 at	916.009	0
IG 2464 4000842 4000899 rev at	416.749	0
rarD b3819 at	913.776	2
IG 2465 4001803 4001840 rev at	11.932	0
yigI b3820 at	889.305	0
IG 2466 4002327 4006045 rev at	26.214	2
pldA b3821 at	448.549	2
IG 2467 4003343 4003468 fwd at	375.428	0
recQ b3822 at	190.197	0
IG 2468 4005302 4005615 fwd at	147.371	
yigJ b3823 at	115.194	2
IG 2469 4005985 4006775 fwd at	194.718	2
yigK b3824 at	512.428	
IG 2470 4006463 4009452 rev at	169.636	2
pldB b3825 at	292.828	2
IG 2471 4007799 4007917 fwd at	441.449	2
yigL b3826 at	192.171	2
IG 2472 4008434 4008665 fwd at	404.368	2
yigM b3827 at	181.992	0
metR b3828 at	142.141	0
IG 2473 4009566 4010642 fwd at	179.355	2
IG 2474 4010407 4012720 rev at	703.277	0
metE b3829 at	146.85	0
ysgA b3830 at	600.942	
IG 2475 4012905 4014017 fwd at	942.802	2
IG 2476 4013720 4021922 rev at	98.535	2
udp b3831 at	1233.44	2
IG 2477 4014780 4014919 fwd at	837.998	2
yigN b3832 at	395.939	2
IG 2478 4016348 4016441 fwd at	423.435	2
ubiE b3833 at	527.546	2
yigP b3834 at	520.123	2
yigR b3835 at	542.627	2
IG 2479 4019454 4019489 fwd at	878.336	2
b3836 at	1193.19	2
b3837 at	587.565	2
b3838 at	1280.31	2
yigU b3839 at	315.034	2
yigW 1 b3840 at	267.707	2
yigW 2 b3841 at	112.372	2
rfaH b3842 at	846.632	
IG 2480 4021927 4022577 fwd at	164.53	2
IG 2481 4022412 4025198 rev at	264.934	2
yigC b3843 at	729.952	2
IG 2482 4024072 4024116 fwd at	2115.31	2
ubiB b3844 at	699.633	2
IG 2483 4024819 4028750 fwd f at	138.065	2
fadA b3845 at	185.498	0
fadB b3846 at	465.894	0
IG 2484 4028562 4038485 rev f at	984.369	2
pepQ b3847 at	638.679	2
yigZ b3848 at	363.814	2
