ID REF	VALUE	ABS_CALL
hypD b2729 at	587.857	2
IG 1781 2851281 2851318 fwd at	907.673	2
hypE b2730 at	269.336	2
IG 1782 2852288 2852360 fwd at	527.369	2
fhlA b2731 at	224.958	2
IG 1783 2854440 2855115 fwd at	924.266	0
ygbA b2732 at	111.705	2
IG 1784 2854830 2858489 rev at	157.021	
mutS b2733 at	387.209	2
IG 1785 2857678 2857782 fwd at	551.071	
pphB b2734 at	241.515	0
IG 1786 2858440 2859452 fwd at	135.199	0
ygbI b2735 at	821.225	2
IG 1787 2859288 2864581 rev at	100.452	0
b2736 at	166.073	2
b2737 at	164.788	0
IG 1788 2861525 2861615 fwd at	271.414	0
ygbL b2738 at	554.639	2
ygbM b2739 at	119.677	
IG 1789 2863036 2863123 fwd at	109.789	
b2740 at	117.172	0
IG 1790 2864489 2874603 fwd at	139.223	2
rpoS b2741 at	474.448	2
IG 1791 2865575 2865636 rev at	984.953	2
nlpD b2742 at	1662.09	2
IG 1792 2866777 2866915 rev at	430.69	2
pcm b2743 at	651.469	2
surE b2744 at	443.952	2
ygbO b2745 at	714.059	2
ygbB b2746 at	378.225	2
ygbP b2747 at	217.991	2
b2748 at	375.846	2
IG 1793 2870844 2871036 rev at	398.16	2
ygbE b2749 at	168.706	2
IG 1794 2871361 2871409 rev at	865.796	2
cysC b2750 at	218.233	
cysN b2751 at	295.712	
cysD b2752 at	267.709	
IG 1795 2874353 2876591 rev at	257.147	0
iap b2753 at	117.02	
IG 1796 2875642 2890236 fwd at	714.032	0
ygbF b2754 at	546.157	2
b2755 at	785.949	2
b2756 at	313.131	0
b2757 at	23.634	0
b2758 at	941.769	0
ygcK b2759 at	206.156	2
b2760 at	443.635	
IG 1797 2882162 2882575 rev at	353.641	0
ygcB b2761 at	334.839	2
IG 1798 2885243 2885600 rev at	656.465	0
cysH b2762 at	592.049	
IG 1799 2886336 2886409 rev f at	1016.84	2
cysI b2763 at	428.967	
cysJ b2764 at	304.199	
IG 1800 2889922 2892941 rev at	619.855	
ygcM b2765 at	141.136	0
IG 1801 2890603 2890649 fwd at	194.344	2
ygcN b2766 at	986.772	2
ygcO b2767 at	113.746	
ygcP b2768 at	456.378	2
IG 1802 2892795 2898613 fwd at	196.954	2
ygcQ b2769 at	341.408	0
ygcR b2770 at	225.962	2
ygcS b2771 at	479.452	0
b2772 at	114.427	0
ygcU b2773 at	318.337	
IG 1803 2897441 2897509 rev at	199.488	0
ygcW b2774 at	122.425	0
IG 1804 2898371 2902768 rev at	521.429	0
yqcE b2775 at	141.106	0
ygcE b2776 at	953.763	2
IG 1805 2901397 2903663 fwd at	109.182	0
ygcF b2777 at	293.477	2
IG 1806 2903441 2904664 rev at	23.657	
ygcG b2778 at	442.405	0
IG 1807 2904606 2913078 fwd at	156.922	2
eno b2779 at	2919.55	2
IG 1808 2905964 2906050 rev at	941.699	2
pyrG b2780 at	731.919	2
IG 1809 2907689 2907915 rev at	745.879	2
mazG b2781 at	439.494	2
IG 1810 2908708 2908777 rev at	460.815	2
chpA b2782 at	329.929	2
chpR b2783 at	425.466	2
IG 1811 2909362 2909438 rev at	393.711	2
relA b2784 at	307.248	2
IG 1812 2911674 2911720 rev at	877.472	2
ygcA b2785 at	497.669	2
IG 1813 2913023 2916066 rev at	798.357	2
barA b2786 at	132.97	2
IG 1814 2915836 2923369 fwd at	569.394	2
ygcX b2787 at	241.223	1
ygcY b2788 at	287.592	2
b2789 at	180.158	
IG 1815 2920123 2920556 rev at	971.857	
b2790 at	321.107	2
yqcB b2791 at	160.033	
b2792 at	349.649	2
IG 1816 2922136 2922756 rev at	4379.94	2
syd b2793 at	231.964	2
IG 1817 2923303 2929886 rev at	311.465	2
yqcD b2794 at	230.066	2
IG 1818 2924219 2924329 fwd at	203.289	2
ygdH b2795 at	1034.69	2
IG 1819 2925695 2926250 fwd at	121.532	2
sdaC b2796 at	1066.52	2
IG 1820 2927541 2927597 fwd at	214.613	2
sdaB b2797 at	434.068	2
exo b2798 at	123.836	2
IG 1821 2929833 2932256 fwd at	874.697	
fucO b2799 at	238.399	2
fucA b2800 at	124.041	2
IG 1822 2931711 2938164 rev at	119.786	2
fucP b2801 at	707.791	2
IG 1823 2933574 2933605 fwd at	826.897	2
fucI b2802 at	292.733	2
IG 1824 2935382 2935459 fwd at	154.739	2
fucK b2803 at	218.918	2
fucU b2804 at	305.357	2
IG 1825 2937333 2937389 fwd at	124.989	2
fucR b2805 at	433.94	2
IG 1826 2938122 2941358 fwd at	299.049	2
ygdE b2806 at	111.289	2
ygdD b2807 at	118.904	
gcvA b2808 at	627.884	0
IG 1827 2940590 2940939 rev at	880.856	2
b2809 at	273.525	2
IG 1828 2941171 2943057 rev at	362.574	0
b2810 at	259.203	2
ygdK b2811 at	263.233	2
IG 1829 2943008 2945408 fwd at	218.285	0
ygdL b2812 at	218.728	0
IG 1830 2943865 2944102 rev at	116.561	2
mltA b2813 at	140.799	2
IG 1831 2945201 2945778 rev f at	663.885	2
metZ b2814 s at	1246.43	2
IG 1832 2945486 2945518 fwd f at	2352.91	2
metW b2815 s at	1093.61	2
IG 1833 2945596 2945628 fwd f at	2317.22	2
metV b2816 s at	1030.91	1
IG 1834 2945706 2947263 fwd at	206.098	
b2817 at	240.991	2
IG 1835 2947123 2948656 rev at	28.707	2
argA b2818 at	69.004	
IG 1836 2948596 2967683 fwd at	804.464	2
recD b2819 at	251.948	2
recB b2820 at	216.069	2
ptr b2821 at	393.459	2
IG 1837 2956907 2957081 rev at	115.801	2
recC b2822 at	285.798	2
ppdC b2823 at	438.791	0
ygdB b2824 at	490.119	1
IG 1838 2961137 2961174 rev at	485.903	0
ppdB b2825 at	258.279	2
ppdA b2826 at	165.378	0
IG 1839 2962200 2962382 rev at	213.445	2
thyA b2827 at	359.753	2
lgt b2828 at	363.432	2
IG 1840 2964060 2964209 rev at	882.262	2
ptsP b2829 at	523.459	2
ygdP b2830 at	1106.04	2
IG 1841 2967000 2970690 rev at	349.895	2
mutH b2831 at	859.152	0
IG 1842 2968374 2968441 fwd at	417.393	0
b2832 at	269.439	0
IG 1843 2969156 2969292 fwd at	180.123	
b2833 at	218.114	2
IG 1844 2969512 2969618 fwd at	178.659	0
b2834 at	553.563	2
IG 1845 2970660 2974620 fwd at	278.525	0
ygeD b2835 at	149.664	0
aas b2836 at	900.452	2
IG 1846 2974037 2975658 rev at	273.534	0
galR b2837 at	330.5	2
IG 1847 2975653 2977042 fwd at	144.936	
lysA b2838 at	378.871	0
IG 1848 2976922 2977964 rev at	139.941	0
lysR b2839 at	729.236	0
ygeA b2840 at	787.133	
IG 1849 2977979 2983868 fwd at	391.626	0
IG 1850 2978658 2978785 rev at	112.633	2
araE b2841 at	938.445	
IG 1851 2980205 2980518 rev at	161.375	0
kduD b2842 at	208.294	0
kduI b2843 at	119.104	2
IG 1852 2982147 2982432 rev at	134.148	0
yqeF b2844 at	129.283	0
IG 1853 2983618 2987956 rev at	118.193	0
b2845 at	515.912	2
IG 1854 2985099 2985497 fwd at	950.006	0
yqeH b2846 at	446.863	0
IG 1855 2986191 2986523 fwd at	395.832	
yqeI b2847 at	213.163	
yqeJ b2848 at	946.637	2
IG 1856 2987809 2988575 fwd at	341.419	0
yqeK b2849 at	799.384	0
IG 1857 2988395 2992481 rev at	147.806	0
ygeF b2850 at	-251.956	0
IG 1858 2989023 2989289 fwd at	724.293	0
ygeG b2851 at	780.171	0
IG 1859 2989782 2990115 fwd at	356.262	0
ygeH b2852 at	-0.426054	0
IG 1860 2991493 2991659 fwd at	-452.834	0
b2853 at	265.795	0
IG 1861 2991879 2992020 fwd at	0.35193	0
b2854 at	260.373	0
IG 1862 2992438 2998366 fwd f at	162.385	0
ygeK b2855 at	-0.0606724	0
IG 1863 2992929 2992958 rev at	12.528	
b2856 at	-616.011	0
IG 1864 2993115 2993335 rev at	-141.052	0
b2857 at	-142.173	0
b2858 at	132.306	0
b2859 at	173.098	2
yi22 4 b2860 s at	393.481	2
b2862 at	708.206	
IG 1865 2996011 2996055 rev at	211.176	
b2863 at	632.567	
IG 1866 2996893 2997005 rev at	355.262	2
glyU b2864 at	168.841	2
IG 1867 2997080 2997157 rev at	642.826	
b2865 at	421.265	
IG 1868 2997938 3002029 rev f at	111.788	
b2866 at	348.629	0
ygeT b2867 at	734.314	0
b2868 at	993.573	0
IG 1869 3001991 3004355 fwd f at	171.289	0
ygeV b2869 at	773.307	2
IG 1870 3003809 3010634 rev at	28.211	
ygeW b2870 at	446.992	0
IG 1871 3005448 3005530 fwd at	263.199	0
ygeX b2871 at	194.595	0
IG 1872 3006728 3006784 fwd at	103.344	0
ygeY b2872 at	564.704	0
b2873 at	132.802	0
IG 1873 3009435 3009481 fwd at	-204.441	0
yqeA b2874 at	932.757	0
IG 1874 3010415 3013180 fwd at	208.229	2
b2875 at	323.865	2
b2876 at	630.855	2
IG 1875 3013016 3026543 rev at	147.271	2
ygfJ b2877 at	423.387	2
IG 1876 3013760 3014080 fwd at	134.04	2
b2878 at	676.271	2
b2879 at	241.346	0
b2880 at	952.445	0
b2881 at	660.134	0
IG 1877 3022208 3022314 fwd at	346.969	0
ygfO b2882 at	388.287	0
ygfP b2883 at	322.418	1
IG 1878 3025107 3025141 fwd at	290.734	0
ygfQ b2884 at	578.647	2
ygfR b2885 at	452.013	0
IG 1879 3026509 3029317 fwd at	102.645	0
ygfS b2886 at	868.56	0
ygfT b2887 at	233.778	0
IG 1880 3028967 3031676 rev at	58.643	2
ygfU b2888 at	456.444	0
IG 1881 3030836 3031084 fwd at	597.365	0
b2889 at	101.149	2
IG 1882 3031634 3037874 fwd at	138.306	2
lysS b2890 at	610.275	2
prfB b2891 at	980.81	2
IG 1883 3034303 3034392 rev at	539.411	2
recJ b2892 at	231.106	2
dsbC b2893 at	413.56	2
xerD b2894 at	444.722	2
IG 1884 3037764 3038435 rev at	132.675	2
fldB b2895 at	463.516	2
IG 1885 3038397 3039332 fwd at	565.882	2
b2896 at	446.837	2
ygfY b2897 at	996.201	2
IG 1886 3039091 3040508 rev at	115.366	2
ygfZ b2898 at	851.448	2
IG 1887 3040314 3041681 fwd at	846.904	2
b2899 at	247.021	2
IG 1888 3041169 3041331 rev at	790.966	2
yqfB b2900 at	381.825	2
IG 1889 3041644 3043177 rev at	137.415	2
bglA b2901 at	405.96	2
IG 1890 3043122 3053631 fwd at	314.246	2
ygfF b2902 at	178.845	0
IG 1891 3043922 3044187 rev at	109.913	2
gcvP b2903 at	559.696	2
IG 1892 3047062 3047179 rev at	1702.72	2
gcvH b2904 at	3475.89	2
gcvT b2905 at	1719.45	2
IG 1893 3048688 3049134 rev at	1987.71	2
visC b2906 at	359.991	2
ubiH b2907 at	261.618	2
pepP b2908 at	495.344	2
ygfB b2909 at	1188.92	2
IG 1894 3053471 3055197 rev at	119.623	2
ygfE b2910 at	978.01	2
IG 1895 3053962 3054002 fwd at	466.842	2
ssrS b2911 at	4126.52	2
IG 1896 3054186 3054260 fwd at	1060.42	2
ygfA b2912 at	100.077	0
IG 1897 3054810 3057772 fwd at	202.927	2
serA b2913 at	143.512	2
IG 1898 3056431 3056685 rev at	170.459	2
rpiA b2914 at	913.029	2
IG 1899 3057346 3057400 rev at	1676.27	2
yqfE b2915 at	395.456	0
IG 1900 3057632 3064296 rev at	214.522	0
iciA b2916 at	135.161	2
IG 1901 3058667 3058869 fwd at	417.171	0
sbm b2917 at	503.965	0
ygfD b2918 at	673.509	0
ygfG b2919 at	940.777	2
ygfH b2920 at	101.77	0
ygfI b2921 at	81.435	
IG 1902 3064301 3079805 fwd f at	154.699	2
IG 1903 3065209 3065359 rev at	424.781	2
yggE b2922 at	551.265	2
IG 1904 3066101 3066192 rev at	681.822	2
yggA b2923 at	226.185	2
IG 1905 3066829 3066966 rev at	632.424	0
yggB b2924 at	189.444	2
IG 1906 3067828 3068184 rev at	421.416	2
fba b2925 at	2047.85	2
IG 1907 3069265 3069478 rev f at	2226.71	2
pgk b2926 at	2359.5	2
IG 1908 3070643 3070691 rev at	1375.36	2
epd b2927 at	1430.22	2
IG 1909 3071712 3071995 rev at	1077.03	2
yggC b2928 at	947.483	2
yggD b2929 at	232.61	2
yggF b2930 at	173.943	0
b2931 at	581.722	0
yggP b2932 at	105.987	0
cmtA b2933 at	604.888	0
cmtB b2934 at	481.309	
IG 1910 3077350 3077662 rev at	240.498	0
tktA b2935 at	1664.74	2
IG 1911 3079655 3080895 rev at	894.302	2
yggG b2936 at	427.075	2
IG 1912 3080691 3084205 fwd f at	136.812	2
speB b2937 at	569.481	2
IG 1913 3081817 3081953 rev at	765.04	2
speA b2938 at	615.554	2
yqgB b2939 at	314.61	2
IG 1914 3084086 3084417 rev at	437.011	2
yqgC b2940 at	237.251	
yqgD b2941 at	316.094	
IG 1915 3084422 3084724 fwd at	318.605	2
IG 1916 3084670 3092118 rev at	589.254	2
metK b2942 at	361.081	2
IG 1917 3085880 3086302 fwd at	468.148	0
galP b2943 at	168.336	
IG 1918 3087698 3087773 fwd at	305.541	
sprT b2944 at	110.188	2
IG 1919 3088272 3088365 fwd at	577.333	2
endA b2945 at	100.024	2
yggJ b2946 at	390.52	2
gshB b2947 at	403.63	2
IG 1920 3090848 3090883 fwd at	550.263	0
yqgE b2948 at	261.701	2
yqgF b2949 at	187.153	2
IG 1921 3091936 3093116 fwd at	525.106	0
yggR b2950 at	87.732	0
yggS b2951 at	293.603	2
IG 1922 3093145 3096576 rev at	609.929	0
yggT b2952 at	368.844	2
yggU b2953 at	359.26	2
yggV b2954 at	569.743	2
yggW b2955 at	118.989	
IG 1923 3096423 3101030 fwd at	867.035	2
yggM b2956 at	120.619	2
IG 1924 3097585 3097700 rev at	263.788	2
ansB b2957 at	2493.6	2
IG 1925 3098748 3098922 rev at	47.187	
yggN b2958 at	457.444	2
IG 1926 3099643 3099824 rev at	613.883	2
yggL b2959 at	761.571	2
yggH b2960 at	257.909	
IG 1927 3100871 3105037 rev at	144.807	2
mutY b2961 at	249.677	2
yggX b2962 at	456.327	2
IG 1928 3102387 3102447 fwd at	350.475	2
mltC b2963 at	208.136	2
IG 1929 3103531 3103683 fwd at	354.256	
nupG b2964 at	464.27	2
IG 1930 3104989 3107569 fwd at	345.157	0
speC b2965 at	160.083	
IG 1931 3107234 3108606 rev at	377.105	2
yqgA b2966 at	293.677	2
IG 1932 3108278 3108382 fwd at	230.119	2
pheV b2967 s at	109.302	2
IG 1933 3108459 3126286 fwd at	114.997	
yghD b2968 at	77.15	2
yghE b2969 at	117.441	0
IG 1934 3110006 3110070 rev at	876.774	
b2970 at	185.045	0
IG 1935 3110938 3111083 rev at	804.327	0
b2971 at	125.803	0
IG 1936 3111495 3111559 rev at	601.073	0
b2972 at	98.832	0
IG 1937 3112493 3112566 rev at	151.573	0
b2973 at	109.325	0
b2974 at	158.666	
IG 1938 3117129 3117612 rev at	196.135	0
yghK b2975 at	104.707	0
IG 1939 3119296 3119649 rev at	114.075	0
glcB b2976 at	746.331	2
glcG b2977 at	1098.88	2
glcF b2978 at	347.274	2
glcD b2979 at	175.418	0
IG 1940 3126037 3127057 rev at	698.858	0
glcC b2980 at	146.539	0
b2981 at	117.256	
IG 1941 3129210 3132145 fwd at	0.50192	0
yghQ b2983 at	218.171	0
IG 1942 3130334 3130468 rev at	425.044	0
yghR b2984 at	110.732	0
IG 1943 3131228 3131258 rev at	642.507	0
yghS b2985 at	308.432	0
IG 1944 3131973 3132886 rev at	447.934	0
yghT b2986 at	172.622	0
IG 1945 3132839 3136693 fwd at	2106.9	0
pitB b2987 at	547.903	0
IG 1946 3134387 3134677 rev at	211.056	0
gsp b2988 at	102.969	2
IG 1947 3136538 3137730 rev at	368.962	2
b2989 at	310.072	2
IG 1948 3137609 3145911 fwd at	552.365	
hybG b2990 at	959.634	2
hybF b2991 at	120.445	
hybE b2992 at	132.004	2
hybD b2993 at	333.363	2
hybC b2994 at	122.19	2
hybB b2995 at	250.687	2
hybA b2996 at	991.801	2
b2997 at	1079.89	2
IG 1949 3144277 3144464 rev at	890.351	2
b2998 at	842.738	0
IG 1950 3144753 3144870 rev at	428.351	0
b2999 at	123.814	2
b3000 at	281.398	2
IG 1951 3145707 3146991 rev at	648.699	0
b3001 at	605.002	2
IG 1952 3146953 3147676 fwd at	102.658	0
yqhA b3002 at	143.816	2
IG 1953 3147487 3148832 rev f at	374.669	2
yghA b3003 at	577.144	2
IG 1954 3148562 3148736 fwd f at	110.131	
b3004 at	640.139	2
exbD b3005 at	1012.75	2
IG 1955 3148983 3150250 fwd at	99.209	0
exbB b3006 at	1007.79	2
b3007 at	435.662	2
IG 1956 3150148 3152275 rev at	119.931	2
metC b3008 at	112.408	2
IG 1957 3151439 3151577 fwd at	141.717	2
yghB b3009 at	613.83	2
yqhC b3010 at	1014.21	
yqhD b3011 at	593.498	2
IG 1958 3153404 3156943 rev at	828.194	2
IG 1959 3154533 3154753 fwd at	321.762	2
yqhE b3012 at	263.859	
IG 1960 3155465 3155663 fwd at	897.045	
yqhG b3013 at	332.218	
yqhH b3014 at	761.759	0
IG 1961 3156902 3167843 fwd at	661.994	2
b3015 at	370.226	
ygiR b3016 at	252.14	2
IG 1962 3159163 3159272 rev at	85.562	2
sufI b3017 at	307.749	2
IG 1963 3160686 3160759 rev at	280.864	2
plsC b3018 at	315.022	2
IG 1964 3161498 3161730 rev at	135.422	2
parC b3019 at	263.217	0
IG 1965 3163990 3164126 rev at	873.912	0
b3020 at	844.694	
IG 1966 3165735 3165866 rev at	647.902	0
b3021 at	82.428	2
b3022 at	966.459	2
IG 1967 3166561 3166764 rev at	139.599	0
b3023 at	147.311	0
ygiW b3024 at	218.397	2
IG 1968 3167693 3169894 rev at	643.011	0
ygiX b3025 at	176.614	2
ygiY b3026 at	129.814	0
IG 1969 3169850 3170545 fwd at	149.267	0
b3027 at	779.923	
IG 1970 3170228 3171519 rev at	157.868	2
mdaB b3028 at	375.977	2
IG 1971 3171128 3171157 fwd at	367.164	2
ygiN b3029 at	594.583	2
IG 1972 3171473 3176124 fwd at	363.988	2
parE b3030 at	128.239	2
yqiA b3031 at	616.169	2
icc b3032 at	1094.58	2
yqiB b3033 at	1200.92	2
yqiE b3034 at	267.791	2
IG 1973 3175927 3179634 rev f at	181.842	2
tolC b3035 at	650.601	2
ygiA b3036 at	161.266	2
ygiB b3037 at	855.475	2
ygiC b3038 at	499.362	2
IG 1974 3179598 3180565 fwd f at	212.646	2
ygiD b3039 at	110.437	2
IG 1975 3180451 3181828 rev at	247.869	2
ygiE b3040 at	265.648	2
IG 1976 3181340 3182795 fwd at	521.207	2
ribB b3041 at	620.462	2
IG 1977 3182483 3189754 rev f at	207.218	2
b3042 at	422.046	2
IG 1978 3183147 3183429 fwd at	167.397	
ygiL b3043 at	500.946	0
IG 1979 3183982 3184202 fwd f at	-0.602051	0
yi21 5 b3044 s at	786.977	2
yqiG b3046 at	693.885	2
yqiH b3047 at	204.526	0
yqiI b3048 at	452.971	
IG 1980 3189713 3190223 fwd at	166.298	0
glgS b3049 at	868.066	2
IG 1981 3189956 3192960 rev at	367.227	2
b3050 at	534.907	2
b3051 at	534.908	2
IG 1982 3192542 3198847 fwd at	573.852	2
b3052 at	192.899	
IG 1983 3194395 3194441 rev at	185.146	2
glnE b3053 at	620.915	2
ygiF b3054 at	509.789	2
IG 1984 3198607 3200950 rev f at	709.051	2
ygiM b3055 at	176.363	2
IG 1985 3199469 3199531 fwd at	850.613	2
cca b3056 at	441.422	2
IG 1986 3200771 3202334 fwd at	692.017	2
bacA b3057 at	995.811	
IG 1987 3201773 3201861 rev at	418.761	2
ygiG b3058 at	541.248	2
IG 1988 3202234 3202964 rev at	134.547	
ygiH b3059 at	961.348	
IG 1989 3202953 3204103 fwd at	528.897	0
ygiP b3060 at	373.28	2
IG 1990 3203898 3207170 rev at	542.147	
ttdA b3061 at	139.181	0
ttdB b3062 at	829.453	0
IG 1991 3205618 3205664 fwd at	-0.0959869	0
ygjE b3063 at	774.167	0
IG 1992 3207129 3208421 fwd at	505.34	2
ygjD b3064 at	505.039	2
IG 1993 3208185 3212607 rev f at	96.4	2
rpsU b3065 at	1864.8	2
IG 1994 3208638 3208747 fwd at	269.998	2
dnaG b3066 at	217.8	2
IG 1995 3210494 3210687 fwd at	379.16	2
rpoD b3067 at	406.076	2
IG 1996 3212530 3213238 fwd f at	652.462	2
ygjF b3068 at	196.25	2
IG 1997 3213115 3213367 rev at	799.178	1
ileX b3069 f at	767.658	0
IG 1998 3213315 3214419 fwd f at	366.951	0
yqjH b3070 at	452.609	2
IG 1999 3214133 3215196 rev at	309.083	0
yqjI b3071 at	277.189	2
IG 2000 3215044 3217023 fwd f at	130.509	0
aer b3072 at	276.544	2
IG 2001 3216718 3218555 rev at	236.898	0
ygjG b3073 at	192.317	0
IG 2002 3218515 3219106 fwd at	345.454	0
ygjH b3074 at	195.047	
IG 2003 3218889 3231368 rev f at	315.356	0
ebgR b3075 at	415.089	2
IG 2004 3220091 3220237 fwd at	125.007	0
ebgA b3076 at	108.14	0
ebgC b3077 at	445.083	
IG 2005 3223813 3223874 fwd at	918.084	
ygjI b3078 at	221.489	0
IG 2006 3225309 3225441 fwd at	123.522	0
ygjJ b3079 at	763.369	
ygjK b3080 at	59.298	
IG 2007 3228881 3229305 fwd at	343.247	0
ygjL b3081 at	102.355	0
IG 2008 3231325 3233564 fwd at	134.068	0
ygjM b3082 at	219.999	2
ygjN b3083 at	455.793	2
IG 2009 3232097 3232379 rev at	242.188	0
ygjO b3084 at	616.746	
IG 2010 3233547 3238832 rev at	406.648	
ygjP b3085 at	104.177	2
IG 2011 3234105 3234180 fwd at	196.529	
ygjQ b3086 at	509.011	0
IG 2012 3234874 3234933 fwd at	130.473	2
ygjR b3087 at	798.415	2
IG 2013 3235939 3236221 fwd at	157.294	2
ygjT b3088 at	890.119	0
IG 2014 3237188 3237583 fwd at	199.851	2
ygjU b3089 at	624.405	2
IG 2015 3238829 3242743 fwd at	280.595	0
ygjV b3090 at	254.811	0
IG 2016 3239385 3239466 rev at	563.413	2
uxaA b3091 at	109.059	0
uxaC b3092 at	441.015	2
IG 2017 3242382 3250957 rev at	495.185	2
exuT b3093 at	162.19	1
IG 2018 3244163 3244276 fwd at	249.225	0
exuR b3094 at	561.2	2
IG 2019 3245069 3245412 fwd at	343.297	2
yqjA b3095 at	330.981	2
yqjB b3096 at	166.613	2
IG 2020 3246463 3246593 fwd at	125.678	2
yqjC b3097 at	486.891	2
IG 2021 3246978 3247014 fwd at	694.887	2
yqjD b3098 at	277.544	2
yqjE b3099 at	235.879	2
b3100 at	357.695	
IG 2022 3248017 3248111 fwd at	203.744	
yqjF b3101 at	523.887	0
IG 2023 3248595 3248663 fwd at	187.028	2
yqjG b3102 at	145.151	0
IG 2024 3249651 3249943 fwd at	-520.941	0
yhaH b3103 at	298.99	2
IG 2025 3250310 3250550 fwd at	290.409	
yhaI b3104 at	448.859	0
IG 2026 3250908 3251958 fwd at	116.145	0
yhaJ b3105 at	131.684	
IG 2027 3251855 3252980 rev at	303.534	2
yhaK b3106 at	471.151	2
yhaL b3107 at	427.023	2
IG 2028 3252848 3264894 fwd at	54.853	2
yhaM b3108 at	242.389	2
IG 2029 3253548 3253728 rev at	497.41	2
yhaN b3109 at	309.923	2
yhaO b3110 at	403.755	2
IG 2030 3255598 3255927 rev at	383.599	2
yhaP b3111 at	183.533	2
IG 2031 3256756 3256874 rev at	100.322	2
yhaQ b3112 at	105.923	2
IG 2032 3257298 3257362 rev at	912.548	2
yhaR b3113 at	146.249	2
tdcE b3114 at	337.816	2
IG 2033 3260060 3260092 rev at	302.154	2
tdcD b3115 at	319.431	2
tdcC b3116 at	458.404	2
tdcB b3117 at	2548.21	2
IG 2034 3263670 3263767 rev at	2968.26	2
tdcA b3118 at	2778.27	2
IG 2035 3264707 3267856 rev f at	1094.13	
tdcR b3119 at	67.313	0
IG 2036 3265240 3265473 fwd at	768.818	
yhaB b3120 at	102.245	0
yhaC b3121 at	111.023	
IG 2037 3267244 3267303 fwd at	-361.189	0
b3122 f at	420.304	0
IG 2038 3267469 3272922 fwd f at	104.673	2
rnpB b3123 at	3861.43	2
IG 2039 3268234 3268265 rev at	936.698	2
yhaD b3124 at	337.488	2
yhaE b3125 at	752.342	2
yhaF b3126 at	1031.58	2
yhaU b3127 at	755.792	2
IG 2040 3272549 3275496 rev at	180.015	2
yhaG b3128 at	1014.64	2
IG 2041 3274495 3274642 fwd at	912.812	2
sohA b3129 at	559.735	2
yhaV b3130 at	258.494	2
IG 2042 3275443 3276554 fwd at	122.747	2
agaR b3131 at	362.894	2
IG 2043 3276307 3290115 rev at	172.302	2
agaZ b3132 at	266.152	0
agaV b3133 at	236.554	0
agaW b3134 at	134.262	0
agaA b3135 at	224.271	2
IG 2044 3279267 3279616 fwd at	239.366	0
agaS b3136 at	244.242	0
agaY b3137 at	422.996	0
IG 2045 3281645 3281810 fwd at	744.592	
agaB b3138 at	102.513	0
IG 2046 3282288 3282325 fwd at	120.492	0
agaC b3139 at	412.426	0
agaD b3140 at	117.092	0
agaI b3141 at	423.747	2
IG 2047 3284667 3285066 fwd at	779.377	0
yraH b3142 at	543.717	2
IG 2048 3285652 3285730 fwd at	871.534	0
yraI b3143 at	112.32	0
yraJ b3144 at	234.942	2
yraK b3145 at	342.805	0
IG 2049 3290074 3291040 fwd at	592.419	2
yraL b3146 at	184.461	0
IG 2050 3290977 3294738 rev at	111.213	2
yraM b3147 at	259.736	0
yraN b3148 at	216.281	
yraO b3149 at	426.375	2
yraP b3150 at	374.646	2
IG 2051 3294626 3296572 fwd at	167.997	
yraQ b3151 at	152.052	2
IG 2052 3295780 3295851 rev at	14.222	1
yraR b3152 at	269.853	
IG 2053 3296533 3297112 rev at	107.075	0
yhbO b3153 at	246.825	
yhbP b3154 at	121.2	2
IG 2054 3297134 3297606 fwd at	105.779	2
IG 2055 3297557 3297895 rev at	573.013	2
yhbQ b3155 at	216.356	2
yhbS b3156 at	497.866	2
IG 2056 3297910 3299125 fwd at	464.566	2
yhbT b3157 at	1418.84	2
IG 2057 3298918 3302213 rev at	422.876	2
yhbU b3158 at	166.41	2
yhbV b3159 at	198.29	2
IG 2058 3301009 3301088 fwd at	108.006	2
yhbW b3160 at	192.78	0
IG 2059 3302097 3316277 fwd at	140.666	2
mtr b3161 at	810.309	2
IG 2060 3303459 3303611 rev at	-192.083	0
deaD b3162 at	265.141	2
IG 2061 3305553 3305680 rev at	637.626	2
yhbM b3163 at	1096.56	2
IG 2062 3306566 3306673 rev at	677.26	2
pnp b3164 at	994.516	2
IG 2063 3308879 3309055 rev at	457.691	2
rpsO b3165 at	1564.93	2
IG 2064 3309326 3309473 rev at	2767.19	2
truB b3166 at	714.749	2
rbfA b3167 at	528.735	2
IG 2065 3310820 3310982 rev at	760.351	2
infB b3168 at	1024.34	2
nusA b3169 at	1303.33	2
yhbC b3170 at	569.772	2
IG 2066 3315654 3315853 rev at	946.194	2
metY b3171 f at	1156.51	2
IG 2067 3315931 3317628 rev at	126.167	2
argG b3172 at	374.916	
IG 2068 3317622 3325430 fwd at	428.006	2
yhbX b3173 at	118.736	0
IG 2069 3319273 3319712 rev at	220.377	0
leuU b3174 at	792.718	0
secG b3175 at	969.766	2
IG 2070 3320147 3320373 rev at	591.446	2
mrsA b3176 at	698.954	2
folP b3177 at	521.757	2
IG 2071 3322598 3322641 rev at	114.735	2
hflB b3178 at	712.071	2
IG 2072 3324577 3324675 rev at	265.529	2
ftsJ b3179 at	615.292	2
IG 2073 3325306 3325879 rev at	384.709	2
yhbY b3180 at	548.379	2
IG 2074 3325725 3326603 fwd at	503.988	2
greA b3181 at	403.64	2
IG 2075 3326342 3328222 rev at	265.063	2
