Merge ID	Ishihama2008_fin	Masuda2009_fin2	Taniguchi2010_fin_mmol	PengTable_fin	Thein_MergeMethods	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13 Duplicates	Entry name (Uniprot)	PAI lysate	emPAI	emPAI-derived copy no/cell (see Figure 2)	CAI	emPAI Value	Copy number per cell	mMol	molecules/cell (1molec/cell=10nM)	APEX	2D mol/cell	Mean emPAI value	MTH1/1	MTH1/2	MTH1/3	MTH2/1	MTH2/2	MTH2/3	MTH3/1	MTH3/2	MTH3/3	MTH4/1	MTH4/2	MTH4/3	MTH5/1	MTH5/2	Localization
P0AEU7	1	1	1	1	1	1	6	G	SKP_ECOLI	2.14	1.38E+02	5.06E+03	0.62	7.38	327.93	0.012174	1217.4	3350.11		0.53	1.4	0.69	0.69	0.16	0.56	0.35	0.19	0.69	0.19	0.19	1.01	0.42	0.69	  	G
P0AEW1	0	0	0	1	0	0	1	B	HYFE_ECOLI																										
P0AEX7	0	0	0	1	0	0	1	B	LIVH_ECOLI																										
P0AF16	0	0	0	1	0	1	2	B	MVIN_ECOLI																										B
P0AF32	0	0	0	1	0	0	1	B	NARV_ECOLI																										
P0AF36	1	1	1	1	0	1	5	F1	ZAPB_ECOLI	2.75	5.61E+02	1.14E+04	0.5	18.31	791.36	0.59897	59897	11053.66	7478.98																F1
P0AF43	0	0	0	1	0	1	2	B	YJBB_ECOLI																										B
P0AF45	0	0	0	1	0	0	1	G	YJBE_ECOLI																										
P0AF52	0	0	0	1	0	1	2	B	YJCD_ECOLI																										B
P0AF54	0	0	0	1	0	1	2	B	YJCH_ECOLI																										B
P0AF73	0	0	0	1	0	1	2	B	YJET_ECOLI																										B
P0AF86	0	0	0	1	0	0	1	G	YJFY_ECOLI																										
P0AF98	0	1	0	1	0	1	3	B	LPTF_ECOLI					1.31	61.36																				B
P0AFA7	0	0	0	1	0	1	2	B	NHAB_ECOLI																										B
P0AFA9	0	0	1	1	0	0	2	B	NIKC_ECOLI							0.000457	45.7																		
P0AFE0	0	0	0	1	0	1	2	B	NUOJ_ECOLI																										B
P0AFE4	0	0	0	1	0	1	2	B	NUOK_ECOLI																										B
P0AFH2	0	1	0	1	0	1	3	B	OPPB_ECOLI					2.73	125.04																				B
P0AFH6	0	1	0	1	0	1	3	B	OPPC_ECOLI					0.58	27.85																				B
P0AFI9	0	0	0	1	0	1	2	B	PERM_ECOLI																										B
P0AFL1	0	0	0	1	0	0	1	B	POTI_ECOLI																										
P0AFL3	1	0	0	1	0	1	3	G	PPIA_ECOLI	0.88	6.50E+00	8.59E+02	0.48																						G
P0AFM4	0	0	0	1	0	0	1	G	PSIF_ECOLI																										
P0AFN6	0	0	0	1	0	1	2	B	YADH_ECOLI																										B
P0AFP0	0	0	0	1	0	0	1	B	YADS_ECOLI																										
P0AFR2	0	1	0	1	0	1	3	B	YCHM_ECOLI					0.43	20.84																				B
P0AFR7	0	0	0	1	0	0	1	B	YCJO_ECOLI																										
P0AFR9	0	0	0	1	0	0	1	B	YDCV_ECOLI																										
P0AFS5	0	0	0	1	0	1	2	B	TQSA_ECOLI																										B
P0AFS7	0	0	0	1	0	1	2	B	YDIK_ECOLI																										B
P0AFT2	0	1	0	1	0	0	2	B	YECS_ECOLI					0.67	32.03																				
P0AFU2	0	0	0	1	0	0	1	B	YFBS_ECOLI																										
P0AFX7	0	0	0	1	0	1	2	B	RSEA_ECOLI																										B
P0AG14	1	1	1	1	1	1	6	B	SOHB_ECOLI	0.11	2.92E-01	1.41E+02		2.16	99.64	0.017513	1751.3			0.11	  	   	0.17	 	0.08	0.08									B
P0AG34	0	0	0	1	0	1	2	B	RHTB_ECOLI																										B
P0AG38	0	0	0	1	0	1	2	B	RHTC_ECOLI																										B
P0AG96	0	1	0	1	0	1	3	B	SECE_ECOLI					0.93	44.02																				B
P0AGC5	0	0	0	1	0	0	1	F3	MLTF_ECOLI																										
P0AGE4	0	0	0	1	0	1	2	B	SSTT_ECOLI																										B
P0AGF4	0	0	0	1	0	0	1	B	XYLE_ECOLI																										
P0AGH1	0	0	0	1	0	1	2	B	YHHJ_ECOLI																										B
P0AGH8	0	0	1	1	0	1	3	B	PSTC_ECOLI							0.074567	7456.7																		B
P0AGI1	0	0	0	1	0	1	2	B	RBSC_ECOLI																										B
P0AGI4	0	0	0	1	0	0	1	B	XYLH_ECOLI																										
P0AGI8	0	1	0	1	1	1	4	F1	TRKA_ECOLI					0.32	15.65					0.07	 	0.07	 												F1
P0AGK1	0	0	0	1	0	1	2	B	UBIA_ECOLI																										B
P0AGM2	0	0	0	1	0	0	1	B	YICG_ECOLI																										
P0C0S1	1	1	0	1	1	1	5	B	MSCS_ECOLI	0.36	1.31E+00	3.39E+02	0.36	1.89	87.54					0.32	 	0.32	0.75	 	0.11	 	 	  	0.11						B
P0C0T5	0	0	0	1	0	1	2	G	MEPA_ECOLI																										G
P0C0V0	1	1	0	1	1	1	5	G	DEGP_ECOLI	1.47	2.86E+01	2.03E+03		4.62	208.24			1751.02	5017.95	0.12	  	0.21	0.07	0.07	0.14	 	0.07	0.14	 	0.14	  	 			G
P0CE44	0	0	0	1	0	0	1	B	UIDB_ECOLI																										
P0CE47	1	1	1	1	1	1	6	F1	EFTU1_ECOLI	4.29	1.93E+04	8.94E+04		118	4802.42	1.3942	139420		74981.56	2.51	 	3.03	 	2.75	2.48	1.79	 	  	2.48						F1
P0CE48	0	0	1	1	1	1	4	F1	EFTU2_ECOLI							0.91672	91672	87672.53		1.92	  	0.55	  	 	  	0.04	0.44	3.65	0.93	3.65	4	2.47	1.59	0.16	F1
P10100	0	1	0	1	1	1	4	I	RLPA_ECOLI					0.93	44.02					0.41	 	0.74	0.32	 	  	0.18									I
P10384	1	1	0	1	1	1	5	H	FADL_ECOLI	0.46	1.89E+00	4.20E+02		1.74	81					0.34	  	0.3	0.22	 	  	0.5	0.22	  	0.58	 	0.39	 	0.22	0.3	H
P10903	0	0	0	1	0	0	1	B	NARK_ECOLI																										
P11286	0	0	0	1	0	0	1	B	YIAB_ECOLI																										
P11557	1	1	0	1	1	1	5	B	DAMX_ECOLI	0.65	3.44E+00	5.93E+02		1.68	78					1.15	  	   	0.15	1.69	6.25	2.45	 	0.15	0.15	 	0.32	0.15	0.07	0.07	B
P11667	0	0	0	1	0	0	1	B	ARGO_ECOLI																										
P13035	1	1	1	1	1	1	6	F1	GLPD_ECOLI	0.21	6.38E-01	2.23E+02	0.39	12.77	558.02	0.029121	2912.1			0.63	 	0.06	0.06	 	1.6	 	0.66	  	0.76						F1
P13036	1	1	0	1	1	1	5	H	FECA_ECOLI	0.39	1.44E+00	3.58E+02	0.42	1.82	84					0.52	 	2.97	1.15	0.04	0.04	0.08	 	0.12	0.04	0.21	0.16	0.35			H
P13458	0	0	1	1	0	1	3	B	SBCC_ECOLI							0.0012409	124.09																		B
P13482	0	0	1	1	0	1	3	G	TREA_ECOLI							0.0008343	83.43																		G
P13656	0	0	0	1	0	0	1	G	CHIA_ECOLI																										
P13738	0	0	0	1	0	1	2	B	NHAA_ECOLI																										B
P14175	1	0	0	1	0	1	3	F1	PROV_ECOLI	0.83	5.81E+00	8.05E+02	0.24																						F1
P14176	0	0	0	1	0	1	2	B	PROW_ECOLI																										B
P14377	0	0	1	1	0	1	3	B	ZRAS_ECOLI							0.00042233	42.233																		B
P15028	1	1	0	1	0	1	4	G	FECB_ECOLI	0.38	1.37E+00	3.48E+02	0.36	1.05	49.52																				G
P15029	0	0	0	1	0	1	2	B	FECD_ECOLI																										B
P15030	0	0	0	1	0	0	1	B	FECC_ECOLI																										
P15031	0	0	0	1	0	1	2	F1	FECE_ECOLI																										F1
P15070	0	0	1	1	0	0	2	F1	FLIN_ECOLI							0.000109	10.9																		
P15286	0	1	0	1	0	1	3	B	FLK_ECOLI					0.26	12.79																				B
P16256	0	0	0	1	0	0	1	B	PANF_ECOLI																										
P16429	0	0	0	1	0	0	1	B	HYCC_ECOLI																										
P16683	0	0	0	1	0	0	1	B	PHNE_ECOLI																										
P16692	0	0	1	1	0	0	2	G	PHNP_ECOLI							0.0019776	197.76																		
P16701	0	0	0	1	0	0	1	B	CYST_ECOLI																										
P16869	0	0	0	1	0	1	2	H	FHUE_ECOLI																										H
P16926	0	1	0	1	1	1	4	B	MREC_ECOLI					0.43	20.84					0.32	0.2	0.55	0.64	 	0.17	 	 	0.17	 	 	  	0.17			B
P17315	1	0	1	1	1	1	5	H	CIRA_ECOLI	0.53	2.41E+00	4.83E+02	0.41			0.00015749	15.749			0.56	0.16	0.83	0.7												H
P17444	0	0	0	1	0	1	2	F1	BETA_ECOLI																										F1
P17583	0	0	0	1	0	0	1	B	CYNX_ECOLI																										
P17994	1	0	0	1	0	0	2	G	YFAA_ECOLI	0.08	2.12E-01	1.17E+02	0.29																						
P18775	1	1	0	1	0	1	4	F2	DMSA_ECOLI	0.05	1.25E-01	8.66E+01		0.11	5.56																				F2
P18777	0	0	0	1	0	1	2	B	DMSC_ECOLI																										B
P19642	0	0	0	1	0	0	1	B	PTOCB_ECOLI																										
P19926	0	1	0	1	0	1	3	G	AGP_ECOLI					1.02	48.14				5561.29																G
P19934	1	1	0	1	1	1	5	B	TOLA_ECOLI	0.45	1.85E+00	4.14E+02	0.39	0.35	17.07					0.1	 	0.07	0.07	0.16	0.08	0.08	 	  	0.16	 	  	0.08			B
P20966	0	0	0	1	1	1	3	B	PTFBC_ECOLI											0.23	0.23	0.37	0.52	 	  	0.12	 	0.06	 	 	0.06	 			B
P21365	0	1	0	1	0	1	3	B	YCIC_ECOLI					0.93	44.02																				B
P21367	0	1	0	1	0	1	3	B	YCAC_ECOLI					1.51	70.42																				B
P21513	1	1	0	1	1	1	5	F1	RNE_ECOLI	0.53	2.36E+00	4.77E+02	0.49	5.71	255.72			638.71		0.11	0.03	0.35	0.18	 	0.13	0.13	 	0.03	 	0.03	0.09	0.12	0.09	0.03	F1
P21865	0	1	1	1	1	1	5	B	KDPD_ECOLI					0.11	5.56	0.003596	359.6			0.03	 	  	0.03												B
P22255	1	0	0	1	0	1	3	F1	CYSQ_ECOLI	0.2	5.85E-01	2.12E+02																							F1
P22586	0	0	0	1	0	0	1	B	FLIO_ECOLI																										
P22729	0	0	0	1	0	0	1	B	LIVM_ECOLI																										
P23173	0	0	0	1	1	0	2	B	TNAB_ECOLI											0.07	 	  	0.07	 	  	0.07									
P23200	0	0	0	1	0	1	2	B	MGLC_ECOLI																										B
P23482	0	0	0	1	0	0	1	B	HYFB_ECOLI																										
P23485	0	0	0	1	0	0	1	B	FECR_ECOLI																										
P23827	1	1	0	1	0	1	4	G	ECOT_ECOLI	0.86	6.20E+00	8.35E+02		2.59	118.82																				G
P23842	0	0	0	0	1	1	2	B	YFEA_ECOLI											0.04	  	0.04	  												B
P23876	0	0	0	1	0	1	2	B	FEPD_ECOLI																										B
P23877	0	0	0	1	0	0	1	B	FEPG_ECOLI																										
P23890	0	0	0	1	0	1	2	B	CADC_ECOLI																										B
P23910	0	0	0	1	0	0	1	B	ARAJ_ECOLI																										
P24077	0	0	0	1	0	0	1	B	ENTS_ECOLI																										
P24180	0	0	0	1	0	0	1	E	ACRE_ECOLI																										
P24181	1	0	0	1	0	0	2	B	ACRF_ECOLI	0.08	2.02E-01	1.14E+02	0.31																						
P24183	1	0	1	1	0	0	3	F2	FDNG_ECOLI	0.04	9.26E-02	7.27E+01	0.48			8.78E-05	8.7781																		
P24207	0	0	0	1	0	1	2	B	PHEP_ECOLI																										B
P24216	0	0	0	1	0	0	1	F4	FLID_ECOLI									121.29																	
P24241	0	0	0	1	0	0	1	B	PTIBC_ECOLI																										
P24244	0	0	0	1	0	0	1	B	YCCB_ECOLI																										
P25396	0	0	0	1	0	1	2	B	TEHA_ECOLI																										B
P25549	0	0	0	1	0	0	1	G	ASLA_ECOLI																										
P25552	0	0	1	1	0	1	3	B	GPPA_ECOLI							0.012164	1216.4																		B
P25736	0	0	0	1	0	0	1	G	END1_ECOLI																										
P25744	0	0	0	1	0	1	2	B	MDTG_ECOLI																										B
P25747	0	0	0	1	0	0	1	B	YEIB_ECOLI																										
P25798	0	0	0	1	0	0	1	B	FLIF_ECOLI																										
P25894	1	1	0	1	1	1	5	I	YGGG_ECOLI	0.4	1.51E+00	3.68E+02	0.29	1.51	70.42					0.46	 	0.05	 	 	1.26	 	0.26	  	0.26						I
P25907	1	0	0	1	0	0	2	G	YDBD_ECOLI	0.09	2.25E-01	1.22E+02	0.21																						
P25960	0	0	0	1	0	0	1	B	LEP4_ECOLI																										
P26218	0	0	0	1	0	0	1	H	BGLH_ECOLI																										
P26266	0	0	0	1	0	0	1	B	FEPE_ECOLI																										
P27125	0	0	0	1	0	1	2	B	RHAT_ECOLI																										B
P27243	0	0	0	1	0	1	2	B	RFAL_ECOLI																										B
P27250	0	0	0	1	0	1	2	B	YJGB_ECOLI																										B
P27254	0	0	0	1	0	0	1	F1	ARGK_ECOLI																										
P27300	0	0	0	1	0	1	2	B	LPXK_ECOLI																										B
P27303	1	1	0	1	1	1	5	B	EMRA_ECOLI	0.16	4.38E-01	1.79E+02	0.39	0.86	41					0.35	0.08	0.56	0.45	 	  	 	0.25	0.16	0.45	0.25	0.56	0.25	0.35	  	B
P27434	1	1	1	1	1	1	6	B	RODZ_ECOLI	0.78	4.99E+00	7.37E+02	0.34	4.01	181.53	0.0054145	541.45			0.27	 	  	0.14	 	0.3	0.69	0.09	0.42	0.19	0.09	  	 			B
P27835	0	0	0	1	0	0	1	B	WZYE_ECOLI																										
P27837	0	0	0	1	0	1	2	B	YIFK_ECOLI																										B
P27842	0	0	0	1	0	0	1	B	YIGF_ECOLI																										
P28246	0	0	0	1	0	1	2	B	BCR_ECOLI																										B
P28303	0	0	0	1	0	0	1	B	DINF_ECOLI																										
P28307	0	0	0	1	0	0	1	F4	CSGA_ECOLI																										
P28911	0	0	0	1	0	0	1	B	YHHH_ECOLI																										
P28915	0	0	0	1	0	0	1	G	YBFC_ECOLI																										
P29131	0	1	0	1	1	1	4	B	FTSN_ECOLI					0.25	12.32					0.15	  	0.19	  	0.04	0.2	0.33	 	0.09	 	0.09	  	 	 	  	B
P30015	0	0	1	1	0	0	2	B	LHR_ECOLI							0.0017496	174.96	26.3																	
P30126	1	0	0	1	0	1	3	B	LEUD_ECOLI	0.7	4.01E+00	6.49E+02						7290.97	6520.14																B
P30130	0	0	1	1	0	0	2	H	FIMD_ECOLI							0.00015944	15.944																		
P30149	0	0	0	1	0	1	2	B	YABI_ECOLI																										B
P30855	1	0	1	1	0	0	3	B	EVGS_ECOLI	0.05	1.13E-01	8.16E+01				0.002067	206.7																		
P30860	1	0	0	1	0	1	3	G	ARTJ_ECOLI	0.33	1.15E+00	3.15E+02	0.41					3258.34																	G
P31058	0	0	0	1	0	0	1	G	YADC_ECOLI																										
P31063	0	1	0	1	0	0	2	I	YEDD_ECOLI					2.16	99.64																				
P31064	0	0	0	1	0	0	1	B	YEDE_ECOLI																										
P31121	0	0	0	1	0	0	1	G	MARB_ECOLI																										
P31122	0	0	0	1	0	0	1	B	SOTB_ECOLI																										
P31126	0	0	0	1	0	0	1	B	YDEE_ECOLI									839.01																	
P31130	0	0	1	1	0	0	2	G	YDEI_ECOLI							0.00048939	48.939																		
P31131	0	0	1	1	0	0	2	B	YDEJ_ECOLI							0.0067701	677.01																		
P31135	0	0	0	1	0	0	1	B	POTH_ECOLI																										
P31224	1	0	0	1	1	1	4	B	ACRB_ECOLI	0.43	1.71E+00	3.95E+02	0.45					213		0.23	0.09	0.41	0.33	 	  	0.03	 	0.09	0.25	 	0.41	0.12	0.15	0.06	B
P31436	0	0	0	1	0	0	1	B	SETC_ECOLI																										
P31437	0	0	0	1	0	1	2	B	YICL_ECOLI																										B
P31441	0	1	0	1	0	0	2	B	ADEC_ECOLI					0.17	8.47																				
P31442	0	0	0	1	0	0	1	B	EMRD_ECOLI																										
P31446	0	0	0	1	0	0	1	B	YIDI_ECOLI																										
P31448	0	0	0	1	0	0	1	B	YIDK_ECOLI																										
P31459	0	0	0	1	0	0	1	B	DGOK_ECOLI																										
P31468	0	0	0	1	0	0	1	B	CBRB_ECOLI																										
P31471	0	0	0	1	0	0	1	G	YIEL_ECOLI																										
P31547	0	0	0	1	0	1	2	B	METI_ECOLI																										B
P31548	0	0	0	1	0	1	2	F1	THIQ_ECOLI																										F1
P31549	0	0	0	1	0	0	1	B	THIP_ECOLI																										
P31550	1	0	0	1	0	1	3	G	THIB_ECOLI	1.08	1.11E+01	1.17E+03	0.36																						G
P31675	0	0	0	1	0	0	1	B	SETA_ECOLI																										
P31680	1	0	0	1	1	1	4	B	DJLA_ECOLI	0.14	3.89E-01	1.67E+02								0.34	0.08	0.68	0.35	 	  	 	 	  	 	 	0.23	 			B
P31697	0	0	0	1	0	0	1	G	FIMC_ECOLI																										
P31801	0	0	0	1	0	1	2	B	CHAA_ECOLI																										B
P31826	0	0	0	1	0	0	1	B	YDDA_ECOLI																										
P31827	0	0	0	1	1	1	3	G	YDDB_ECOLI											0.13	  	0.07	0.04	 	0.3	 	 	  	0.11	 	0.11	 			G
P31828	1	1	1	1	0	1	5	G	PQQL_ECOLI	0.04	1.01E-01	7.63E+01		0.07	3.59	0.00033655	33.655	203.33	767.07																G
P31991	0	0	0	1	0	0	1	B	YDCD_ECOLI																										
P32106	0	0	0	1	0	0	1	G	YIBG_ECOLI																										
P32128	0	0	0	1	0	0	1	B	YIHF_ECOLI																										
P32135	0	0	0	1	0	1	2	B	YIHN_ECOLI																										B
P32136	0	0	0	1	0	0	1	B	YIHO_ECOLI																										
P32137	0	0	0	1	0	0	1	B	YIHP_ECOLI																										
P32151	0	0	0	1	0	0	1	E	YIIG_ECOLI																										
P32154	0	0	0	1	0	0	1	B	PTFLB_ECOLI																										
P32155	0	0	0	1	0	0	1	F1	PTFA_ECOLI																										
P32167	0	0	0	1	0	0	1	G	YIIX_ECOLI																										
P32176	1	1	0	1	1	1	5	G	FDOG_ECOLI	0.72	4.26E+00	6.72E+02	0.44	4.57	206.06					0.07	 	0.03	 	0.03	  	0.12	 	  	0.09						G
P32668	0	0	0	1	0	0	1	G	YIJF_ECOLI																										
P32672	0	0	0	1	0	0	1	B	PTFC2_ECOLI																										
P32688	0	0	0	1	0	0	1	G	YJBG_ECOLI																										
P32701	0	0	0	1	0	0	1	B	YJCC_ECOLI																										
P32703	1	0	0	1	0	1	3	B	YJCE_ECOLI	0.13	3.59E-01	1.60E+02	0.32																						B
P32705	0	0	0	1	0	1	2	B	ACTP_ECOLI																										B
P32709	0	0	0	1	0	0	1	B	NRFD_ECOLI																										
P32710	0	0	0	1	0	0	1	B	NRFE_ECOLI																										
P32711	0	0	0	1	0	0	1	B	NRFF_ECOLI																										
P32716	0	0	0	1	0	0	1	B	MDTN_ECOLI																										
P32717	0	0	0	1	0	0	1	G	YJCS_ECOLI																										
P32720	0	0	0	1	0	0	1	B	ALSC_ECOLI																										
P32721	1	0	1	1	0	0	3	F1	ALSA_ECOLI	0.08	2.02E-01	1.14E+02				0.00020049	20.049																		
P33013	0	0	0	1	0	0	1	F2	DACD_ECOLI																										
P33015	0	0	0	1	0	1	2	B	YEEE_ECOLI																										B
P33021	0	0	0	1	0	0	1	B	NUPX_ECOLI																										
P33025	0	0	0	1	0	0	1	B	PSUG_ECOLI																										
P33026	0	0	0	1	0	0	1	B	SETB_ECOLI																										
P33128	0	0	0	1	0	0	1	G	ECPD_ECOLI																										
P33129	1	0	1	1	0	0	3	H	HTRE_ECOLI	0.06	1.50E-01	9.61E+01	0.27			0.00051495	51.495																		
P33135	0	0	0	1	0	0	1	B	FLIR_ECOLI																										
P33218	0	0	1	1	0	1	3	B	YEBE_ECOLI							0.0059118	591.18																		B
P33231	0	1	0	1	0	0	2	B	LLDP_ECOLI					1	47.23																				
P33236	0	0	0	1	0	0	1	B	MOKC_ECOLI																										
P33354	0	0	0	1	0	0	1	I	YEHR_ECOLI																										
P33359	0	0	0	1	0	0	1	B	YEHW_ECOLI																										
P33361	0	0	0	1	0	0	1	B	YEHY_ECOLI																										
P33366	0	0	0	1	0	1	2	B	YOHD_ECOLI																										B
P33369	0	0	0	1	0	0	1	I	MDTQ_ECOLI																										
P33634	0	0	0	1	0	0	1	B	YFIE_ECOLI																										
P33668	0	0	0	1	0	0	1	I	YBBC_ECOLI																										
P33913	0	0	0	1	0	1	2	G	YEJA_ECOLI																										G
P33931	0	0	0	1	0	1	2	F1	CCMA_ECOLI																										F1
P33941	0	0	0	1	0	1	2	B	YOJI_ECOLI																										B
P36554	0	0	0	1	0	0	1	B	MDTD_ECOLI																										
P36560	0	0	0	1	0	0	1	G	ASR_ECOLI																										
P36561	0	0	0	1	0	1	2	B	COBS_ECOLI																										B
P36646	0	0	0	1	0	0	1	B	HOFC_ECOLI																										
P36649	0	1	1	1	0	1	4	G	CUEO_ECOLI					0.58	27.85	0.00027745	27.745																		G
P36655	0	0	0	1	0	1	2	B	DSBD_ECOLI																										B
P36678	0	0	0	1	0	0	1	B	GSPM_ECOLI																										
P36682	0	0	0	1	0	0	1	G	YACH_ECOLI																										
P37001	0	0	0	1	0	1	2	H	CRCA_ECOLI																										H
P37002	0	0	0	1	0	1	2	B	CRCB_ECOLI																										B
P37016	0	0	0	1	0	0	1	G	YADK_ECOLI																										
P37017	0	0	0	1	0	0	1	G	YADL_ECOLI																										
P37018	0	0	0	1	0	0	1	G	YADM_ECOLI																										
P37019	0	0	0	1	0	1	2	B	CLCA_ECOLI																										B
P37050	0	0	0	1	0	0	1	G	YADN_ECOLI																										
P37056	0	0	0	1	0	0	1	I	YAEF_ECOLI																										
P37147	0	0	0	1	0	1	2	B	FXSA_ECOLI																										B
P37188	1	1	1	1	0	1	5	F1	PTKB_ECOLI	0.75	4.62E+00	7.04E+02		99	4064.14	0.027256	2725.6	9635.27																	F1
P37197	0	0	0	1	0	0	1	E	YHJA_ECOLI																										
P37305	0	0	0	1	0	0	1	B	HOKA_ECOLI																										
P37327	0	0	0	1	0	1	2	B	YFDC_ECOLI																										B
P37349	1	1	1	1	0	1	5	F1	DHAM_ECOLI	0.1	2.59E-01	1.32E+02		1.23	57.72	0.0083303	833.03																		F1
P37443	0	0	0	1	0	0	1	B	YCAI_ECOLI																										
P37597	0	0	0	1	0	1	2	B	YDHC_ECOLI																										B
P37614	0	0	0	1	0	0	1	B	YHHL_ECOLI																										
P37615	0	0	0	1	1	1	3	B	YHHM_ECOLI											0.25	 	  	0.25												B
P37617	0	1	1	1	1	1	5	B	ATZN_ECOLI					0.43	20.84	0.0025014	250.14			0.07	 	0.09	 	 	  	0.09	0.04	  	 						B
P37621	0	0	0	1	0	0	1	B	YHHS_ECOLI																										
P37626	1	1	1	1	0	1	5	B	YHII_ECOLI	0.13	3.34E-01	1.53E+02	0.32	1.29	60.45	0.00025724	25.724																		B
P37630	0	0	0	1	0	0	1	B	YHIM_ECOLI																										
P37643	0	0	0	1	0	0	1	B	YHJE_ECOLI																										
P37645	0	0	0	1	0	1	2	B	YHJG_ECOLI																										B
P37650	0	0	1	1	1	1	4	G	BCSC_ECOLI							0.0011816	118.16			0.36	  	0.05	0.05	0.65	0.94	1.3	 	0.03	0.19	 	0.22	0.03	0.13	  	G
P37653	0	0	0	1	0	0	1	B	BCSA_ECOLI																										
P37657	0	0	1	1	0	0	2	B	YHJS_ECOLI							0.00022406	22.406																		
P37659	0	1	1	1	1	1	5	B	YHJU_ECOLI					0.33	16.12	0.00013216	13.216			0.3	 	0.3	0.3												B
P37662	0	0	0	1	0	0	1	B	YHJX_ECOLI																										
P37663	0	0	0	1	0	0	1	H	YHJY_ECOLI																										
P37665	1	1	0	1	1	1	5	I	YIAD_ECOLI	0.86	6.20E+00	8.35E+02	0.5	7	289.95					0.84	0.52	1.02	0.32	 	  	0.2	1.33	0.76	1.02	0.52	1.33	0.52	0.52	2.08	I
P37669	0	0	0	1	0	0	1	B	YIAH_ECOLI																										
P37674	0	0	0	1	0	0	1	B	YIAM_ECOLI																										
P37675	0	0	0	1	0	0	1	B	YIAN_ECOLI																										
P37676	0	0	0	1	0	0	1	G	YIAO_ECOLI																										
P37681	0	0	0	1	0	0	1	F3	YIAT_ECOLI																										
P37682	0	0	0	1	0	0	1	B	YIAU_ECOLI																										
P37683	0	0	1	1	0	0	2	B	YIAV_ECOLI							0.00093368	93.368																		
P37744	1	1	0	1	0	1	4	B	RMLA1_ECOLI	0.94	7.66E+00	9.45E+02		10.29	452.62																				B
P37751	0	0	1	1	0	1	3	F1	YEFI_ECOLI							0.025102	2510.2																		F1
P37772	0	0	0	1	0	0	1	B	YJFF_ECOLI																										
P37774	0	0	1	1	0	1	3	F1	YECC_ECOLI							0.0041134	411.34																		F1
P37902	1	0	1	1	0	1	4	G	GLTI_ECOLI	0.31	1.03E+00	2.95E+02				8.68E-05	8.6839		4154.99																G
P37909	0	0	0	1	0	0	1	G	YBGD_ECOLI																										
P38052	0	0	0	1	0	0	1	G	SFMF_ECOLI																										
P38097	0	0	1	1	1	1	4	B	YEGE_ECOLI							0.00095931	95.931			0.03	 	  	0.03												B
P38101	0	0	0	1	0	0	1	B	EAMB_ECOLI																										
P38105	0	0	0	1	0	0	1	B	RSPB_ECOLI																										
P38134	0	0	0	1	0	1	2	B	ETK_ECOLI																										B
P39099	1	1	0	1	0	1	4	G	DEGQ_ECOLI	0.21	6.24E-01	2.20E+02		1.02	48.14				1757.88																G
P39172	1	1	0	1	0	1	4	G	ZNUA_ECOLI	1.46	2.79E+01	2.00E+03		0.36	17.54																				G
P39196	0	0	0	1	0	0	1	B	LPLT_ECOLI																										
P39263	0	0	0	1	0	0	1	B	YFCC_ECOLI																										
P39264	0	0	0	1	0	0	1	G	FIMI_ECOLI																										
P39265	0	0	0	1	0	0	1	G	ALSB_ECOLI																										
P39270	0	0	0	1	0	1	2	B	YJDF_ECOLI																										B
P39277	0	0	0	1	0	0	1	B	YJEH_ECOLI																										
P39282	0	0	0	1	0	0	1	B	YJEM_ECOLI																										
P39295	0	0	0	1	0	0	1	B	YJFM_ECOLI																										
P39297	0	0	0	1	1	1	3	I	YJFO_ECOLI											0.28	 	0.28	 												I
P39310	0	1	0	1	0	1	3	B	YTFB_ECOLI					1.37	64.08																				B
P39328	0	0	0	1	0	0	1	B	YTFT_ECOLI																										
P39338	0	0	0	1	0	0	1	B	YJGN_ECOLI																										
P39344	0	0	0	1	0	0	1	B	IDNT_ECOLI																										
P39346	0	0	0	1	0	0	1	B	IDND_ECOLI																										
P39352	0	0	0	1	0	0	1	B	YJHB_ECOLI																										
P39365	0	0	0	1	0	1	2	B	SGCC_ECOLI																										B
P39371	0	0	1	1	0	0	2	G	NANM_ECOLI							0.00070649	70.649																		
P39376	0	0	1	1	0	0	2	B	YJIE_ECOLI							0.00083213	83.213																		
P39379	0	0	0	1	0	0	1	B	YJIH_ECOLI																										
P39381	0	0	0	1	0	0	1	B	YJIJ_ECOLI																										
P39382	0	0	0	1	0	1	2	B	YJIK_ECOLI																										B
P39385	0	0	1	1	0	1	3	B	YJIN_ECOLI							0.0034463	344.63																		B
P39386	0	0	0	1	0	0	1	B	MDTM_ECOLI																										
P39396	1	1	1	1	1	1	6	B	YJIY_ECOLI	0.27	8.48E-01	2.63E+02	0.53	2.59	118.82	0.056983	5698.3			0.05	  	   	0.04	 	0.04	0.04	 	0.04	0.09						B
P39398	0	0	0	1	0	0	1	B	YJJL_ECOLI																										
P39400	0	0	0	1	0	0	1	B	YJJN_ECOLI																										
P39401	1	1	0	1	1	1	5	B	OPGB_ECOLI	0.07	1.66E-01	1.02E+02		0.28	13.75					0.66	 	1.28	 	 	  	0.04									B
P39414	0	0	0	1	0	0	1	B	TTDT_ECOLI									598.23																	
