Join Name	CommonCore	K12	No files found in	CommonCore Duplicates	K12 Duplicates
P0ACY9		1	1		1	P0ACY9
P0AD01		1	1		1	P0AD01
P0AD03		1	1		1	P0AD03
P0AD07		1	1		1	P0AD07
P0AD10		1	1		1	P0AD10
P0AD12		1	1		1	P0AD12
P0AD17		1	1		1	P0AD17
P0AD21		1	1		1	P0AD21
P0AD24		1	1		1	P0AD24
P0AD33		1	1		1	P0AD33
P0AD37		1	1		1	P0AD37
P0AD40		1	1		1	P0AD40
P0AD42		1	1		1	P0AD42
P0AD44		1	1		1	P0AD44
P0AD53		1	1		1	P0AD53
P0AD59		1	1		1	P0AD59
P0AD61		1	1		1	P0AD61
P0AD70		1	1		1	P0AD70
P0AD79		1	1		1	P0AD79
P0AD89		1	1		1	P0AD89
P0AD99		1	1		1	P0AD99
P0ADA5		1	1		1	P0ADA5
P0ADA7		1	1		1	P0ADA7
P0ADB1		1	1		1	P0ADB1
P0ADB7		1	1		1	P0ADB7
P0ADC1		1	1		1	P0ADC1
P0ADC8		1	1		1	P0ADC8
P0ADD2		1	1		1	P0ADD2
P0ADD5		1	1		1	P0ADD5
P0ADD9		1	1		1	P0ADD9
P0ADE2		1	1		1	P0ADE2
P0ADF8		1	1		1	P0ADF8
P0ADG1		1	1		1	P0ADG1
P0ADI7		1	1		1	P0ADI7
P0ADI9		1	1		1	P0ADI9
P0ADJ3		1	1		1	P0ADJ3
P0ADJ5		1	1		1	P0ADJ5
P0ADJ8		1	1		1	P0ADJ8
P0ADK0		1	1		1	P0ADK0
P0ADK4		1	1		1	P0ADK4
P0ADK6		1	1		1	P0ADK6
P0ADK8		1	1		1	P0ADK8
P0ADL3		1	1		1	P0ADL3
P0ADL6		1	1		1	P0ADL6
P0ADM0		1	1		1	P0ADM0
P0ADM4		1	1		1	P0ADM4
P0ADM6		1	1		1	P0ADM6
P0ADM8		1	1		1	P0ADM8
P0ADN0		1	1		1	P0ADN0
P0ADN2		1	1		1	P0ADN2
P0ADN6		1	1		1	P0ADN6
P0ADP7		1	1		1	P0ADP7
P0ADP9		1	1		1	P0ADP9
P0ADQ2		1	1		1	P0ADQ2
P0ADQ7		1	1		1	P0ADQ7
P0ADS2		1	1		1	P0ADS2
P0ADS6		1	1		1	P0ADS6
P0ADS9		1	1		1	P0ADS9
P0ADT2		1	1		1	P0ADT2
P0ADT8		1	1		1	P0ADT8
P0ADU2		1	1		1	P0ADU2
P0ADU5		1	1		1	P0ADU5
P0ADU7		1	1		1	P0ADU7
P0ADV7		1	1		1	P0ADV7
P0ADV9		1	1		1	P0ADV9
P0ADW3		1	1		1	P0ADW3
P0ADW6		1	1		1	P0ADW6
P0ADW8		1	1		1	P0ADW8
P0ADX5		1	1		1	P0ADX5
P0ADX7		1	1		1	P0ADX7
P0AE12		1	1		1	P0AE12
P0AE14		1	1		1	P0AE14
P0AE16		1	1		1	P0AE16
P0AE22		1	1		1	P0AE22
P0AE24		1	1		1	P0AE24
P0AE28		1	1		1	P0AE28
P0AE37		1	1		1	P0AE37
P0AE42		1	1		1	P0AE42
P0AE48		1	1		1	P0AE48
P0AE56		1	1		1	P0AE56
P0AE58		1	1		1	P0AE58
P0AE60		1	1		1	P0AE60
P0AE70		1	1		1	P0AE70
P0AE72		1	1		1	P0AE72
P0AE74		1	1		1	P0AE74
P0AE85		1	1		1	P0AE85
P0AE91		1	1		1	P0AE91
P0AE95		1	1		1	P0AE95
P0AE98		1	1		1	P0AE98
P0AEA2		1	1		1	P0AEA2
P0AED0		1	1		1	P0AED0
P0AEE1		1	1		1	P0AEE1
P0AEF4		1	1		1	P0AEF4
P0AEG6		1	1		1	P0AEG6
P0AEG8		1	1		1	P0AEG8
P0AEH5		1	1		1	P0AEH5
P0AEH8		1	1		1	P0AEH8
P0AEJ8		1	1		1	P0AEJ8
P0AEL3		1	1		1	P0AEL3
P0AEM4		1	1		1	P0AEM4
P0AEN4		1	1		1	P0AEN4
P0AEN8		1	1		1	P0AEN8
P0AEP1		1	1		1	P0AEP1
P0AEP9		1	1		1	P0AEP9
P0AEQ1		1	1		1	P0AEQ1
P0AEQ3		1	1		1	P0AEQ3
P0AER5		1	1		1	P0AER5
P0AES0		1	1		1	P0AES0
P0AES9		1	1		1	P0AES9
P0AET2		1	1		1	P0AET2
P0AET5		1	1		1	P0AET5
P0AET8		1	1		1	P0AET8
P0AEU7		1	1		1	P0AEU7
P0AEV4		1	1		1	P0AEV4
P0AEV7		1	1		1	P0AEV7
P0AEV9		1	1		1	P0AEV9
P0AEW1		1	1		1	P0AEW1
P0AEW6		1	1		1	P0AEW6
P0AEX9		1	1		1	P0AEX9
P0AEY3		1	1		1	P0AEY3
P0AF10		1	1		1	P0AF10
P0AF20		1	1		1	P0AF20
P0AF34		1	1		1	P0AF34
P0AF36		1	1		1	P0AF36
P0AF40		1	1		1	P0AF40
P0AF45		1	1		1	P0AF45
P0AF48		1	1		1	P0AF48
P0AF50		1	1		1	P0AF50
P0AF54		1	1		1	P0AF54
P0AF59		1	1		1	P0AF59
P0AF61		1	1		1	P0AF61
P0AF70		1	1		1	P0AF70
P0AF73		1	1		1	P0AF73
P0AF76		1	1		1	P0AF76
P0AF82		1	1		1	P0AF82
P0AF86		1	1		1	P0AF86
P0AF90		1	1		1	P0AF90
P0AF96		1	1		1	P0AF96
P0AFA7		1	1		1	P0AFA7
P0AFB1		1	1		1	P0AFB1
P0AFC0		1	1		1	P0AFC0
P0AFF2		1	1		1	P0AFF2
P0AFI0		1	1		1	P0AFI0
P0AFK2		1	1		1	P0AFK2
P0AFL9		1	1		1	P0AFL9
P0AFM4		1	1		1	P0AFM4
P0AFN6		1	1		1	P0AFN6
P0AFQ2		1	1		1	P0AFQ2
P0AFR7		1	1		1	P0AFR7
P0AFS7		1	1		1	P0AFS7
P0AFT8		1	1		1	P0AFT8
P0AFU6		1	1		1	P0AFU6
P0AFV2		1	1		1	P0AFV2
P0AFW2		1	1		1	P0AFW2
P0AFW8		1	1		1	P0AFW8
P0AFX4		1	1		1	P0AFX4
P0AFX7		1	1		1	P0AFX7
P0AFX9		1	1		1	P0AFX9
P0AFY2		1	1		1	P0AFY2
P0AFY8		1	1		1	P0AFY8
P0AFZ1		1	1		1	P0AFZ1
P0AFZ3		1	1		1	P0AFZ3
P0AFZ5		1	1		1	P0AFZ5
P0AG00		1	1		1	P0AG00
P0AG80		1	1		1	P0AG80
P0AG86		1	1		1	P0AG86
P0AG96		1	1		1	P0AG96
P0AGB3		1	1		1	P0AGB3
P0AGC0		1	1		1	P0AGC0
P0AGF2		1	1		1	P0AGF2
P0AGF4		1	1		1	P0AGF4
P0AGF6		1	1		1	P0AGF6
P0AGJ2		1	1		1	P0AGJ2
P0AGL5		1	1		1	P0AGL5
P0AGM7		1	1		1	P0AGM7
P0C054		1	1		1	P0C054
P0C058		1	1		1	P0C058
P0C066		1	1		1	P0C066
P0C0T5		1	1		1	P0C0T5
P0C8J6		1	1		1	P0C8J6
P0C8J8		1	1		1	P0C8J8
P0C8K0		1	1		1	P0C8K0
P0C960		1	1		1	P0C960
P0CB39		1	1		1	P0CB39
P0CB62		1	1		1	P0CB62
P0CE44		1	1		1	P0CE44
P10905		1	1		1	P10905
P10906		1	1		1	P10906
P10908		1	1		1	P10908
P11071		1	1		1	P11071
P11286		1	1		1	P11286
P11289		1	1		1	P11289
P11663		1	1		1	P11663
P11664		1	1		1	P11664
P11864		1	1		1	P11864
P11865		1	1		1	P11865
P11866		1	1		1	P11866
P11988		1	1		1	P11988
P11989		1	1		1	P11989
P12758		1	1		1	P12758
P13033		1	1		1	P13033
P13039		1	1		1	P13039
P13482		1	1		1	P13482
P13656		1	1		1	P13656
P13669		1	1		1	P13669
P14375		1	1		1	P14375
P14377		1	1		1	P14377
P14407		1	1		1	P14407
P15005		1	1		1	P15005
P15006		1	1		1	P15006
P15038		1	1		1	P15038
P15081		1	1		1	P15081
P15286		1	1		1	P15286
P15373		1	1		1	P15373
P16256		1	1		1	P16256
P16430		1	1		1	P16430
P16431		1	1		1	P16431
P16432		1	1		1	P16432
P16433		1	1		1	P16433
P16525		1	1		1	P16525
P16528		1	1		1	P16528
P16677		1	1		1	P16677
P16682		1	1		1	P16682
P16683		1	1		1	P16683
P16685		1	1		1	P16685
P16686		1	1		1	P16686
P16687		1	1		1	P16687
P16688		1	1		1	P16688
P16689		1	1		1	P16689
P16692		1	1		1	P16692
P16694		1	1		1	P16694
P17109		1	1		1	P17109
P17117		1	1		1	P17117
P17334		1	1		1	P17334
P17410		1	1		1	P17410
P17411		1	1		1	P17411
P17444		1	1		1	P17444
P17446		1	1		1	P17446
P17994		1	1		1	P17994
P18390		1	1		1	P18390
P18392		1	1		1	P18392
P18393		1	1		1	P18393
P18775		1	1		1	P18775
P18776		1	1		1	P18776
P18777		1	1		1	P18777
P18843		1	1		1	P18843
P19323		1	1		1	P19323
P19636		1	1		1	P19636
P19642		1	1		1	P19642
P19926		1	1		1	P19926
P19930		1	1		1	P19930
P19931		1	1		1	P19931
P19932		1	1		1	P19932
P20099		1	1		1	P20099
P21338		1	1		1	P21338
P21345		1	1		1	P21345
P21361		1	1		1	P21361
P21362		1	1		1	P21362
P21363		1	1		1	P21363
P21365		1	1		1	P21365
P21367		1	1		1	P21367
P21437		1	1		1	P21437
P21515		1	1		1	P21515
P21517		1	1		1	P21517
P22106		1	1		1	P22106
P22259		1	1		1	P22259
P22524		1	1		1	P22524
P22564		1	1		1	P22564
P22586		1	1		1	P22586
P23200		1	1		1	P23200
P23256		1	1		1	P23256
P23305		1	1		1	P23305
P23481		1	1		1	P23481
P23482		1	1		1	P23482
P23484		1	1		1	P23484
P23485		1	1		1	P23485
P23830		1	1		1	P23830
P23840		1	1		1	P23840
P23845		1	1		1	P23845
P23862		1	1		1	P23862
P23872		1	1		1	P23872
P23873		1	1		1	P23873
P23874		1	1		1	P23874
P23910		1	1		1	P23910
P24188		1	1		1	P24188
P24202		1	1		1	P24202
P24215		1	1		1	P24215
P24224		1	1		1	P24224
P24238		1	1		1	P24238
P24240		1	1		1	P24240
P24241		1	1		1	P24241
P24244		1	1		1	P24244
P24251		1	1		1	P24251
P24252		1	1		1	P24252
P25549		1	1		1	P25549
P25550		1	1		1	P25550
P25718		1	1		1	P25718
P25728		1	1		1	P25728
P25738		1	1		1	P25738
P25741		1	1		1	P25741
P25744		1	1		1	P25744
P25746		1	1		1	P25746
P25889		1	1		1	P25889
P25907		1	1		1	P25907
P26218		1	1		1	P26218
P26266		1	1		1	P26266
P26602		1	1		1	P26602
P26612		1	1		1	P26612
P26647		1	1		1	P26647
P26648		1	1		1	P26648
P26649		1	1		1	P26649
P27125		1	1		1	P27125
P27238		1	1		1	P27238
P27240		1	1		1	P27240
P27243		1	1		1	P27243
P27253		1	1		1	P27253
P27254		1	1		1	P27254
P27278		1	1		1	P27278
P27294		1	1		1	P27294
P27297		1	1		1	P27297
P27306		1	1		1	P27306
P27375		1	1		1	P27375
P27431		1	1		1	P27431
P27832		1	1		1	P27832
P27835		1	1		1	P27835
P27836		1	1		1	P27836
P27837		1	1		1	P27837
P27838		1	1		1	P27838
P27842		1	1		1	P27842
P27859		1	1		1	P27859
P28224		1	1		1	P28224
P28248		1	1		1	P28248
P28249		1	1		1	P28249
P28307		1	1		1	P28307
P28629		1	1		1	P28629
P28632		1	1		1	P28632
P28638		1	1		1	P28638
P28696		1	1		1	P28696
P28905		1	1		1	P28905
P28911		1	1		1	P28911
P28915		1	1		1	P28915
P29012		1	1		1	P29012
P29745		1	1		1	P29745
P30014		1	1		1	P30014
P30015		1	1		1	P30015
P30130		1	1		1	P30130
P30139		1	1		1	P30139
P30140		1	1		1	P30140
P30176		1	1		1	P30176
P30177		1	1		1	P30177
P30178		1	1		1	P30178
P30235		1	1		1	P30235
P30748		1	1		1	P30748
P30749		1	1		1	P30749
P31058		1	1		1	P31058
P31063		1	1		1	P31063
P31069		1	1		1	P31069
P31121		1	1		1	P31121
P31130		1	1		1	P31130
P31433		1	1		1	P31433
P31434		1	1		1	P31434
P31435		1	1		1	P31435
P31437		1	1		1	P31437
P31441		1	1		1	P31441
P31443		1	1		1	P31443
P31446		1	1		1	P31446
P31447		1	1		1	P31447
P31448		1	1		1	P31448
P31455		1	1		1	P31455
P31456		1	1		1	P31456
P31459		1	1		1	P31459
P31468		1	1		1	P31468
P31469		1	1		1	P31469
P31470		1	1		1	P31470
P31471		1	1		1	P31471
P31473		1	1		1	P31473
P31545		1	1		1	P31545
P31548		1	1		1	P31548
P31549		1	1		1	P31549
P31551		1	1		1	P31551
P31552		1	1		1	P31552
P31553		1	1		1	P31553
P31574		1	1		1	P31574
P31658		1	1		1	P31658
P31666		1	1		1	P31666
P31677		1	1		1	P31677
P31678		1	1		1	P31678
P31679		1	1		1	P31679
P31697		1	1		1	P31697
P31825		1	1		1	P31825
P31827		1	1		1	P31827
P31828		1	1		1	P31828
P31991		1	1		1	P31991
P31992		1	1		1	P31992
P32056		1	1		1	P32056
P32057		1	1		1	P32057
P32099		1	1		1	P32099
P32106		1	1		1	P32106
P32108		1	1		1	P32108
P32128		1	1		1	P32128
P32129		1	1		1	P32129
P32134		1	1		1	P32134
P32135		1	1		1	P32135
P32136		1	1		1	P32136
P32137		1	1		1	P32137
P32138		1	1		1	P32138
P32139		1	1		1	P32139
P32140		1	1		1	P32140
P32141		1	1		1	P32141
P32143		1	1		1	P32143
P32151		1	1		1	P32151
P32152		1	1		1	P32152
P32153		1	1		1	P32153
P32154		1	1		1	P32154
P32155		1	1		1	P32155
P32156		1	1		1	P32156
P32160		1	1		1	P32160
P32162		1	1		1	P32162
P32166		1	1		1	P32166
P32167		1	1		1	P32167
P32169		1	1		1	P32169
P32170		1	1		1	P32170
P32171		1	1		1	P32171
P32668		1	1		1	P32668
P32670		1	1		1	P32670
P32674		1	1		1	P32674
P32675		1	1		1	P32675
P32680		1	1		1	P32680
P32681		1	1		1	P32681
P32684		1	1		1	P32684
P32685		1	1		1	P32685
P32687		1	1		1	P32687
P32688		1	1		1	P32688
P32693		1	1		1	P32693
P32694		1	1		1	P32694
P32700		1	1		1	P32700
P32709		1	1		1	P32709
P32714		1	1		1	P32714
P32715		1	1		1	P32715
P32716		1	1		1	P32716
P32717		1	1		1	P32717
P32718		1	1		1	P32718
P32719		1	1		1	P32719
P32720		1	1		1	P32720
P33011		1	1		1	P33011
P33012		1	1		1	P33012
P33014		1	1		1	P33014
P33015		1	1		1	P33015
P33020		1	1		1	P33020
P33025		1	1		1	P33025
P33128		1	1		1	P33128
P33129		1	1		1	P33129
P33218		1	1		1	P33218
P33219		1	1		1	P33219
P33225		1	1		1	P33225
P33226		1	1		1	P33226
P33236		1	1		1	P33236
P33346		1	1		1	P33346
P33347		1	1		1	P33347
P33348		1	1		1	P33348
P33349		1	1		1	P33349
P33352		1	1		1	P33352
P33354		1	1		1	P33354
P33355		1	1		1	P33355
P33358		1	1		1	P33358
P33360		1	1		1	P33360
P33362		1	1		1	P33362
P33368		1	1		1	P33368
P33369		1	1		1	P33369
P33554		1	1		1	P33554
P33590		1	1		1	P33590
P33595		1	1		1	P33595
P33634		1	1		1	P33634
P33668		1	1		1	P33668
P33898		1	1		1	P33898
P33919		1	1		1	P33919
P33920		1	1		1	P33920
P33940		1	1		1	P33940
P33941		1	1		1	P33941
P34209		1	1		1	P34209
P36560		1	1		1	P36560
P36566		1	1		1	P36566
P36649		1	1		1	P36649
P36661		1	1		1	P36661
P36662		1	1		1	P36662
P36672		1	1		1	P36672
P36675		1	1		1	P36675
P36677		1	1		1	P36677
P36678		1	1		1	P36678
P36680		1	1		1	P36680
P36767		1	1		1	P36767
P36879		1	1		1	P36879
P36881		1	1		1	P36881
P37001		1	1		1	P37001
P37016		1	1		1	P37016
P37017		1	1		1	P37017
P37018		1	1		1	P37018
P37019		1	1		1	P37019
P37047		1	1		1	P37047
P37049		1	1		1	P37049
P37050		1	1		1	P37050
P37051		1	1		1	P37051
P37056		1	1		1	P37056
P37146		1	1		1	P37146
P37180		1	1		1	P37180
P37188		1	1		1	P37188
P37194		1	1		1	P37194
P37195		1	1		1	P37195
P37305		1	1		1	P37305
P37306		1	1		1	P37306
P37327		1	1		1	P37327
P37330		1	1		1	P37330
P37342		1	1		1	P37342
P37348		1	1		1	P37348
P37349		1	1		1	P37349
P37351		1	1		1	P37351
P37353		1	1		1	P37353
P37355		1	1		1	P37355
P37440		1	1		1	P37440
P37590		1	1		1	P37590
P37610		1	1		1	P37610
P37613		1	1		1	P37613
P37614		1	1		1	P37614
P37615		1	1		1	P37615
P37627		1	1		1	P37627
P37629		1	1		1	P37629
P37630		1	1		1	P37630
P37642		1	1		1	P37642
P37645		1	1		1	P37645
P37648		1	1		1	P37648
P37657		1	1		1	P37657
P37659		1	1		1	P37659
P37660		1	1		1	P37660
P37663		1	1		1	P37663
P37669		1	1		1	P37669
P37673		1	1		1	P37673
P37677		1	1		1	P37677
P37678		1	1		1	P37678
P37679		1	1		1	P37679
P37680		1	1		1	P37680
P37681		1	1		1	P37681
P37691		1	1		1	P37691
P37750		1	1		1	P37750
P37751		1	1		1	P37751
P37767		1	1		1	P37767
P37772		1	1		1	P37772
P37794		1	1		1	P37794
P37909		1	1		1	P37909
P38035		1	1		1	P38035
P38052		1	1		1	P38052
P38055		1	1		1	P38055
P38097		1	1		1	P38097
P38101		1	1		1	P38101
P38105		1	1		1	P38105
P38521		1	1		1	P38521
P38683		1	1		1	P38683
P39161		1	1		1	P39161
P39163		1	1		1	P39163
P39165		1	1		1	P39165
P39177		1	1		1	P39177
P39187		1	1		1	P39187
P39263		1	1		1	P39263
P39264		1	1		1	P39264
P39265		1	1		1	P39265
P39267		1	1		1	P39267
P39270		1	1		1	P39270
P39274		1	1		1	P39274
P39279		1	1		1	P39279
P39280		1	1		1	P39280
P39282		1	1		1	P39282
P39293		1	1		1	P39293
P39295		1	1		1	P39295
P39297		1	1		1	P39297
P39298		1	1		1	P39298
P39300		1	1		1	P39300
P39301		1	1		1	P39301
P39304		1	1		1	P39304
P39305		1	1		1	P39305
P39306		1	1		1	P39306
P39310		1	1		1	P39310
P39314		1	1		1	P39314
P39325		1	1		1	P39325
P39328		1	1		1	P39328
P39332		1	1		1	P39332
P39334		1	1		1	P39334
P39336		1	1		1	P39336
P39338		1	1		1	P39338
P39342		1	1		1	P39342
P39344		1	1		1	P39344
P39352		1	1		1	P39352
P39353		1	1		1	P39353
P39363		1	1		1	P39363
P39364		1	1		1	P39364
P39365		1	1		1	P39365
P39366		1	1		1	P39366
P39367		1	1		1	P39367
P39368		1	1		1	P39368
P39370		1	1		1	P39370
P39371		1	1		1	P39371
P39374		1	1		1	P39374
P39375		1	1		1	P39375
P39377		1	1		1	P39377
P39379		1	1		1	P39379
P39380		1	1		1	P39380
P39382		1	1		1	P39382
P39383		1	1		1	P39383
P39384		1	1		1	P39384
P39385		1	1		1	P39385
P39394		1	1		1	P39394
P39400		1	1		1	P39400
P39405		1	1		1	P39405
P39407		1	1		1	P39407
P39409		1	1		1	P39409
P39411		1	1		1	P39411
P39414		1	1		1	P39414
P39452		1	1		1	P39452
P39834		1	1		1	P39834
P39835		1	1		1	P39835
P39902		1	1		1	P39902
P40191		1	1		1	P40191
P40874		1	1		1	P40874
P40876		1	1		1	P40876
P41036		1	1		1	P41036
P41039		1	1		1	P41039
P41442		1	1		1	P41442
P41443		1	1		1	P41443
P42589		1	1		1	P42589
P42590		1	1		1	P42590
P42591		1	1		1	P42591
P42592		1	1		1	P42592
P42596		1	1		1	P42596
P42597		1	1		1	P42597
P42598		1	1		1	P42598
P42599		1	1		1	P42599
P42603		1	1		1	P42603
P42604		1	1		1	P42604
P42615		1	1		1	P42615
P42616		1	1		1	P42616
P42625		1	1		1	P42625
P42628		1	1		1	P42628
P42632		1	1		1	P42632
P42640		1	1		1	P42640
P42904		1	1		1	P42904
P42905		1	1		1	P42905
P42907		1	1		1	P42907
P42909		1	1		1	P42909
P42910		1	1		1	P42910
P42911		1	1		1	P42911
P42912		1	1		1	P42912
P42913		1	1		1	P42913
P42914		1	1		1	P42914
P42915		1	1		1	P42915
P43319		1	1		1	P43319
P43329		1	1		1	P43329
P43340		1	1		1	P43340
P43533		1	1		1	P43533
P43667		1	1		1	P43667
P45423		1	1		1	P45423
P45424		1	1		1	P45424
P45425		1	1		1	P45425
P45428		1	1		1	P45428
P45464		1	1		1	P45464
P45468		1	1		1	P45468
P45470		1	1		1	P45470
P45508		1	1		1	P45508
P45539		1	1		1	P45539
P45543		1	1		1	P45543
P45544		1	1		1	P45544
P45546		1	1		1	P45546
P45548		1	1		1	P45548
P45549		1	1		1	P45549
P45550		1	1		1	P45550
P45551		1	1		1	P45551
P45552		1	1		1	P45552
P45565		1	1		1	P45565
P45566		1	1		1	P45566
P45570		1	1		1	P45570
P45577		1	1		1	P45577
P45578		1	1		1	P45578
P45579		1	1		1	P45579
P45736		1	1		1	P45736
P45750		1	1		1	P45750
P45751		1	1		1	P45751
P45753		1	1		1	P45753
P45756		1	1		1	P45756
P45757		1	1		1	P45757
P45760		1	1		1	P45760
P45761		1	1		1	P45761
P45762		1	1		1	P45762
P45763		1	1		1	P45763
P45795		1	1		1	P45795
P45800		1	1		1	P45800
P45804		1	1		1	P45804
P45807		1	1		1	P45807
P46119		1	1		1	P46119
P46121		1	1		1	P46121
P46122		1	1		1	P46122
P46126		1	1		1	P46126
P46133		1	1		1	P46133
P46141		1	1		1	P46141
P46142		1	1		1	P46142
P46187		1	1		1	P46187
P46474		1	1		1	P46474
P46478		1	1		1	P46478
P46849		1	1		1	P46849
P46853		1	1		1	P46853
P46855		1	1		1	P46855
P46857		1	1		1	P46857
P46887		1	1		1	P46887
P46888		1	1		1	P46888
P46923		1	1		1	P46923
P50456		1	1		1	P50456
P50465		1	1		1	P50465
P50466		1	1		1	P50466
P51020		1	1		1	P51020
P51024		1	1		1	P51024
P52005		1	1		1	P52005
P52007		1	1		1	P52007
P52043		1	1		1	P52043
P52045		1	1		1	P52045
P52073		1	1		1	P52073
P52074		1	1		1	P52074
P52106		1	1		1	P52106
P52107		1	1		1	P52107
P52108		1	1		1	P52108
P52119		1	1		1	P52119
P52613		1	1		1	P52613
P52614		1	1		1	P52614
P52636		1	1		1	P52636
P52644		1	1		1	P52644
P52645		1	1		1	P52645
P54745		1	1		1	P54745
P54746		1	1		1	P54746
P54901		1	1		1	P54901
P55138		1	1		1	P55138
P55140		1	1		1	P55140
P55734		1	1		1	P55734
P55914		1	1		1	P55914
P56100		1	1		1	P56100
P56256		1	1		1	P56256
P56257		1	1		1	P56257
P56258		1	1		1	P56258
P56262		1	1		1	P56262
P56579		1	1		1	P56579
P56580		1	1		1	P56580
P56976		1	1		1	P56976
P58034		1	1		1	P58034
P58035		1	1		1	P58035
P58036		1	1		1	P58036
P58037		1	1		1	P58037
P58094		1	1		1	P58094
P60061		1	1		1	P60061
P60240		1	1		1	P60240
P60293		1	1		1	P60293
P60560		1	1		1	P60560
P60566		1	1		1	P60566
P60584		1	1		1	P60584
P60632		1	1		1	P60632
P60757		1	1		1	P60757
P60869		1	1		1	P60869
P60872		1	1		1	P60872
P61320		1	1		1	P61320
P61889		1	1		1	P61889
P62395		1	1		1	P62395
P62517		1	1		1	P62517
P62601		1	1		1	P62601
P62617		1	1		1	P62617
P62768		1	1		1	P62768
P63020		1	1		1	P63020
P63204		1	1		1	P63204
P63235		1	1		1	P63235
P63264		1	1		1	P63264
P63746		1	1		1	P63746
P63883		1	1		1	P63883
P64426		1	1		1	P64426
P64439		1	1		1	P64439
P64442		1	1		1	P64442
P64445		1	1		1	P64445
P64448		1	1		1	P64448
P64451		1	1		1	P64451
P64453		1	1		1	P64453
P64455		1	1		1	P64455
P64459		1	1		1	P64459
P64461		1	1		1	P64461
P64463		1	1		1	P64463
P64467		1	1		1	P64467
P64471		1	1		1	P64471
P64474		1	1		1	P64474
P64476		1	1		1	P64476
P64479		1	1		1	P64479
P64481		1	1		1	P64481
P64488		1	1		1	P64488
P64490		1	1		1	P64490
P64493		1	1		1	P64493
P64496		1	1		1	P64496
P64499		1	1		1	P64499
P64503		1	1		1	P64503
P64506		1	1		1	P64506
P64508		1	1		1	P64508
P64512		1	1		1	P64512
P64515		1	1		1	P64515
P64517		1	1		1	P64517
P64519		1	1		1	P64519
P64536		1	1		1	P64536
P64540		1	1		1	P64540
P64542		1	1		1	P64542
P64545		1	1		1	P64545
P64548		1	1		1	P64548
P64550		1	1		1	P64550
P64557		1	1		1	P64557
P64559		1	1		1	P64559
P64572		1	1		1	P64572
P64574		1	1		1	P64574
P64581		1	1		1	P64581
P64585		1	1		1	P64585
P64588		1	1		1	P64588
P64599		1	1		1	P64599
P64602		1	1		1	P64602
P64610		1	1		1	P64610
P64614		1	1		1	P64614
P64616		1	1		1	P64616
P64619		1	1		1	P64619
P64622		1	1		1	P64622
P64624		1	1		1	P64624
P64627		1	1		1	P64627
P64631		1	1		1	P64631
P64634		1	1		1	P64634
P64638		1	1		1	P64638
P64646		1	1		1	P64646
P65290		1	1		1	P65290
P65292		1	1		1	P65292
P65294		1	1		1	P65294
P65298		1	1		1	P65298
P65556		1	1		1	P65556
P65643		1	1		1	P65643
P65807		1	1		1	P65807
P66817		1	1		1	P66817
P66899		1	1		1	P66899
P67095		1	1		1	P67095
P67244		1	1		1	P67244
P67338		1	1		1	P67338
P67444		1	1		1	P67444
P67553		1	1		1	P67553
P67601		1	1		1	P67601
P67603		1	1		1	P67603
P67624		1	1		1	P67624
P67697		1	1		1	P67697
P67699		1	1		1	P67699
P67701		1	1		1	P67701
P67729		1	1		1	P67729
P67762		1	1		1	P67762
P68191		1	1		1	P68191
P68644		1	1		1	P68644
P68646		1	1		1	P68646
P68688		1	1		1	P68688
P68739		1	1		1	P68739
P69054		1	1		1	P69054
P69330		1	1		1	P69330
P69367		1	1		1	P69367
P69380		1	1		1	P69380
P69405		1	1		1	P69405
P69411		1	1		1	P69411
P69425		1	1		1	P69425
P69432		1	1		1	P69432
P69434		1	1		1	P69434
P69739		1	1		1	P69739
P69776		1	1		1	P69776
P69791		1	1		1	P69791
P69795		1	1		1	P69795
P69797		1	1		1	P69797
P69801		1	1		1	P69801
P69805		1	1		1	P69805
P69820		1	1		1	P69820
P69822		1	1		1	P69822
P69824		1	1		1	P69824
P69826		1	1		1	P69826
P69828		1	1		1	P69828
P69831		1	1		1	P69831
P69853		1	1		1	P69853
P69856		1	1		1	P69856
P69902		1	1		1	P69902
P69908		1	1		1	P69908
P69910		1	1		1	P69910
P69913		1	1		1	P69913
P69922		1	1		1	P69922
P71229		1	1		1	P71229
P71237		1	1		1	P71237
P71238		1	1		1	P71238
P71239		1	1		1	P71239
P71242		1	1		1	P71242
P71243		1	1		1	P71243
P71244		1	1		1	P71244
P71301		1	1		1	P71301
P75617		1	1		1	P75617
P75620		1	1		1	P75620
P75672		1	1		1	P75672
P75685		1	1		1	P75685
P75687		1	1		1	P75687
P75692		1	1		1	P75692
P75694		1	1		1	P75694
P75712		1	1		1	P75712
P75713		1	1		1	P75713
P75715		1	1		1	P75715
P75726		1	1		1	P75726
P75733		1	1		1	P75733
P75734		1	1		1	P75734
P75737		1	1		1	P75737
P75748		1	1		1	P75748
P75749		1	1		1	P75749
P75750		1	1		1	P75750
P75767		1	1		1	P75767
P75769		1	1		1	P75769
P75770		1	1		1	P75770
P75777		1	1		1	P75777
P75779		1	1		1	P75779
P75783		1	1		1	P75783
P75788		1	1		1	P75788
P75791		1	1		1	P75791
P75792		1	1		1	P75792
P75793		1	1		1	P75793
P75794		1	1		1	P75794
P75796		1	1		1	P75796
P75797		1	1		1	P75797
P75798		1	1		1	P75798
P75799		1	1		1	P75799
P75809		1	1		1	P75809
