	ID interactor A	ID interactor B
ILVG_ECOLI	P00892	P0A7W1
YDCP_ECOLI	P76104	P0A7W1
DCYD_ECOLI	P76316	P0A7W1
YFIF_ECOLI	P0AGJ5	P0A7W1
RPPH_ECOLI	P0A776	P0A7W1
TRMB_ECOLI	P0A8I5	P0A7W1
RIMP_ECOLI	P0A8A8	P0A7W1
RLMB_ECOLI	P63177	P0A7W1
RIMN_ECOLI	P45748	P0A7W1
HSLO_ECOLI	P0A6Y5	P0A7W1
RS18_ECOLI	P0A7T7	P02358
AIDB_ECOLI	P33224	P02358
CLPA_ECOLI	P0ABH9	P02358
DNAJ_ECOLI	P08622	P02358
DPO3X_ECOLI	P06710	P02358
ICLR_ECOLI	P16528	P02358
NUSG_ECOLI	P0AFG0	P02358
PGK_ECOLI	P0A799	P02358
RCSA_ECOLI	P69405	P02358
RNPA_ECOLI	P0A7Y8	P02358
RPOA_ECOLI	P0A7Z4	P02358
RPOB_ECOLI	P0A8V2	P02358
RPOD_ECOLI	P00579	P02358
SPOT_ECOLI	P0AG24	P02358
SYT_ECOLI	P0A8M3	P02358
UVRC_ECOLI	P0A8G0	P02358
YACL_ECOLI	P0A8E5	P02358
ILVG_ECOLI	P00892	P02358
RLMN_ECOLI	P36979	P02358
RPPH_ECOLI	P0A776	P02358
TRMB_ECOLI	P0A8I5	P02358
FABA_ECOLI	P0A6Q3	P02358
FIMB_ECOLI	P0ADH5	P02358
NFI_ECOLI	P68739	P02358
PYRH_ECOLI	P0A7E9	P02358
RPOA_ECOLI	P0A7Z4	P02358
TKT2_ECOLI	P33570	P02358
YBCJ_ECOLI	P0AAS7	P02358
YEEX_ECOLI	P0A8M6	P02358
NSRR_ECOLI	P0AF63	P02358
YOAB_ECOLI	P0AEB7	P02358
YQHD_ECOLI	Q46856	P02358
IF3_ECOLI	P0A707	P02358
RNPA_ECOLI	P0A7Y8	P02358
RS12_ECOLI	P0A7S3	P02359
PAAX_ECOLI	P76086	P02359
CBPA_ECOLI	P36659	P02359
CLPB_ECOLI	P63284	P02359
CSPC_ECOLI	P0A9Y6	P02359
CSPD_ECOLI	P0A968	P02359
CSPE_ECOLI	P0A972	P02359
DCM_ECOLI	P0AED9	P02359
RLME_ECOLI	P0C0R7	P02359
GREA_ECOLI	P0A6W5	P02359
HELD_ECOLI	P15038	P02359
IHFB_ECOLI	P0A6Y1	P02359
HRPA_ECOLI	P43329	P02359
HSLV_ECOLI	P0A7B8	P02359
MUKB_ECOLI	P22523	P02359
PPIC_ECOLI	P0A9L5	P02359
HLDD_ECOLI	P67910	P02359
RHLB_ECOLI	P0A8J8	P02359
RIBD_ECOLI	P25539	P02359
RPOA_ECOLI	P0A7Z4	P02359
RPOC_ECOLI	P0A8T7	P02359
FKBX_ECOLI	P0AEM0	P02359
SPOT_ECOLI	P0AG24	P02359
TGT_ECOLI	P0A847	P02359
SYT_ECOLI	P0A8M3	P02359
TIG_ECOLI	P0A850	P02359
TOP1_ECOLI	P06612	P02359
UVRC_ECOLI	P0A8G0	P02359
UVRD_ECOLI	P03018	P02359
RNR_ECOLI	P21499	P02359
ALLR_ECOLI	P0ACN4	P02359
YBHK_ECOLI	P75767	P02359
ILVG_ECOLI	P00892	P02359
RLUB_ECOLI	P37765	P02359
RLMN_ECOLI	P36979	P02359
YFIF_ECOLI	P0AGJ5	P02359
RPPH_ECOLI	P0A776	P02359
TRMB_ECOLI	P0A8I5	P02359
YIBL_ECOLI	P0ADK8	P02359
ULAR_ECOLI	P0A9W0	P02359
DUSC_ECOLI	P33371	P02359
TIG_ECOLI	P0A850	P02359
RS4_ECOLI	P0A7V8	P0A7W7
RS5_ECOLI	P0A7W1	P0A7W7
RL1_ECOLI	P0A7L0	P0A7W7
DEAD_ECOLI	P0A9P6	P0A7W7
DPS_ECOLI	P0ABT2	P0A7W7
IF3_ECOLI	P0A707	P0A7W7
LPXD_ECOLI	P21645	P0A7W7
UVRC_ECOLI	P0A8G0	P0A7W7
RNR_ECOLI	P21499	P0A7W7
YFIF_ECOLI	P0AGJ5	P0A7W7
ULAR_ECOLI	P0A9W0	P0A7W7
RS13_ECOLI	P0A7S9	P0A7X3
RL19_ECOLI	P0A7K6	P0A7X3
RL32_ECOLI	P0A7N4	P0A7X3
DEAD_ECOLI	P0A9P6	P0A7X3
LPXA_ECOLI	P0A722	P0A7X3
RS5_ECOLI	P0A7W1	P0A7X3
SPOT_ECOLI	P0AG24	P0A7X3
RNR_ECOLI	P21499	P0A7X3
RS1_ECOLI	P0AG67	P0A7R5
YCIU_ECOLI	P0A8L7	P0A7R5
CLPP_ECOLI	P0A6G7	P0A7R5
CRP_ECOLI	P0ACJ8	P0A7R5
CSPC_ECOLI	P0A9Y6	P0A7R5
CSPE_ECOLI	P0A972	P0A7R5
DNAJ_ECOLI	P08622	P0A7R5
DPS_ECOLI	P0ABT2	P0A7R5
FIS_ECOLI	P0A6R3	P0A7R5
HOLC_ECOLI	P28905	P0A7R5
HOLE_ECOLI	P0ABS8	P0A7R5
ISPA_ECOLI	P22939	P0A7R5
LPXA_ECOLI	P0A722	P0A7R5
LPXD_ECOLI	P21645	P0A7R5
AMPM_ECOLI	P0AE18	P0A7R5
GLMM_ECOLI	P31120	P0A7R5
NUSG_ECOLI	P0AFG0	P0A7R5
IPYR_ECOLI	P0A7A9	P0A7R5
PYRH_ECOLI	P0A7E9	P0A7R5
RL4_ECOLI	P60723	P0A7R5
RPOA_ECOLI	P0A7Z4	P0A7R5
RPOB_ECOLI	P0A8V2	P0A7R5
RPOC_ECOLI	P0A8T7	P0A7R5
RPOZ_ECOLI	P0A800	P0A7R5
RSUA_ECOLI	P0AA43	P0A7R5
NRDR_ECOLI	P0A8D0	P0A7R5
YBAK_ECOLI	P0AAR3	P0A7R5
YBAZ_ECOLI	P0AFP2	P0A7R5
RLUB_ECOLI	P37765	P0A7R5
YFCB_ECOLI	P39199	P0A7R5
RLMN_ECOLI	P36979	P0A7R5
GCP_ECOLI	P05852	P0A7R5
RLMB_ECOLI	P63177	P0A7R5
ULAR_ECOLI	P0A9W0	P0A7R5
RIMN_ECOLI	P45748	P0A7R5
RS21_ECOLI	P68679	P0A7R9
IF3_ECOLI	P0A707	P0A7R9
DEAD_ECOLI	P0A9P6	P0A7R9
KDSA_ECOLI	P0A715	P0A7R9
SYK2_ECOLI	P0A8N5	P0A7R9
RNPA_ECOLI	P0A7Y8	P0A7R9
RNR_ECOLI	P21499	P0A7R9
YACL_ECOLI	P0A8E5	P0A7R9
YFIF_ECOLI	P0AGJ5	P0A7R9
RL16_ECOLI	P0ADY7	P0A7S3
RL21_ECOLI	P0AG48	P0A7S3
PAAX_ECOLI	P76086	P0A7S3
RS5_ECOLI	P0A7W1	P0A7S3
SPOT_ECOLI	P0AG24	P0A7S3
TGT_ECOLI	P0A847	P0A7S3
ULAR_ECOLI	P0A9W0	P0A7S3
RS3_ECOLI	P0A7V3	P0A7S9
IF2_ECOLI	P0A705	P0A7S9
RL18_ECOLI	P0C018	P0A7S9
DEAD_ECOLI	P0A9P6	P0A7S9
FABA_ECOLI	P0A6Q3	P0A7S9
SYGA_ECOLI	P00960	P0A7S9
IHFB_ECOLI	P0A6Y1	P0A7S9
HRPA_ECOLI	P43329	P0A7S9
HSLV_ECOLI	P0A7B8	P0A7S9
KDSA_ECOLI	P0A715	P0A7S9
PNP_ECOLI	P05055	P0A7S9
RCSA_ECOLI	P69405	P0A7S9
RNPA_ECOLI	P0A7Y8	P0A7S9
RPOA_ECOLI	P0A7Z4	P0A7S9
RPOC_ECOLI	P0A8T7	P0A7S9
RS5_ECOLI	P0A7W1	P0A7S9
RSUA_ECOLI	P0AA43	P0A7S9
FKBX_ECOLI	P0AEM0	P0A7S9
TOP1_ECOLI	P06612	P0A7S9
UVRC_ECOLI	P0A8G0	P0A7S9
ILVG_ECOLI	P00892	P0A7S9
YFIF_ECOLI	P0AGJ5	P0A7S9
YFIQ_ECOLI	P76594	P0A7S9
RPPH_ECOLI	P0A776	P0A7S9
TRMB_ECOLI	P0A8I5	P0A7S9
RSGA_ECOLI	P39286	P0A7S9
RS19_ECOLI	P0A7U3	P0AG59
AIDB_ECOLI	P33224	P0AG59
CLPA_ECOLI	P0ABH9	P0AG59
CSPC_ECOLI	P0A9Y6	P0AG59
CSPD_ECOLI	P0A968	P0AG59
DEAD_ECOLI	P0A9P6	P0AG59
HOLC_ECOLI	P28905	P0AG59
IF3_ECOLI	P0A707	P0AG59
MENB_ECOLI	P0ABU0	P0AG59
END8_ECOLI	P50465	P0AG59
NFI_ECOLI	P68739	P0AG59
NUSG_ECOLI	P0AFG0	P0AG59
RNPA_ECOLI	P0A7Y8	P0AG59
RPOB_ECOLI	P0A8V2	P0AG59
FKBX_ECOLI	P0AEM0	P0AG59
SPOT_ECOLI	P0AG24	P0AG59
TGT_ECOLI	P0A847	P0AG59
TOP3_ECOLI	P14294	P0AG59
UVRC_ECOLI	P0A8G0	P0AG59
RLMN_ECOLI	P36979	P0AG59
YFIF_ECOLI	P0AGJ5	P0AG59
ULAR_ECOLI	P0A9W0	P0AG59
CEDA_ECOLI	P0AE60	P0ADZ4
NFI_ECOLI	P68739	P0ADZ4
RNPA_ECOLI	P0A7Y8	P0ADZ4
CLPA_ECOLI	P0ABH9	P0A7T3
CSPE_ECOLI	P0A972	P0A7T3
FIMB_ECOLI	P0ADH5	P0A7T3
SYGA_ECOLI	P00960	P0A7T3
HOLB_ECOLI	P28631	P0A7T3
HOLE_ECOLI	P0ABS8	P0A7T3
IF3_ECOLI	P0A707	P0A7T3
LPXD_ECOLI	P21645	P0A7T3
AMPM_ECOLI	P0AE18	P0A7T3
MUKB_ECOLI	P22523	P0A7T3
NUSG_ECOLI	P0AFG0	P0A7T3
PYRH_ECOLI	P0A7E9	P0A7T3
RPOA_ECOLI	P0A7Z4	P0A7T3
RPOC_ECOLI	P0A8T7	P0A7T3
RS5_ECOLI	P0A7W1	P0A7T3
FKBX_ECOLI	P0AEM0	P0A7T3
RLUB_ECOLI	P37765	P0A7T3
YFIF_ECOLI	P0AGJ5	P0A7T3
YICC_ECOLI	P23839	P0A7T3
RIMN_ECOLI	P45748	P0A7T3
RF2_ECOLI	P07012	P0AG63
RS1_ECOLI	P0AG67	P0A7T7
RF2_ECOLI	P07012	P0A7T7
DEAD_ECOLI	P0A9P6	P0A7T7
FIMB_ECOLI	P0ADH5	P0A7T7
IF3_ECOLI	P0A707	P0A7T7
PNP_ECOLI	P05055	P0A7T7
RNPA_ECOLI	P0A7Y8	P0A7T7
SPOT_ECOLI	P0AG24	P0A7T7
UVRC_ECOLI	P0A8G0	P0A7T7
RNR_ECOLI	P21499	P0A7T7
ILVG_ECOLI	P00892	P0A7T7
RLMN_ECOLI	P36979	P0A7T7
RPPH_ECOLI	P0A776	P0A7T7
RS13_ECOLI	P0A7S9	P0A7U3
IF3_ECOLI	P0A707	P0A7U3
RNG_ECOLI	P0A9J0	P0A7U3
DEAD_ECOLI	P0A9P6	P0A7U3
RHLB_ECOLI	P0A8J8	P0A7U3
RPOA_ECOLI	P0A7Z4	P0A7U3
YFIF_ECOLI	P0AGJ5	P0A7U3
ULAR_ECOLI	P0A9W0	P0A7U3
DCOS_ECOLI	P24169	P0A7U7
NPD_ECOLI	P75960	P0A7U7
DCM_ECOLI	P0AED9	P0A7U7
DEAD_ECOLI	P0A9P6	P0A7U7
IF3_ECOLI	P0A707	P0A7U7
AMPM_ECOLI	P0AE18	P0A7U7
RPOA_ECOLI	P0A7Z4	P0A7U7
SYT_ECOLI	P0A8M3	P0A7U7
TOP1_ECOLI	P06612	P0A7U7
RNR_ECOLI	P21499	P0A7U7
YACL_ECOLI	P0A8E5	P0A7U7
PHOL_ECOLI	P0A9K3	P0A7U7
RLUB_ECOLI	P37765	P0A7U7
GRCA_ECOLI	P68066	P0A7U7
YFIQ_ECOLI	P76594	P0A7U7
RPPH_ECOLI	P0A776	P0A7U7
TRMB_ECOLI	P0A8I5	P0A7U7
ULAR_ECOLI	P0A9W0	P0A7U7
RS13_ECOLI	P0A7S9	P68679
RS6_ECOLI	P02358	P68679
RS18_ECOLI	P0A7T7	P68679
RNG_ECOLI	P0A9J0	P68679
RCSB_ECOLI	P69407	P68679
RNPA_ECOLI	P0A7Y8	P68679
RPOA_ECOLI	P0A7Z4	P68679
SSB_ECOLI	P0AGE0	P68679
RNR_ECOLI	P21499	P68679
RLUB_ECOLI	P37765	P68679
RLMB_ECOLI	P63177	P68679
RS4_ECOLI	P0A7V8	P0A7L0
RS2_ECOLI	P0A7V0	P0A7L0
CSPE_ECOLI	P0A972	P0A7L0
CSPG_ECOLI	P0A978	P0A7L0
DEAD_ECOLI	P0A9P6	P0A7L0
COABC_ECOLI	P0ABQ0	P0A7L0
DNAB_ECOLI	P0ACB0	P0A7L0
DPO3E_ECOLI	P03007	P0A7L0
DPO3X_ECOLI	P06710	P0A7L0
FABA_ECOLI	P0A6Q3	P0A7L0
IHFA_ECOLI	P0A6X7	P0A7L0
IHFB_ECOLI	P0A6Y1	P0A7L0
KDSA_ECOLI	P0A715	P0A7L0
PHSM_ECOLI	P00490	P0A7L0
MOAC_ECOLI	P0A738	P0A7L0
NUSA_ECOLI	P0AFF6	P0A7L0
PYRH_ECOLI	P0A7E9	P0A7L0
RNPA_ECOLI	P0A7Y8	P0A7L0
SRMB_ECOLI	P21507	P0A7L0
TGT_ECOLI	P0A847	P0A7L0
SYT_ECOLI	P0A8M3	P0A7L0
RNR_ECOLI	P21499	P0A7L0
YBAZ_ECOLI	P0AFP2	P0A7L0
PHOL_ECOLI	P0A9K3	P0A7L0
HSCB_ECOLI	P0A6L9	P0A7L0
ACCA_ECOLI	P0ABD5	P60438
CEDA_ECOLI	P0AE60	P60438
CLPA_ECOLI	P0ABH9	P60438
CLPP_ECOLI	P0A6G7	P60438
CRP_ECOLI	P0ACJ8	P60438
CSPA_ECOLI	P0A9X9	P60438
CSPC_ECOLI	P0A9Y6	P60438
CSPD_ECOLI	P0A968	P60438
CSPE_ECOLI	P0A972	P60438
DCM_ECOLI	P0AED9	P60438
DPO3A_ECOLI	P10443	P60438
FIS_ECOLI	P0A6R3	P60438
GREB_ECOLI	P30128	P60438
IHFB_ECOLI	P0A6Y1	P60438
HOLB_ECOLI	P28631	P60438
HOLC_ECOLI	P28905	P60438
HOLD_ECOLI	P28632	P60438
HSLU_ECOLI	P0A6H5	P60438
HSLV_ECOLI	P0A7B8	P60438
ISPA_ECOLI	P22939	P60438
KDSA_ECOLI	P0A715	P60438
LPXD_ECOLI	P21645	P60438
PHSM_ECOLI	P00490	P60438
MUKB_ECOLI	P22523	P60438
NFI_ECOLI	P68739	P60438
NUSB_ECOLI	P0A780	P60438
RHLB_ECOLI	P0A8J8	P60438
RHO_ECOLI	P0AG30	P60438
RL4_ECOLI	P60723	P60438
RL23_ECOLI	P0ADZ0	P60438
RP32_ECOLI	P0AGB3	P60438
SELB_ECOLI	P14081	P60438
ODO1_ECOLI	P0AFG3	P60438
TIG_ECOLI	P0A850	P60438
TOP1_ECOLI	P06612	P60438
UVRC_ECOLI	P0A8G0	P60438
UVRD_ECOLI	P03018	P60438
RSMH_ECOLI	P60390	P60438
YACL_ECOLI	P0A8E5	P60438
PHOL_ECOLI	P0A9K3	P60438
YBHK_ECOLI	P75767	P60438
ILVG_ECOLI	P00892	P60438
DCYD_ECOLI	P76316	P60438
RPPH_ECOLI	P0A776	P60438
TRMB_ECOLI	P0A8I5	P60438
DTD_ECOLI	P0A6M4	P60438
MCBR_ECOLI	P76114	P60438
HSLO_ECOLI	P0A6Y5	P60438
RL1_ECOLI	P0A7L0	P60438
RL7_ECOLI	P0A7K2	P60422
RL9_ECOLI	P0A7R1	P60422
ENGA_ECOLI	P0A6P5	P60422
CBPA_ECOLI	P36659	P60422
CSPC_ECOLI	P0A9Y6	P60422
CSPD_ECOLI	P0A968	P60422
DEAD_ECOLI	P0A9P6	P60422
FABA_ECOLI	P0A6Q3	P60422
FIMB_ECOLI	P0ADH5	P60422
IHFB_ECOLI	P0A6Y1	P60422
HSLV_ECOLI	P0A7B8	P60422
LPXD_ECOLI	P21645	P60422
NUSA_ECOLI	P0AFF6	P60422
PYRH_ECOLI	P0A7E9	P60422
RCSA_ECOLI	P69405	P60422
RL4_ECOLI	P60723	P60422
RL23_ECOLI	P0ADZ0	P60422
RPOA_ECOLI	P0A7Z4	P60422
RPOD_ECOLI	P00579	P60422
RPOZ_ECOLI	P0A800	P60422
SRLR_ECOLI	P15082	P60422
SSB_ECOLI	P0AGE0	P60422
TGT_ECOLI	P0A847	P60422
UVRC_ECOLI	P0A8G0	P60422
ALLR_ECOLI	P0ACN4	P60422
ILVG_ECOLI	P00892	P60422
RLUB_ECOLI	P37765	P60422
RLMN_ECOLI	P36979	P60422
YFIF_ECOLI	P0AGJ5	P60422
RPPH_ECOLI	P0A776	P60422
TRMB_ECOLI	P0A8I5	P60422
DCTR_ECOLI	P37195	P60422
RL17_ECOLI	P0AG44	P60422
CLPP_ECOLI	P0A6G7	P60723
CSPA_ECOLI	P0A9X9	P60723
CSPE_ECOLI	P0A972	P60723
DEF_ECOLI	P0A6K3	P60723
DNAB_ECOLI	P0ACB0	P60723
DPO3A_ECOLI	P10443	P60723
FIS_ECOLI	P0A6R3	P60723
SYGA_ECOLI	P00960	P60723
HSLU_ECOLI	P0A6H5	P60723
ICLR_ECOLI	P16528	P60723
KDSB_ECOLI	P04951	P60723
COAD_ECOLI	P0A6I6	P60723
SYL_ECOLI	P07813	P60723
LPXD_ECOLI	P21645	P60723
PHSM_ECOLI	P00490	P60723
NUSA_ECOLI	P0AFF6	P60723
NUSG_ECOLI	P0AFG0	P60723
PARE_ECOLI	P20083	P60723
PNP_ECOLI	P05055	P60723
DPO1_ECOLI	P00582	P60723
PTH_ECOLI	P0A7D1	P60723
PYRH_ECOLI	P0A7E9	P60723
RCSA_ECOLI	P69405	P60723
RIBD_ECOLI	P25539	P60723
RL4_ECOLI	P60723	P60723
DPS_ECOLI	P0ABT2	P60723
EFG_ECOLI	P0A6M8	P60723
GATZ_ECOLI	P0C8J8	P60723
PFLB_ECOLI	P09373	P60723
RL1_ECOLI	P0A7L0	P60723
RL10_ECOLI	P0A7J3	P60723
RL13_ECOLI	P0AA10	P60723
RL14_ECOLI	P0ADY3	P60723
RL24_ECOLI	P60624	P60723
RS2_ECOLI	P0A7V0	P60723
RS3_ECOLI	P0A7V3	P60723
RS4_ECOLI	P0A7V8	P60723
RS7_ECOLI	P02359	P60723
RS11_ECOLI	P0A7R9	P60723
RS13_ECOLI	P0A7S9	P60723
SRMB_ECOLI	P21507	P60723
RNR_ECOLI	P21499	P60723
YGIF_ECOLI	P30871	P60723
RPOA_ECOLI	P0A7Z4	P60723
RPOD_ECOLI	P00579	P60723
TGT_ECOLI	P0A847	P60723
TOP3_ECOLI	P14294	P60723
YBHK_ECOLI	P75767	P60723
ILVG_ECOLI	P00892	P60723
RLUB_ECOLI	P37765	P60723
RLMN_ECOLI	P36979	P60723
DCTR_ECOLI	P37195	P60723
RL6_ECOLI	P0AG55	P62399
CLPP_ECOLI	P0A6G7	P62399
CSPC_ECOLI	P0A9Y6	P62399
IF3_ECOLI	P0A707	P62399
KDSA_ECOLI	P0A715	P62399
RCSA_ECOLI	P69405	P62399
RCSB_ECOLI	P69407	P62399
RL4_ECOLI	P60723	P62399
PHOL_ECOLI	P0A9K3	P62399
RLUB_ECOLI	P37765	P62399
TRMB_ECOLI	P0A8I5	P62399
CBPA_ECOLI	P36659	P0AG55
SYGA_ECOLI	P00960	P0AG55
LPXA_ECOLI	P0A722	P0AG55
RNPA_ECOLI	P0A7Y8	P0AG55
RL4_ECOLI	P60723	P0AG55
RL23_ECOLI	P0ADZ0	P0AG55
SSRP_ECOLI	P0A832	P0AG55
PHOL_ECOLI	P0A9K3	P0AG55
ILVG_ECOLI	P00892	P0AG55
RLUB_ECOLI	P37765	P0AG55
TRMB_ECOLI	P0A8I5	P0AG55
RLMB_ECOLI	P63177	P0AG55
RL7_ECOLI	P0A7K2	P0A7K2
RL10_ECOLI	P0A7J3	P0A7K2
RL11_ECOLI	P0A7J7	P0A7K2
RL5_ECOLI	P62399	P0A7K2
RS7_ECOLI	P02359	P0A7K2
RS14_ECOLI	P0AG59	P0A7K2
RS18_ECOLI	P0A7T7	P0A7K2
RL6_ECOLI	P0AG55	P0A7K2
RL14_ECOLI	P0ADY3	P0A7K2
RL17_ECOLI	P0AG44	P0A7K2
IF2_ECOLI	P0A705	P0A7K2
RF2_ECOLI	P07012	P0A7K2
KBAY_ECOLI	P0AB74	P0A7K2
YCCU_ECOLI	P75874	P0A7K2
CLPA_ECOLI	P0ABH9	P0A7K2
CRP_ECOLI	P0ACJ8	P0A7K2
CSPG_ECOLI	P0A978	P0A7K2
DPO3A_ECOLI	P10443	P0A7K2
GRPE_ECOLI	P09372	P0A7K2
HELD_ECOLI	P15038	P0A7K2
HOLE_ECOLI	P0ABS8	P0A7K2
HSLV_ECOLI	P0A7B8	P0A7K2
ILVB_ECOLI	P08142	P0A7K2
IF3_ECOLI	P0A707	P0A7K2
ISPA_ECOLI	P22939	P0A7K2
KDSB_ECOLI	P04951	P0A7K2
MURA_ECOLI	P0A749	P0A7K2
NUSG_ECOLI	P0AFG0	P0A7K2
DPO1_ECOLI	P00582	P0A7K2
PUR7_ECOLI	P0A7D7	P0A7K2
PYRH_ECOLI	P0A7E9	P0A7K2
RPOB_ECOLI	P0A8V2	P0A7K2
RPOZ_ECOLI	P0A800	P0A7K2
SPOT_ECOLI	P0AG24	P0A7K2
SRMB_ECOLI	P21507	P0A7K2
SSB_ECOLI	P0AGE0	P0A7K2
KTHY_ECOLI	P0A720	P0A7K2
TOP3_ECOLI	P14294	P0A7K2
TRMA_ECOLI	P23003	P0A7K2
UVRY_ECOLI	P0AED5	P0A7K2
RSMH_ECOLI	P60390	P0A7K2
NRDR_ECOLI	P0A8D0	P0A7K2
YBAK_ECOLI	P0AAR3	P0A7K2
YBAZ_ECOLI	P0AFP2	P0A7K2
PHOL_ECOLI	P0A9K3	P0A7K2
RLMN_ECOLI	P36979	P0A7K2
GCP_ECOLI	P05852	P0A7K2
OBG_ECOLI	P42641	P0A7K2
RAVA_ECOLI	P31473	P0A7K2
RSGA_ECOLI	P39286	P0A7K2
ULAR_ECOLI	P0A9W0	P0A7K2
RL11_ECOLI	P0A7J7	P0A7J3
CLPA_ECOLI	P0ABH9	P0A7J3
CLPP_ECOLI	P0A6G7	P0A7J3
GREA_ECOLI	P0A6W5	P0A7J3
HSCA_ECOLI	P0A6Z1	P0A7J3
HSLV_ECOLI	P0A7B8	P0A7J3
RPIB_ECOLI	P37351	P0A7J3
RL23_ECOLI	P0ADZ0	P0A7J3
HSCB_ECOLI	P0A6L9	P0A7J3
TRMB_ECOLI	P0A8I5	P0A7J3
DEAD_ECOLI	P0A9P6	P0A7J7
GLMM_ECOLI	P31120	P0A7J7
MURA_ECOLI	P0A749	P0A7J7
MURI_ECOLI	P22634	P0A7J7
PRMA_ECOLI	P0A8T1	P0A7J7
RL23_ECOLI	P0ADZ0	P0A7J7
HSCB_ECOLI	P0A6L9	P0A7J7
YHBY_ECOLI	P0AGK4	P0A7J7
RIMN_ECOLI	P45748	P0A7J7
RL5_ECOLI	P62399	P0A7J7
RL6_ECOLI	P0AG55	P0A7J7
RL3_ECOLI	P60438	P0AA10
RL20_ECOLI	P0A7L3	P0AA10
RS12_ECOLI	P0A7S3	P0AA10
CLPA_ECOLI	P0ABH9	P0AA10
CLPP_ECOLI	P0A6G7	P0AA10
CSPG_ECOLI	P0A978	P0AA10
DCM_ECOLI	P0AED9	P0AA10
DPO3A_ECOLI	P10443	P0AA10
DPO3E_ECOLI	P03007	P0AA10
FIMB_ECOLI	P0ADH5	P0AA10
GREA_ECOLI	P0A6W5	P0AA10
ICLR_ECOLI	P16528	P0AA10
IF2_ECOLI	P0A705	P0AA10
IF3_ECOLI	P0A707	P0AA10
LPXA_ECOLI	P0A722	P0AA10
LPXD_ECOLI	P21645	P0AA10
AMPM_ECOLI	P0AE18	P0AA10
GLMM_ECOLI	P31120	P0AA10
MUKB_ECOLI	P22523	P0AA10
MURA_ECOLI	P0A749	P0AA10
NUSB_ECOLI	P0A780	P0AA10
PNP_ECOLI	P05055	P0AA10
PTH_ECOLI	P0A7D1	P0AA10
RCSB_ECOLI	P69407	P0AA10
RL23_ECOLI	P0ADZ0	P0AA10
RPOC_ECOLI	P0A8T7	P0AA10
SPOT_ECOLI	P0AG24	P0AA10
TGT_ECOLI	P0A847	P0AA10
SYW_ECOLI	P00954	P0AA10
UVRC_ECOLI	P0A8G0	P0AA10
UVRD_ECOLI	P03018	P0AA10
RNR_ECOLI	P21499	P0AA10
YBCJ_ECOLI	P0AAS7	P0AA10
PHOL_ECOLI	P0A9K3	P0AA10
YBHK_ECOLI	P75767	P0AA10
ILVG_ECOLI	P00892	P0AA10
RLMN_ECOLI	P36979	P0AA10
YHBY_ECOLI	P0AGK4	P0AA10
RLMB_ECOLI	P63177	P0AA10
ULAR_ECOLI	P0A9W0	P0AA10
DUSC_ECOLI	P33371	P0AA10
HSLR_ECOLI	P0ACG8	P0AA10
RL19_ECOLI	P0A7K6	P0ADY3
KDSA_ECOLI	P0A715	P0ADY3
LPXA_ECOLI	P0A722	P0ADY3
UVRC_ECOLI	P0A8G0	P0ADY3
YACL_ECOLI	P0A8E5	P0ADY3
ILVG_ECOLI	P00892	P0ADY3
RPPH_ECOLI	P0A776	P0ADY3
DUSC_ECOLI	P33371	P0ADY3
HSLR_ECOLI	P0ACG8	P0ADY3
RL24_ECOLI	P60624	P0ADY3
PAAX_ECOLI	P76086	P02413
DNAB_ECOLI	P0ACB0	P02413
IF3_ECOLI	P0A707	P02413
LPXD_ECOLI	P21645	P02413
HLDD_ECOLI	P67910	P02413
RPOC_ECOLI	P0A8T7	P02413
RPOD_ECOLI	P00579	P02413
RNR_ECOLI	P21499	P02413
YACL_ECOLI	P0A8E5	P02413
ILVG_ECOLI	P00892	P02413
RLMN_ECOLI	P36979	P02413
YFIQ_ECOLI	P76594	P02413
RL2_ECOLI	P60422	P02413
RL17_ECOLI	P0AG44	P02413
DEAD_ECOLI	P0A9P6	P02413
RPPH_ECOLI	P0A776	P02413
RLUC_ECOLI	P0AA39	P02413
RL23_ECOLI	P0ADZ0	P02413
YACL_ECOLI	P0A8E5	P02413
YEEX_ECOLI	P0A8M6	P02413
YJJU_ECOLI	P39407	P02413
DNAB_ECOLI	P0ACB0	P02413
SPOT_ECOLI	P0AG24	P02413
RLMI_ECOLI	P75876	P02413
YEIT_ECOLI	P76440	P02413
YFBU_ECOLI	P0A8W8	P02413
YJGD_ECOLI	P0AF90	P02413
DEAD_ECOLI	P0A9P6	P0ADY7
HOLA_ECOLI	P28630	P0ADY7
HSLU_ECOLI	P0A6H5	P0ADY7
RCSA_ECOLI	P69405	P0ADY7
RPOC_ECOLI	P0A8T7	P0ADY7
YACL_ECOLI	P0A8E5	P0ADY7
PHOL_ECOLI	P0A9K3	P0ADY7
YFIF_ECOLI	P0AGJ5	P0ADY7
YFIQ_ECOLI	P76594	P0ADY7
RPPH_ECOLI	P0A776	P0ADY7
RL30_ECOLI	P0AG51	P0AG44
DEAD_ECOLI	P0A9P6	P0AG44
PNP_ECOLI	P05055	P0AG44
RL4_ECOLI	P60723	P0AG44
SPOT_ECOLI	P0AG24	P0AG44
RPPH_ECOLI	P0A776	P0AG44
RL27_ECOLI	P0A7L8	P0AG44
RL7_ECOLI	P0A7K2	P0A7R1
CBPA_ECOLI	P36659	P0A7R1
CLPA_ECOLI	P0ABH9	P0A7R1
DEAD_ECOLI	P0A9P6	P0A7R1
